"Step","cosmic-field-350 - immediate_reward","cosmic-field-350 - immediate_reward__MIN","cosmic-field-350 - immediate_reward__MAX"
"381994","0","0","0"
"382312","4","4","4"
"382732","0","0","0"
"382842","1","1","1"
"383011","0","0","0"
"383114","0","0","0"
"383307","0","0","0"
"383630","0","0","0"
"384016","1","1","1"
"384058","1","1","1"
"384100","0","0","0"
"384125","0","0","0"
"384446","0","0","0"
"384454","6","6","6"
"384486","0","0","0"
"384607","0","0","0"
"384687","0","0","0"
"384719","0","0","0"
"384778","0","0","0"
"384806","0","0","0"
"384820","0","0","0"
"384864","0","0","0"
"385076","0","0","0"
"385144","2","2","2"
"385188","1","1","1"
"385202","0","0","0"
"385442","0","0","0"
"385687","0","0","0"
"386028","0","0","0"
"386721","0","0","0"
"386782","0","0","0"
"386792","0","0","0"
"387235","0","0","0"
"387255","0","0","0"
"387693","0","0","0"
"387718","0","0","0"
"387726","0","0","0"
"387875","0","0","0"
"388657","2","2","2"
"388695","0","0","0"
"388830","0","0","0"
"388886","0","0","0"
"389252","0","0","0"
"389309","0","0","0"
"389399","0","0","0"
"389814","0","0","0"
"389936","0","0","0"
"390182","0","0","0"
"390679","0","0","0"
"390693","0","0","0"
"390751","0","0","0"
"390873","0","0","0"
"390998","0","0","0"
"391256","0","0","0"
"391462","1","1","1"
"391966","0","0","0"
"392962","0","0","0"
"393048","0","0","0"
"393171","0","0","0"
"393264","0","0","0"
"393473","0","0","0"
"393535","0","0","0"
"393726","0","0","0"
"393769","0","0","0"
"393791","0","0","0"
"393943","0","0","0"
"394352","1","1","1"
"394372","1","1","1"
"395356","0","0","0"
"395593","0","0","0"
"395631","4","4","4"
"395864","0","0","0"
"396395","1","1","1"
"396492","0","0","0"
"396506","0","0","0"
"396679","1","1","1"
"396735","0","0","0"
"397065","0","0","0"
"397286","0","0","0"
"397350","0","0","0"
"397405","1","1","1"
"397505","0","0","0"
"397638","0","0","0"
"397973","0","0","0"
"398033","0","0","0"
"398156","0","0","0"
"398230","0","0","0"
"398259","1","1","1"
"398277","0","0","0"
"398315","0","0","0"
"398348","0","0","0"
"398406","0","0","0"
"398513","0","0","0"
"398656","0","0","0"
"399028","0","0","0"
"399056","0","0","0"
"399104","0","0","0"
"399177","1","1","1"
"399261","0","0","0"
"399355","2","2","2"
"399385","0","0","0"
"399794","0","0","0"
"399945","0","0","0"
"400078","0","0","0"
"400405","0","0","0"
"400473","0","0","0"
"400537","0","0","0"
"400695","0","0","0"
"400697","0","0","0"
"400848","0","0","0"
"401005","0","0","0"
"401025","2","2","2"
"401049","0","0","0"
"401077","0","0","0"
"401176","0","0","0"
"401291","0","0","0"
"401301","0","0","0"
"401654","0","0","0"
"401819","1","1","1"
"401841","0","0","0"
"401861","0","0","0"
"402036","0","0","0"
"402243","0","0","0"
"402267","0","0","0"
"402578","0","0","0"
"402675","0","0","0"
"402852","0","0","0"
"403011","0","0","0"
"403168","0","0","0"
"403262","0","0","0"
"403363","1","1","1"
"403694","0","0","0"
"403783","2","2","2"
"404119","0","0","0"
"404372","0","0","0"
"404547","0","0","0"
"404551","0","0","0"
"404770","0","0","0"
"404861","0","0","0"
"405005","0","0","0"
"405163","2","2","2"
"405358","0","0","0"
"405374","0","0","0"
"405555","0","0","0"
"405652","0","0","0"
"405668","0","0","0"
"405746","0","0","0"
"405752","0","0","0"
"405816","0","0","0"
"406434","0","0","0"
"406583","0","0","0"
"406794","0","0","0"
"406820","1","1","1"
"407062","0","0","0"
"407340","0","0","0"
"407519","0","0","0"
"407611","0","0","0"
"407623","0","0","0"
"407887","0","0","0"
"407897","0","0","0"
"407949","0","0","0"
"408128","0","0","0"
"408148","0","0","0"
"408375","0","0","0"
"409056","0","0","0"
"409455","1","1","1"
"409477","1","1","1"
"409575","4","4","4"
"409640","0","0","0"
"409798","2","2","2"
"410337","1","1","1"
"410365","0","0","0"
"410427","0","0","0"
"410483","0","0","0"
"410588","0","0","0"
"410697","0","0","0"
"410828","0","0","0"
"410930","0","0","0"
"411011","0","0","0"
"411234","0","0","0"
"411316","0","0","0"
"411385","0","0","0"
"411727","1","1","1"
"411858","0","0","0"
"412267","0","0","0"
"412333","0","0","0"
"412345","0","0","0"
"412351","0","0","0"
"412502","0","0","0"
"412633","0","0","0"
"412683","0","0","0"
"412719","0","0","0"
"412725","0","0","0"
"412820","0","0","0"
"412919","0","0","0"
"412927","0","0","0"
"413178","0","0","0"
"413200","2","2","2"
"413214","4","4","4"
"413246","0","0","0"
"413325","0","0","0"
"413717","0","0","0"
"413856","1","1","1"
"413874","0","0","0"
"413979","0","0","0"
"414198","0","0","0"
"414439","0","0","0"
"414596","2","2","2"
"414759","0","0","0"
"415117","1","1","1"
"415257","0","0","0"
"415478","0","0","0"
"415482","4","4","4"
"415528","0","0","0"
"415675","0","0","0"
"415866","2","2","2"
"416085","0","0","0"
"416262","0","0","0"
"416290","0","0","0"
"416316","1","1","1"
"416318","0","0","0"
"416324","0","0","0"
"417220","0","0","0"
"417267","0","0","0"
"417293","1","1","1"
"417403","0","0","0"
"417494","0","0","0"
"417548","0","0","0"
"417739","0","0","0"
"417886","4","4","4"
"417928","0","0","0"
"418065","0","0","0"
"418425","1","1","1"
"418499","0","0","0"
"418538","1","1","1"
"418646","1","1","1"
"418836","0","0","0"
"418926","0","0","0"
"419195","0","0","0"
"419370","0","0","0"
"419643","0","0","0"
"419702","0","0","0"
"419818","0","0","0"
"419822","0","0","0"
"419832","0","0","0"
"419977","0","0","0"
"420590","0","0","0"
"420684","0","0","0"
"420920","0","0","0"
"421016","0","0","0"
"421167","1","1","1"
"421249","0","0","0"
"421470","0","0","0"
"421507","0","0","0"
"421559","0","0","0"
"421605","0","0","0"
"421728","0","0","0"
"421812","0","0","0"
"421848","0","0","0"
"422098","2","2","2"
"422177","1","1","1"
"422239","4","4","4"
"422259","2","2","2"
"422277","0","0","0"
"422341","0","0","0"
"422420","0","0","0"
"422856","0","0","0"
"423023","1","1","1"
"423041","0","0","0"
"423158","0","0","0"
"423396","0","0","0"
"423597","0","0","0"
"423685","0","0","0"
"423738","0","0","0"
"424312","0","0","0"
"424423","1","1","1"
"424463","0","0","0"
"424778","0","0","0"
"424825","1","1","1"
"424951","0","0","0"
"424955","0","0","0"
"425054","0","0","0"
"425157","2","2","2"
"425205","0","0","0"
"425337","0","0","0"
"425985","0","0","0"
"426115","0","0","0"
"426183","0","0","0"
"426387","0","0","0"
"426427","0","0","0"
"426825","0","0","0"
"427233","0","0","0"
"428414","1","1","1"
"428648","0","0","0"
"428729","0","0","0"
"428813","0","0","0"
"428901","0","0","0"
"428972","0","0","0"
"429209","2","2","2"
"429422","0","0","0"
"429478","0","0","0"
"429597","0","0","0"
"429681","0","0","0"
"429916","0","0","0"
"430394","0","0","0"
"430791","0","0","0"
"431016","0","0","0"
"431028","4","4","4"
"431070","0","0","0"
"431265","1","1","1"
"431353","0","0","0"
"431878","0","0","0"
"432361","0","0","0"
"432417","0","0","0"
"432490","0","0","0"
"432626","0","0","0"
"432640","0","0","0"
"432994","0","0","0"
"433187","0","0","0"
"433334","0","0","0"
"433449","0","0","0"
"433461","1","1","1"
"433545","1","1","1"
"434135","0","0","0"
"434191","0","0","0"
"434386","1","1","1"
"434469","1","1","1"
"434519","0","0","0"
"434591","0","0","0"
"434692","1","1","1"
"434704","1","1","1"
"434798","0","0","0"
"434843","0","0","0"
"434993","2","2","2"
"435253","0","0","0"
"435460","0","0","0"
"435599","0","0","0"
"435762","1","1","1"
"435776","0","0","0"
"436449","0","0","0"
"436542","0","0","0"
"436886","0","0","0"
"436926","0","0","0"
"437017","0","0","0"
"437375","0","0","0"
"437427","0","0","0"
"437860","0","0","0"
"437942","1","1","1"
"437967","0","0","0"
"438011","0","0","0"
"438089","0","0","0"
"438109","0","0","0"
"438146","1","1","1"
"438198","0","0","0"
"438345","0","0","0"
"438435","2","2","2"
"438658","0","0","0"
"438997","0","0","0"
"439568","2","2","2"
"439598","0","0","0"
"439864","0","0","0"
"440181","0","0","0"
"440276","1","1","1"
"440499","0","0","0"
"440707","0","0","0"
"440729","2","2","2"
"440745","0","0","0"
"440996","1","1","1"
"441128","0","0","0"
"441174","0","0","0"
"441205","0","0","0"
"441219","0","0","0"
"441289","0","0","0"
"441299","0","0","0"
"441321","1","1","1"
"441337","0","0","0"
"441386","0","0","0"
"441500","0","0","0"
"442055","0","0","0"
"442141","0","0","0"
"442188","1","1","1"
"442345","1","1","1"
"442463","1","1","1"
"442525","0","0","0"
"442763","0","0","0"
"443121","2","2","2"
"443286","1","1","1"
"443300","0","0","0"
"443320","0","0","0"
"443541","0","0","0"
"443597","1","1","1"
"443792","0","0","0"
"443810","1","1","1"
"444206","0","0","0"
"444373","0","0","0"
"444425","0","0","0"
"444588","0","0","0"
"444596","0","0","0"
"444650","4","4","4"
"444729","1","1","1"
"445278","0","0","0"
"445357","1","1","1"
"445425","0","0","0"
"445455","0","0","0"
"445890","1","1","1"
"446251","0","0","0"
"446762","0","0","0"
"446764","0","0","0"
"446921","4","4","4"
"447007","1","1","1"
"447106","0","0","0"
"447321","0","0","0"
"447345","1","1","1"
"447450","0","0","0"
"447691","0","0","0"
"447822","0","0","0"
"447826","0","0","0"
"447931","0","0","0"
"448067","0","0","0"
"448304","0","0","0"
"448968","0","0","0"
"449058","0","0","0"
"449217","0","0","0"
"449275","0","0","0"
"449288","0","0","0"
"449428","0","0","0"
"449456","0","0","0"
"449506","0","0","0"
"449862","0","0","0"
"449884","0","0","0"
"450216","0","0","0"
"450481","0","0","0"
"450568","0","0","0"
"450759","0","0","0"
"451042","2","2","2"
"451082","0","0","0"
"451284","0","0","0"
"451578","1","1","1"
"451775","0","0","0"
"452032","0","0","0"
"452372","0","0","0"
"453027","0","0","0"
"453037","0","0","0"
"453176","0","0","0"
"453558","2","2","2"
"453646","0","0","0"
"453652","0","0","0"
"453801","0","0","0"
"453874","1","1","1"
"453876","0","0","0"
"454026","0","0","0"
"454087","0","0","0"
"454115","0","0","0"
"454127","0","0","0"
"454177","0","0","0"
"454615","0","0","0"
"454726","0","0","0"
"454791","0","0","0"
"454853","0","0","0"
"454887","0","0","0"
"454891","0","0","0"
"455132","0","0","0"
"455504","1","1","1"
"456006","0","0","0"
"456153","0","0","0"
"456405","0","0","0"
"456483","0","0","0"
"456636","0","0","0"
"456652","0","0","0"
"456724","4","4","4"
"456801","0","0","0"
"456817","0","0","0"
"456895","0","0","0"
"457078","1","1","1"
"457126","4","4","4"
"457269","0","0","0"
"457404","1","1","1"
"457408","0","0","0"
"457491","0","0","0"
"457788","1","1","1"
"457961","0","0","0"
"458668","0","0","0"
"458678","0","0","0"
"458751","1","1","1"
"458859","0","0","0"
"459012","0","0","0"
"459140","0","0","0"
"459581","1","1","1"
"459667","1","1","1"
"459978","0","0","0"
"460170","0","0","0"
"460709","0","0","0"
"460721","0","0","0"
"460866","0","0","0"
"461366","0","0","0"
"461481","0","0","0"
"461501","1","1","1"
"461601","3","3","3"
"461818","0","0","0"
"461840","0","0","0"
"461971","1","1","1"
"462149","0","0","0"
"462294","0","0","0"
"462590","0","0","0"
"462616","0","0","0"
"462729","0","0","0"
"463392","1","1","1"
"463404","0","0","0"
"463643","4","4","4"
"463948","0","0","0"
"463991","0","0","0"
"464007","1","1","1"
"464764","0","0","0"
"464772","0","0","0"
"464950","0","0","0"
"465248","0","0","0"
"465471","0","0","0"
"465487","1","1","1"
"465566","0","0","0"
"465934","0","0","0"
"466038","1","1","1"
"466155","0","0","0"
"466269","0","0","0"
"466314","1","1","1"
"466607","0","0","0"
"466635","0","0","0"
"466766","0","0","0"
"466921","0","0","0"
"467230","0","0","0"
"467610","0","0","0"
"467811","0","0","0"
"467946","0","0","0"
"468041","0","0","0"
"468332","0","0","0"
"468348","1","1","1"
"468513","1","1","1"
"468612","0","0","0"
"468712","4","4","4"
"469068","0","0","0"
"469259","1","1","1"
"469405","0","0","0"
"469476","0","0","0"
"469638","0","0","0"
"469873","0","0","0"
"470492","0","0","0"
"471016","2","2","2"
"471137","1","1","1"
"471282","0","0","0"
"471326","0","0","0"
"471346","0","0","0"
"471374","0","0","0"
"471428","0","0","0"
"471551","0","0","0"
"471738","0","0","0"
"471762","0","0","0"
"472100","0","0","0"
"472144","0","0","0"
"472446","1","1","1"
"472486","1","1","1"
"472534","0","0","0"
"472572","0","0","0"
"473010","0","0","0"
"473098","0","0","0"
"473436","3","3","3"
"473709","4","4","4"
"474046","0","0","0"
"474145","0","0","0"
"474173","0","0","0"
"474181","0","0","0"
"474675","2","2","2"
"475128","0","0","0"
"475325","0","0","0"
"475628","0","0","0"
"475646","0","0","0"
"475906","0","0","0"
"476720","0","0","0"
"476893","0","0","0"
"476991","0","0","0"
"477065","0","0","0"
"477190","0","0","0"
"477695","1","1","1"
"478084","0","0","0"
"478306","0","0","0"
"478455","0","0","0"
"478475","0","0","0"
"478712","2","2","2"
"478758","0","0","0"
"478933","0","0","0"
"478949","0","0","0"
"479299","1","1","1"
"479562","0","0","0"
"479611","0","0","0"
"479882","0","0","0"
"479917","1","1","1"
"479953","0","0","0"
"480043","0","0","0"
"480106","1","1","1"
"480236","0","0","0"
"480479","4","4","4"
"480654","0","0","0"
"480870","0","0","0"
"480956","0","0","0"
"481238","0","0","0"
"481724","0","0","0"
"481754","0","0","0"
"481768","1","1","1"
"481826","0","0","0"
"482001","0","0","0"
"482071","0","0","0"
"482353","0","0","0"
"482511","0","0","0"
"482720","4","4","4"
"483162","0","0","0"
"483375","0","0","0"
"483456","0","0","0"
"483554","0","0","0"
"483611","1","1","1"
"483651","0","0","0"
"483906","0","0","0"
"484394","0","0","0"
"484484","0","0","0"
"484721","1","1","1"
"484735","0","0","0"
"484838","2","2","2"
"484886","0","0","0"
"485180","0","0","0"
"485266","1","1","1"
"485343","0","0","0"
"485489","0","0","0"
"485732","2","2","2"
"485837","0","0","0"
"485903","0","0","0"
"485986","0","0","0"
"486094","0","0","0"
"486241","0","0","0"
"486249","0","0","0"
"486784","0","0","0"
"486796","0","0","0"
"486893","1","1","1"
"486974","0","0","0"
"486986","0","0","0"
"487117","0","0","0"
"487243","0","0","0"
"487396","0","0","0"
"487682","0","0","0"
"487716","2","2","2"
"487919","0","0","0"
"487939","1","1","1"
"487989","6","6","6"
"488228","0","0","0"
"488298","0","0","0"
"488347","0","0","0"
"488363","0","0","0"
"488421","0","0","0"
"488451","0","0","0"
"488522","0","0","0"
"488708","0","0","0"
"488825","0","0","0"
"489273","0","0","0"
"489914","0","0","0"
"489981","0","0","0"
"490091","0","0","0"
"490329","1","1","1"
"490480","0","0","0"
"490536","0","0","0"
"490576","1","1","1"
"490656","0","0","0"
"490734","0","0","0"
"491038","0","0","0"
"491062","0","0","0"
"491169","1","1","1"
"491788","2","2","2"
"492150","0","0","0"
"492216","0","0","0"
"492290","3","3","3"
"492350","0","0","0"
"492557","0","0","0"
"492865","1","1","1"
"492949","0","0","0"
"493239","0","0","0"
"493343","1","1","1"
"493353","0","0","0"
"493500","0","0","0"
"493695","1","1","1"
"494130","1","1","1"
"494311","0","0","0"
"494323","0","0","0"
"494373","0","0","0"
"494534","0","0","0"
"494713","1","1","1"
"494821","0","0","0"
"494986","0","0","0"
"495005","0","0","0"
"495035","0","0","0"
"495103","0","0","0"
"495290","0","0","0"
"495334","0","0","0"
"495543","0","0","0"
"495808","0","0","0"
"495854","0","0","0"
"495899","0","0","0"
"495949","0","0","0"
"496589","0","0","0"
"496595","0","0","0"
"496761","0","0","0"
"497126","0","0","0"
"497275","4","4","4"
"497401","0","0","0"
"497419","1","1","1"
"497466","1","1","1"
"497526","0","0","0"
"497683","0","0","0"
"497699","1","1","1"
"497889","0","0","0"
"497968","0","0","0"
"498578","0","0","0"
"498968","0","0","0"
"499073","1","1","1"
"499101","0","0","0"
"499596","0","0","0"
"499840","0","0","0"
"499990","0","0","0"
"500078","2","2","2"
"500199","2","2","2"
"500281","2","2","2"
"500335","0","0","0"
"500367","0","0","0"
"500377","0","0","0"
"500611","0","0","0"
"500633","0","0","0"
"500710","2","2","2"
"500925","0","0","0"
"501043","0","0","0"
"501074","1","1","1"
"501166","0","0","0"
"501178","0","0","0"
"501194","0","0","0"
"501488","0","0","0"
"501666","0","0","0"
"501783","0","0","0"
"501849","0","0","0"
"502014","0","0","0"
"502080","0","0","0"
"502305","0","0","0"
"502743","0","0","0"
"503063","0","0","0"
"503119","0","0","0"
"504147","4","4","4"
"504383","2","2","2"
"504459","0","0","0"
"504501","0","0","0"
"504515","0","0","0"
"504744","2","2","2"
"504885","0","0","0"
"505060","0","0","0"
"505219","0","0","0"
"505243","0","0","0"
"505299","0","0","0"
"505304","0","0","0"
"505480","0","0","0"
"506473","1","1","1"
"506610","2","2","2"
"506670","0","0","0"
"506976","1","1","1"
"507002","0","0","0"
"507048","0","0","0"
"507114","0","0","0"
"507158","0","0","0"
"507599","0","0","0"
"507744","1","1","1"
"507786","0","0","0"
"507813","0","0","0"
"507857","1","1","1"
"508072","0","0","0"
"508114","0","0","0"
"508156","0","0","0"
"508168","0","0","0"
"508267","0","0","0"
"508530","0","0","0"
"508616","1","1","1"
"508747","0","0","0"
"508997","1","1","1"
"509429","1","1","1"
"509924","0","0","0"
"509962","0","0","0"
"510171","0","0","0"
"510524","0","0","0"
"510536","0","0","0"
"510553","0","0","0"
"510599","1","1","1"
"510607","0","0","0"
"510641","2","2","2"
"510852","2","2","2"
"511001","0","0","0"
"511091","0","0","0"
"511192","0","0","0"
"511270","0","0","0"
"511336","0","0","0"
"511376","0","0","0"
"511599","1","1","1"
"511910","0","0","0"
"512113","4","4","4"
"512127","0","0","0"
"512400","0","0","0"
"512545","0","0","0"
"512547","0","0","0"
"512772","0","0","0"
"512957","0","0","0"
"512981","0","0","0"
"512995","1","1","1"
"513124","0","0","0"
"513142","0","0","0"
"513517","2","2","2"
"513529","0","0","0"
"513636","0","0","0"
"513650","0","0","0"
"513827","1","1","1"
"514144","0","0","0"
"514249","0","0","0"
"514365","2","2","2"
"514960","0","0","0"
"515064","0","0","0"
"515353","0","0","0"
"515550","0","0","0"
"515564","0","0","0"
"515709","0","0","0"
"515789","0","0","0"
"515805","0","0","0"
"515900","2","2","2"
"515972","0","0","0"
"516010","0","0","0"
"516659","0","0","0"
"516882","0","0","0"
"516978","2","2","2"
"517133","0","0","0"
"517165","0","0","0"
"517531","0","0","0"
"517591","2","2","2"
"517667","0","0","0"
"517908","0","0","0"
"518115","0","0","0"
"518133","0","0","0"
"518187","0","0","0"
"518344","0","0","0"
"518437","1","1","1"
"518636","0","0","0"
"518698","0","0","0"
"518996","1","1","1"
"519171","0","0","0"
"519443","1","1","1"
"519453","0","0","0"
"519471","0","0","0"
"519650","1","1","1"
"519652","0","0","0"
"520020","0","0","0"
"520119","0","0","0"
"520135","0","0","0"
"520324","0","0","0"
"520603","0","0","0"
"520615","0","0","0"
"520643","0","0","0"
"520724","1","1","1"
"520794","2","2","2"
"520983","1","1","1"
"521005","0","0","0"
"521293","0","0","0"
"521649","2","2","2"
"521749","0","0","0"
"521898","0","0","0"
"521926","4","4","4"
"521970","0","0","0"
"522034","0","0","0"
"522141","0","0","0"
"522207","0","0","0"
"522299","0","0","0"
"522398","0","0","0"
"522410","0","0","0"
"522631","0","0","0"
"522812","1","1","1"
"523222","0","0","0"
"523328","2","2","2"
"523411","1","1","1"
"524132","0","0","0"
"524140","0","0","0"
"524158","0","0","0"
"524180","0","0","0"
"524311","0","0","0"
"524313","0","0","0"
"524436","0","0","0"
"524672","0","0","0"
"524856","0","0","0"
"524972","0","0","0"
"525034","0","0","0"
"525067","0","0","0"
"525125","0","0","0"
"525183","0","0","0"
"525187","0","0","0"
"525262","0","0","0"
"525450","0","0","0"
"525518","0","0","0"
"525534","0","0","0"
"525683","0","0","0"
"525924","0","0","0"
"526095","2","2","2"
"526105","0","0","0"
"526210","0","0","0"
"526715","0","0","0"
"526890","0","0","0"
"527480","4","4","4"
"527809","0","0","0"
"527898","0","0","0"
"528099","0","0","0"
"528103","0","0","0"
"528416","0","0","0"
"528511","0","0","0"
"528579","0","0","0"
"528696","0","0","0"
"528930","0","0","0"
"529256","1","1","1"
"529316","0","0","0"
"529334","1","1","1"
"529622","0","0","0"
"529887","0","0","0"
"529889","0","0","0"
"530032","0","0","0"
"530676","0","0","0"
"530861","0","0","0"
"530879","0","0","0"
"530912","0","0","0"
"531048","0","0","0"
"531116","0","0","0"
"531183","0","0","0"
"531396","0","0","0"
"531952","0","0","0"
"531998","0","0","0"
"532095","0","0","0"
"532145","0","0","0"
"532319","0","0","0"
"532625","0","0","0"
"532639","0","0","0"
"532643","0","0","0"
"532709","0","0","0"
"532735","0","0","0"
"532886","0","0","0"
"532928","0","0","0"
"533235","0","0","0"
"533434","0","0","0"
"533802","0","0","0"
"533814","1","1","1"
"533868","0","0","0"
"533908","0","0","0"
"534037","0","0","0"
"534081","2","2","2"
"534477","0","0","0"
"534509","0","0","0"
"534643","2","2","2"
"534907","0","0","0"
"535102","4","4","4"
"535454","0","0","0"
"535572","2","2","2"
"535586","0","0","0"
"535644","4","4","4"
"535652","0","0","0"
"535739","0","0","0"
"536400","0","0","0"
"536558","0","0","0"
"536683","0","0","0"
"536711","0","0","0"
"537010","0","0","0"
"537045","1","1","1"
"537292","0","0","0"
"537358","0","0","0"
"537410","0","0","0"
"537448","0","0","0"
"537454","0","0","0"
"537834","0","0","0"
"537850","0","0","0"
"537970","0","0","0"
"538580","3","3","3"
"538906","1","1","1"
"538924","1","1","1"
"539091","0","0","0"
"539435","0","0","0"
"539565","0","0","0"
"539607","0","0","0"
"539752","2","2","2"
"540302","0","0","0"
"540324","0","0","0"
"540647","0","0","0"
"540787","0","0","0"
"541129","0","0","0"
"541537","2","2","2"
"541631","0","0","0"
"541822","0","0","0"
"541907","0","0","0"
"542132","0","0","0"
"542307","2","2","2"
"542339","4","4","4"
"542431","0","0","0"
"543101","0","0","0"
"543141","0","0","0"
"543390","0","0","0"
"543918","0","0","0"
"544150","0","0","0"
"544630","0","0","0"
"544857","0","0","0"
"545225","0","0","0"
"545272","0","0","0"
"545758","1","1","1"
"545803","1","1","1"
"545817","0","0","0"
"545821","0","0","0"
"545823","0","0","0"
"545957","2","2","2"
"546172","6","6","6"
"546174","0","0","0"
"546224","0","0","0"
"546232","0","0","0"
"546566","0","0","0"
"546851","0","0","0"
"547097","0","0","0"
"547119","1","1","1"
"547181","2","2","2"
"547203","0","0","0"
"547231","0","0","0"
"547384","0","0","0"
"547527","0","0","0"
"547693","0","0","0"
"547842","0","0","0"
"548113","3","3","3"
"548991","0","0","0"
"549017","0","0","0"
"549305","1","1","1"
"549321","0","0","0"
"549594","0","0","0"
"549714","0","0","0"
"549738","0","0","0"
"550013","0","0","0"
"550041","0","0","0"
"550214","0","0","0"
"550449","0","0","0"
"550613","0","0","0"
"550881","0","0","0"
"550889","0","0","0"
"551044","0","0","0"
"551138","0","0","0"
"551420","0","0","0"
"551466","0","0","0"
"551518","4","4","4"
"551582","0","0","0"
"551677","1","1","1"
"551831","0","0","0"
"551845","0","0","0"
"551946","0","0","0"
"552038","0","0","0"
"552101","1","1","1"
"552175","0","0","0"
"552259","0","0","0"
"552444","0","0","0"
"552558","0","0","0"
"552817","0","0","0"
"552960","0","0","0"
"553061","0","0","0"
"553181","0","0","0"
"553217","0","0","0"
"553282","0","0","0"
"553523","1","1","1"
"553535","1","1","1"
"553541","0","0","0"
"553563","4","4","4"
"553695","0","0","0"
"553757","0","0","0"
"553775","0","0","0"
"553824","0","0","0"
"554061","0","0","0"
"554147","0","0","0"
"554708","0","0","0"
"554782","1","1","1"
"554790","0","0","0"
"554851","0","0","0"
"555102","0","0","0"
"555162","0","0","0"
"555215","0","0","0"
"555394","0","0","0"
"555573","0","0","0"
"556049","0","0","0"
"556166","0","0","0"
"556286","0","0","0"
"556451","0","0","0"
"556467","0","0","0"
"556493","1","1","1"
"556521","4","4","4"
"556569","0","0","0"
"556644","1","1","1"
"556790","1","1","1"
"557018","0","0","0"
"557126","0","0","0"
"557261","0","0","0"
"557355","0","0","0"
"557655","1","1","1"
"558018","0","0","0"
"558165","0","0","0"
"558171","0","0","0"
"558267","2","2","2"
"558366","1","1","1"
"558715","0","0","0"
"558938","2","2","2"
"558990","0","0","0"
"559338","2","2","2"
"559404","0","0","0"
"559640","1","1","1"
"559778","0","0","0"
"559869","0","0","0"
"559911","0","0","0"
"559954","1","1","1"
"560048","2","2","2"
"560132","0","0","0"
"560217","0","0","0"
"560340","0","0","0"
"560569","0","0","0"
"560883","0","0","0"
"560975","0","0","0"
"560993","0","0","0"
"561102","0","0","0"
"561537","1","1","1"
"561733","0","0","0"
"562185","2","2","2"
"562229","0","0","0"
"562347","0","0","0"
"563104","0","0","0"
"563403","0","0","0"
"563478","0","0","0"
"563518","4","4","4"
"563705","0","0","0"
"564181","0","0","0"
"564262","0","0","0"
"564326","0","0","0"
"564390","0","0","0"
"564533","0","0","0"
"564714","0","0","0"
"564784","0","0","0"
"564938","0","0","0"
"565357","2","2","2"
"565405","0","0","0"
"565415","0","0","0"
"565522","0","0","0"
"565634","0","0","0"
"565947","1","1","1"
"566214","0","0","0"
"566499","0","0","0"
"566521","0","0","0"
"566664","0","0","0"
"566853","4","4","4"
"566865","0","0","0"
"567186","0","0","0"
"567227","0","0","0"
"567243","0","0","0"
"567257","0","0","0"
"567269","0","0","0"
"567311","0","0","0"
"567655","2","2","2"
"567802","0","0","0"
"567818","1","1","1"
"567951","0","0","0"
"568049","0","0","0"
"568220","0","0","0"
"568287","0","0","0"
"568688","0","0","0"
"568708","2","2","2"
"569466","1","1","1"
"569522","0","0","0"
"569605","0","0","0"
"569729","0","0","0"
"569777","0","0","0"
"569832","0","0","0"
"570041","0","0","0"
"570059","1","1","1"
"570502","0","0","0"
"570691","4","4","4"
"570717","0","0","0"
"570823","0","0","0"
"571153","0","0","0"
"571561","0","0","0"
"571613","1","1","1"
"571802","0","0","0"
"572080","0","0","0"
"572231","0","0","0"
"572237","2","2","2"
"572315","0","0","0"
"572667","0","0","0"
"573211","1","1","1"
"573231","0","0","0"
"573335","0","0","0"
"573366","0","0","0"
"573420","0","0","0"
"573597","0","0","0"
"573963","1","1","1"
"574138","0","0","0"
"574234","2","2","2"
"574632","0","0","0"
"574775","0","0","0"
"574971","0","0","0"
"575154","3","3","3"
"575184","2","2","2"
"575198","0","0","0"
"575289","0","0","0"
"575405","0","0","0"
"575457","2","2","2"
"575507","0","0","0"
"575690","6","6","6"
"575944","1","1","1"
"576249","0","0","0"
"576263","0","0","0"
"576346","0","0","0"
"576527","0","0","0"
"576810","0","0","0"
"576824","2","2","2"
"577063","0","0","0"
"577131","0","0","0"
"577271","0","0","0"
"577372","2","2","2"
"577458","0","0","0"
"577516","0","0","0"
"577538","0","0","0"
"577613","0","0","0"
"577806","0","0","0"
"578023","1","1","1"
"578282","0","0","0"
"578364","0","0","0"
"578426","0","0","0"
"578456","0","0","0"
"578547","0","0","0"
"578549","0","0","0"
"578620","0","0","0"
"578817","0","0","0"
"578954","0","0","0"
"579104","0","0","0"
"579189","1","1","1"
"579307","0","0","0"
"579416","1","1","1"
"579432","0","0","0"
"579524","0","0","0"
"579739","0","0","0"
"579767","2","2","2"
"580271","0","0","0"
"580372","0","0","0"
"580416","0","0","0"
"580587","0","0","0"
"580633","0","0","0"
"580852","0","0","0"
"581017","2","2","2"
"581197","0","0","0"
"581354","0","0","0"
"581549","0","0","0"
"581879","0","0","0"
"581895","0","0","0"
"582074","0","0","0"
"582287","0","0","0"
"582409","2","2","2"
"582471","0","0","0"
"582512","0","0","0"
"582682","2","2","2"
"582744","0","0","0"
"583078","1","1","1"
"583220","0","0","0"
"583291","1","1","1"
