"Step","kind-music-2 - mean_reward","kind-music-2 - mean_reward__MIN","kind-music-2 - mean_reward__MAX"
"360190","33.3","33.3","33.3"
"360467","35.5","35.5","35.5"
"360684","33.3","33.3","33.3"
"360985","33.1","33.1","33.1"
"361124","32.2","32.2","32.2"
"361339","34.2","34.2","34.2"
"361488","30.4","30.4","30.4"
"361833","34.3","34.3","34.3"
"362100","35.1","35.1","35.1"
"362285","32.5","32.5","32.5"
"362408","30.4","30.4","30.4"
"362613","31.9","31.9","31.9"
"362828","31.1","31.1","31.1"
"362945","24.5","24.5","24.5"
"363106","25.5","25.5","25.5"
"363273","23.3","23.3","23.3"
"363528","23.7","23.7","23.7"
"363747","21","21","21"
"363854","18.9","18.9","18.9"
"364005","18.2","18.2","18.2"
"364188","20.2","20.2","20.2"
"364485","20.1","20.1","20.1"
"364706","24.2","24.2","24.2"
"364863","24.7","24.7","24.7"
"364984","23.7","23.7","23.7"
"365127","23.3","23.3","23.3"
"365516","27.8","27.8","27.8"
"365615","25.7","25.7","25.7"
"365772","26.4","26.4","26.4"
"366023","28.7","28.7","28.7"
"366270","29.7","29.7","29.7"
"366613","27.9","27.9","27.9"
"366792","22.7","22.7","22.7"
"366995","24","24","24"
"367276","27.7","27.7","27.7"
"367557","28.5","28.5","28.5"
"367924","28.7","28.7","28.7"
"368129","31.5","31.5","31.5"
"368284","31.8","31.8","31.8"
"368405","29.2","29.2","29.2"
"368576","27.2","27.2","27.2"
"368821","26.7","26.7","26.7"
"369126","33.6","33.6","33.6"
"369393","33.8","33.8","33.8"
"369600","31.7","31.7","31.7"
"369833","36.1","36.1","36.1"
"370054","33.9","33.9","33.9"
"370243","33.5","33.5","33.5"
"370414","33.9","33.9","33.9"
"370659","40.4","40.4","40.4"
"370796","39.5","39.5","39.5"
"371073","39","39","39"
"371172","31.8","31.8","31.8"
"371379","33.4","33.4","33.4"
"371608","33.1","33.1","33.1"
"371829","32.2","32.2","32.2"
"371954","28.3","28.3","28.3"
"372165","30.4","30.4","30.4"
"372376","30.2","30.2","30.2"
"372515","24.3","24.3","24.3"
"372658","24.8","24.8","24.8"
"372901","23.5","23.5","23.5"
"373122","27.2","27.2","27.2"
"373249","24","24","24"
"373534","28.9","28.9","28.9"
"373761","29.4","29.4","29.4"
"374038","33.9","33.9","33.9"
"374209","31.3","31.3","31.3"
"374442","32.9","32.9","32.9"
"374709","35.9","35.9","35.9"
"374956","41.3","41.3","41.3"
"375115","41.2","41.2","41.2"
"375306","40","40","40"
"375587","45.2","45.2","45.2"
"375838","42.5","42.5","42.5"
"376055","39.5","39.5","39.5"
"376186","35.3","35.3","35.3"
"376423","35.9","35.9","35.9"
"376696","37.5","37.5","37.5"
"376969","42.9","42.9","42.9"
"377246","41.2","41.2","41.2"
"377493","41.9","41.9","41.9"
"377768","46.5","46.5","46.5"
"377989","45.7","45.7","45.7"
"378100","42.2","42.2","42.2"
"378367","45","45","45"
"378612","49.8","49.8","49.8"
"378909","54.6","54.6","54.6"
"379160","54.2","54.2","54.2"
"379419","48.4","48.4","48.4"
"379622","47.1","47.1","47.1"
"379801","45.1","45.1","45.1"
"380010","40.1","40.1","40.1"
"380275","37.8","37.8","37.8"
"380482","39.4","39.4","39.4"
"380685","35.8","35.8","35.8"
"380892","33.3","33.3","33.3"
"381165","33","33","33"
"381394","32.6","32.6","32.6"
"381557","30.3","30.3","30.3"
"381652","27","27","27"
"381885","28.5","28.5","28.5"
"382094","31.4","31.4","31.4"
"382329","31.5","31.5","31.5"
"382582","35.9","35.9","35.9"
"382797","36.8","36.8","36.8"
"383062","43.8","43.8","43.8"
"383329","38.1","38.1","38.1"
"383484","34.9","34.9","34.9"
"383673","35.4","35.4","35.4"
"383918","40.3","40.3","40.3"
"384063","39.2","39.2","39.2"
"384226","34.6","34.6","34.6"
"384359","32.3","32.3","32.3"
"384574","29.5","29.5","29.5"
"384877","30.3","30.3","30.3"
"385086","25.3","25.3","25.3"
"385253","24.9","24.9","24.9"
"385510","31.5","31.5","31.5"
"385651","30.4","30.4","30.4"
"385822","26.9","26.9","26.9"
"386055","29.3","29.3","29.3"
"386266","31.2","31.2","31.2"
"386643","37.2","37.2","37.2"
"386886","40","40","40"
"387091","41.3","41.3","41.3"
"387258","37.9","37.9","37.9"
"387529","40.9","40.9","40.9"
"387690","33.7","33.7","33.7"
"387939","36.5","36.5","36.5"
"388112","37.3","37.3","37.3"
"388269","35.1","35.1","35.1"
"388566","39.6","39.6","39.6"
"388837","35","35","35"
"389068","30.8","30.8","30.8"
"389303","31.1","31.1","31.1"
"389514","31.8","31.8","31.8"
"389819","34.6","34.6","34.6"
"390022","36.3","36.3","36.3"
"390233","34.8","34.8","34.8"
"390482","40.5","40.5","40.5"
"390771","43.5","43.5","43.5"
"390980","40.5","40.5","40.5"
"391265","45.9","45.9","45.9"
"391464","46.1","46.1","46.1"
"391667","42.6","42.6","42.6"
"391966","51.7","51.7","51.7"
"392153","47","47","47"
"392404","51.1","51.1","51.1"
"392665","54.1","54.1","54.1"
"392860","48.4","48.4","48.4"
"393105","46.5","46.5","46.5"
"393332","45.3","45.3","45.3"
"393523","39.8","39.8","39.8"
"393696","39.9","39.9","39.9"
"393839","39","39","39"
"394126","35.9","35.9","35.9"
"394233","34.1","34.1","34.1"
"394418","30.7","30.7","30.7"
"394555","26.4","26.4","26.4"
"394780","26.6","26.6","26.6"
"395025","31.6","31.6","31.6"
"395276","31.6","31.6","31.6"
"395447","31.2","31.2","31.2"
"395670","33.3","33.3","33.3"
"395889","34.2","34.2","34.2"
"396122","28.5","28.5","28.5"
"396309","29.6","29.6","29.6"
"396496","29","29","29"
"396817","32.3","32.3","32.3"
"396978","31.1","31.1","31.1"
"397221","28.8","28.8","28.8"
"397420","27.7","27.7","27.7"
"397551","26.9","26.9","26.9"
"397656","22.7","22.7","22.7"
"397905","26.5","26.5","26.5"
"398170","28.4","28.4","28.4"
"398373","30.7","30.7","30.7"
"398552","30.2","30.2","30.2"
"398707","27.4","27.4","27.4"
"398892","27.9","27.9","27.9"
"399153","26.8","26.8","26.8"
"399436","32.6","32.6","32.6"
"399735","36.2","36.2","36.2"
"399966","42","42","42"
"400191","41.6","41.6","41.6"
"400410","38.5","38.5","38.5"
"400667","42.3","42.3","42.3"
"400778","41.3","41.3","41.3"
"400983","43.1","43.1","43.1"
"401236","50.1","50.1","50.1"
"401393","47.5","47.5","47.5"
"401606","44.9","44.9","44.9"
"401907","45.8","45.8","45.8"
"402158","41.2","41.2","41.2"
"402309","37.3","37.3","37.3"
"402450","36.2","36.2","36.2"
"402789","33.6","33.6","33.6"
"402962","35.2","35.2","35.2"
"403283","39.3","39.3","39.3"
"403502","34.5","34.5","34.5"
"403811","38.3","38.3","38.3"
"403994","35.8","35.8","35.8"
"404211","35.8","35.8","35.8"
"404470","38","38","38"
"404701","42.3","42.3","42.3"
"404960","48.3","48.3","48.3"
"405219","48.6","48.6","48.6"
"405510","51.5","51.5","51.5"
"405791","51.3","51.3","51.3"
"406026","50.6","50.6","50.6"
"406341","50.8","50.8","50.8"
"406620","51.3","51.3","51.3"
"406953","50","50","50"
"407340","51.9","51.9","51.9"
"407643","51.6","51.6","51.6"
"407878","50.7","50.7","50.7"
"408013","46","46","46"
"408282","44.5","44.5","44.5"
"408493","41.1","41.1","41.1"
"408848","44.7","44.7","44.7"
"409115","48.1","48.1","48.1"
"409438","49.2","49.2","49.2"
"409561","45.9","45.9","45.9"
"409850","43.2","43.2","43.2"
"410087","43.5","43.5","43.5"
"410324","43.3","43.3","43.3"
"410571","44.6","44.6","44.6"
"410846","43.6","43.6","43.6"
"411181","46","46","46"
"411458","45.5","45.5","45.5"
"411707","40.8","40.8","40.8"
"411898","38.3","38.3","38.3"
"412117","39.5","39.5","39.5"
"412462","40.5","40.5","40.5"
"412729","36.4","36.4","36.4"
"413134","37.9","37.9","37.9"
"413361","41.6","41.6","41.6"
"413652","47.3","47.3","47.3"
"413897","46.4","46.4","46.4"
"414230","43.5","43.5","43.5"
"414477","42.5","42.5","42.5"
"414800","45","45","45"
"415075","45.3","45.3","45.3"
"415364","47.3","47.3","47.3"
"415469","45.9","45.9","45.9"
"415766","45.9","45.9","45.9"
"416039","43.6","43.6","43.6"
"416290","37.6","37.6","37.6"
"416445","33.6","33.6","33.6"
"416668","32.3","32.3","32.3"
"417043","37.2","37.2","37.2"
"417308","39","39","39"
"417553","41.9","41.9","41.9"
"417824","43.4","43.4","43.4"
"418135","49.5","49.5","49.5"
"418424","44.5","44.5","44.5"
"418599","42.9","42.9","42.9"
"418848","45.2","45.2","45.2"
"419029","45.9","45.9","45.9"
"419266","49.6","49.6","49.6"
"419507","44.8","44.8","44.8"
"419736","40.8","40.8","40.8"
"419891","36.6","36.6","36.6"
"420008","29.8","29.8","29.8"
"420199","24.9","24.9","24.9"
"420360","24.3","24.3","24.3"
"420621","28.9","28.9","28.9"
"420772","26","26","26"
"420931","25.8","25.8","25.8"
"421224","22.5","22.5","22.5"
"421521","28.2","28.2","28.2"
"421698","27.7","27.7","27.7"
"421913","30.7","30.7","30.7"
"422160","33","33","33"
"422297","32.5","32.5","32.5"
"422562","36.8","36.8","36.8"
"422843","37.3","37.3","37.3"
"423026","39","39","39"
"423363","40.5","40.5","40.5"
"423550","38.4","38.4","38.4"
"423703","31.3","31.3","31.3"
"423940","35","35","35"
"424105","32.7","32.7","32.7"
"424396","35.8","35.8","35.8"
"424793","41.1","41.1","41.1"
"424970","37.8","37.8","37.8"
"425221","33.8","33.8","33.8"
"425482","34.7","34.7","34.7"
"425955","38.6","38.6","38.6"
"426152","39.2","39.2","39.2"
"426447","39.9","39.9","39.9"
"426734","37.8","37.8","37.8"
"426935","37.2","37.2","37.2"
"427184","36.6","36.6","36.6"
"427481","33","33","33"
"427878","42.4","42.4","42.4"
"428141","40.7","40.7","40.7"
"428332","38.6","38.6","38.6"
"428487","31.9","31.9","31.9"
"428632","32.1","32.1","32.1"
"428879","33.8","33.8","33.8"
"429106","33.5","33.5","33.5"
"429463","42.5","42.5","42.5"
"429750","44.2","44.2","44.2"
"429909","42.8","42.8","42.8"
"430172","41.2","41.2","41.2"
"430459","47.7","47.7","47.7"
"430672","48.9","48.9","48.9"
"430865","50.1","50.1","50.1"
"431212","56.4","56.4","56.4"
"431453","58","58","58"
"431742","58.8","58.8","58.8"
"431957","54.1","54.1","54.1"
"432056","47","47","47"
"432331","50.2","50.2","50.2"
"432604","46.5","46.5","46.5"
"432853","41.7","41.7","41.7"
"433160","43.1","43.1","43.1"
"433387","42.1","42.1","42.1"
"433604","38","38","38"
"433785","36.9","36.9","36.9"
"434020","33.9","33.9","33.9"
"434169","29.3","29.3","29.3"
"434504","36.4","36.4","36.4"
"434927","37.3","37.3","37.3"
"435132","35.4","35.4","35.4"
"435277","34.2","34.2","34.2"
"435450","31.5","31.5","31.5"
"435717","35.4","35.4","35.4"
"435872","33.3","33.3","33.3"
"436197","31.1","31.1","31.1"
"436438","33.9","33.9","33.9"
"436665","35.8","35.8","35.8"
"437010","35","35","35"
"437245","33.7","33.7","33.7"
"437598","36.1","36.1","36.1"
"437835","38.8","38.8","38.8"
"438102","41.2","41.2","41.2"
"438463","42","42","42"
"438968","46.5","46.5","46.5"
"439349","53.9","53.9","53.9"
"439636","58.3","58.3","58.3"
"439879","60.8","60.8","60.8"
"440110","56.1","56.1","56.1"
"440385","56.7","56.7","56.7"
"440784","57.6","57.6","57.6"
"441019","56.6","56.6","56.6"
"441174","53","53","53"
"441627","56.5","56.5","56.5"
"441794","51.7","51.7","51.7"
"441915","42.8","42.8","42.8"
"442228","41.1","41.1","41.1"
"442499","40.3","40.3","40.3"
"442760","44.5","44.5","44.5"
"443275","50","50","50"
"443588","51.1","51.1","51.1"
"443767","49.2","49.2","49.2"
"444026","50.5","50.5","50.5"
"444255","44.5","44.5","44.5"
"444532","47.3","47.3","47.3"
"444753","52.5","52.5","52.5"
"444878","47.4","47.4","47.4"
"445167","48.9","48.9","48.9"
"445292","44","44","44"
"445667","41.9","41.9","41.9"
"445910","36.4","36.4","36.4"
"446055","36.3","36.3","36.3"
"446160","34.6","34.6","34.6"
"446537","39.4","39.4","39.4"
"446804","43.8","43.8","43.8"
"447077","44.8","44.8","44.8"
"447338","49.3","49.3","49.3"
"447479","44.4","44.4","44.4"
"447802","46.4","46.4","46.4"
"448029","40.6","40.6","40.6"
"448356","45.6","45.6","45.6"
"448569","47.3","47.3","47.3"
"448700","47.3","47.3","47.3"
"449065","47.5","47.5","47.5"
"449262","40.6","40.6","40.6"
"449403","34.8","34.8","34.8"
"449632","32.8","32.8","32.8"
"449867","38.8","38.8","38.8"
"449964","35.9","35.9","35.9"
"450219","35.1","35.1","35.1"
"450490","31.6","31.6","31.6"
"450733","32.3","32.3","32.3"
"451028","38.8","38.8","38.8"
"451283","36.7","36.7","36.7"
"451574","40","40","40"
"451867","47.1","47.1","47.1"
"452104","45.8","45.8","45.8"
"452303","41.4","41.4","41.4"
"452502","43.6","43.6","43.6"
"452735","46.6","46.6","46.6"
"452962","46.3","46.3","46.3"
"453253","47.9","47.9","47.9"
"453466","42.6","42.6","42.6"
"453719","40.4","40.4","40.4"
"453994","40.7","40.7","40.7"
"454265","39.8","39.8","39.8"
"454434","39.4","39.4","39.4"
"454689","39.4","39.4","39.4"
"454808","37.8","37.8","37.8"
"455077","40.1","40.1","40.1"
"455320","42.7","42.7","42.7"
"455603","45.9","45.9","45.9"
"455886","48.7","48.7","48.7"
"456019","46.1","46.1","46.1"
"456214","43.1","43.1","43.1"
"456507","42.1","42.1","42.1"
"456728","44","44","44"
"456915","43.1","43.1","43.1"
"457186","46.5","46.5","46.5"
"457369","41.6","41.6","41.6"
"457558","36.2","36.2","36.2"
"457663","28.1","28.1","28.1"
"457818","24.8","24.8","24.8"
"458057","28.9","28.9","28.9"
"458298","28.7","28.7","28.7"
"458533","28.2","28.2","28.2"
"458760","28.1","28.1","28.1"
"458889","26.7","26.7","26.7"
"459226","28.8","28.8","28.8"
"459461","35.1","35.1","35.1"
"459584","33.8","33.8","33.8"
"459761","34.3","34.3","34.3"
"460050","35.1","35.1","35.1"
"460331","37.6","37.6","37.6"
"460514","39.9","39.9","39.9"
"460711","36.6","36.6","36.6"
"460968","37.6","37.6","37.6"
"461241","43.9","43.9","43.9"
"461406","38.6","38.6","38.6"
"461613","33.6","33.6","33.6"
"461906","38.8","38.8","38.8"
"461993","38","38","38"
"462262","41","41","41"
"462405","34.4","34.4","34.4"
"462768","39.1","39.1","39.1"
"463121","44","44","44"
"463416","45.5","45.5","45.5"
"463669","45.1","45.1","45.1"
"464110","49.7","49.7","49.7"
"464575","58","58","58"
"464750","53.7","53.7","53.7"
"465131","60.6","60.6","60.6"
"465306","57.2","57.2","57.2"
"465541","59.2","59.2","59.2"
"465772","51.1","51.1","51.1"
"465885","44.4","44.4","44.4"
"466170","45.3","45.3","45.3"
"466429","45.8","45.8","45.8"
"466644","46.4","46.4","46.4"
"466915","38.3","38.3","38.3"
"467086","37.4","37.4","37.4"
"467409","34.9","34.9","34.9"
"467604","34.6","34.6","34.6"
"467861","36.5","36.5","36.5"
"468138","44.7","44.7","44.7"
"468529","47.5","47.5","47.5"
"468794","45.9","45.9","45.9"
"469067","41.7","41.7","41.7"
"469608","38.4","38.4","38.4"
"469915","38.9","38.9","38.9"
"470250","46.6","46.6","46.6"
"470517","48.7","48.7","48.7"
"470776","51.7","51.7","51.7"
"471039","53.3","53.3","53.3"
"471290","49.1","49.1","49.1"
"471471","47","47","47"
"471978","47","47","47"
"472143","46.6","46.6","46.6"
"472392","49.6","49.6","49.6"
"472729","47.2","47.2","47.2"
"472958","42.6","42.6","42.6"
"473241","42.2","42.2","42.2"
"473508","43.8","43.8","43.8"
"473745","41.7","41.7","41.7"
"474054","41.3","41.3","41.3"
"474195","41.2","41.2","41.2"
"474486","41.8","41.8","41.8"
"474665","42.3","42.3","42.3"
"474944","42.8","42.8","42.8"
"475175","43.5","43.5","43.5"
"475452","43.6","43.6","43.6"
"475783","45.7","45.7","45.7"
"476090","48.5","48.5","48.5"
"476311","51.1","51.1","51.1"
"476504","48.7","48.7","48.7"
"476887","56.2","56.2","56.2"
"477046","51.2","51.2","51.2"
"477417","59.3","59.3","59.3"
"477900","61.1","61.1","61.1"
"478171","66.6","66.6","66.6"
"478448","69.3","69.3","69.3"
"478731","69.1","69.1","69.1"
"479108","66.2","66.2","66.2"
"479449","61.5","61.5","61.5"
"479690","64.1","64.1","64.1"
"479905","57.7","57.7","57.7"
"480094","58.5","58.5","58.5"
"480397","56","56","56"
"480732","54.2","54.2","54.2"
"481183","51.2","51.2","51.2"
"481486","48.9","48.9","48.9"
"481807","43.1","43.1","43.1"
"481988","38.6","38.6","38.6"
"482311","47.6","47.6","47.6"
"482578","48.5","48.5","48.5"
"482835","52.3","52.3","52.3"
"483056","51.1","51.1","51.1"
"483481","49.2","49.2","49.2"
"483714","46.1","46.1","46.1"
"483957","43","43","43"
"484128","40.8","40.8","40.8"
"484523","42.8","42.8","42.8"
"484688","42.8","42.8","42.8"
"484981","38.8","38.8","38.8"
"485230","42","42","42"
"485501","39.9","39.9","39.9"
"485774","43.2","43.2","43.2"
"485941","38.2","38.2","38.2"
"486338","46.6","46.6","46.6"
"486749","50.4","50.4","50.4"
"487188","55.8","55.8","55.8"
"487415","54.8","54.8","54.8"
"487740","62.4","62.4","62.4"
"488097","59.9","59.9","59.9"
"488318","54.1","54.1","54.1"
"488643","53","53","53"
"488862","52.8","52.8","52.8"
"489167","61","61","61"
"489404","52.3","52.3","52.3"
"489665","52.6","52.6","52.6"
"489872","47.3","47.3","47.3"
"490037","45.9","45.9","45.9"
"490204","37.9","37.9","37.9"
"490407","37.2","37.2","37.2"
"490604","37","37","37"
"490825","40.6","40.6","40.6"
"490978","37.8","37.8","37.8"
"491255","34.3","34.3","34.3"
"491616","37.1","37.1","37.1"
"491867","32.6","32.6","32.6"
"492196","37.4","37.4","37.4"
"492473","40","40","40"
"492910","48.5","48.5","48.5"
"493139","50.2","50.2","50.2"
"493500","52","52","52"
"493649","46.7","46.7","46.7"
"493772","45.9","45.9","45.9"
"494145","44.4","44.4","44.4"
"494348","40.9","40.9","40.9"
"494649","45.3","45.3","45.3"
"494930","46.3","46.3","46.3"
"495223","43.2","43.2","43.2"
"495634","37.2","37.2","37.2"
"495865","34.5","34.5","34.5"
"496198","35.5","35.5","35.5"
"496649","41.3","41.3","41.3"
"496978","45.6","45.6","45.6"
"497123","41.6","41.6","41.6"
"497492","42.6","42.6","42.6"
"497887","46","46","46"
"498246","44.9","44.9","44.9"
"498485","46.7","46.7","46.7"
"498762","49.8","49.8","49.8"
"499139","52.6","52.6","52.6"
"499364","54","54","54"
"499607","50.9","50.9","50.9"
"499844","54","54","54"
"500181","58.8","58.8","58.8"
"500558","60.8","60.8","60.8"
"500801","54.6","54.6","54.6"
"501118","50.7","50.7","50.7"
"501425","49.8","49.8","49.8"
"501790","54.7","54.7","54.7"
"502199","50.6","50.6","50.6"
"502502","49.4","49.4","49.4"
"502883","51.6","51.6","51.6"
"503158","49.8","49.8","49.8"
"503537","53","53","53"
"503796","53.7","53.7","53.7"
"504083","54.2","54.2","54.2"
"504326","53.2","53.2","53.2"
"504669","55.7","55.7","55.7"
"504884","45.6","45.6","45.6"
"505143","48.3","48.3","48.3"
"505282","43.5","43.5","43.5"
"505517","44.1","44.1","44.1"
"505976","41.2","41.2","41.2"
"506251","35","35","35"
"506486","32.5","32.5","32.5"
"506639","29.6","29.6","29.6"
"506862","31.7","31.7","31.7"
"507285","29","29","29"
"507478","29.2","29.2","29.2"
"507847","29.1","29.1","29.1"
"508136","36.1","36.1","36.1"
"508393","32.9","32.9","32.9"
"508758","33.1","33.1","33.1"
"509073","35.4","35.4","35.4"
"509258","34.1","34.1","34.1"
"509437","35.8","35.8","35.8"
"509760","35","35","35"
"510003","39.9","39.9","39.9"
"510222","42.2","42.2","42.2"
"510479","42","42","42"
"510728","39.4","39.4","39.4"
"510849","36.6","36.6","36.6"
"511174","35.3","35.3","35.3"
"511507","35.5","35.5","35.5"
"511788","38.8","38.8","38.8"
"512015","42.1","42.1","42.1"
"512234","46.3","46.3","46.3"
"512499","41.3","41.3","41.3"
"512676","38.7","38.7","38.7"
"512927","40.1","40.1","40.1"
"513304","43.9","43.9","43.9"
"513503","46.3","46.3","46.3"
"513800","51.1","51.1","51.1"
"513921","47.1","47.1","47.1"
"514110","45.9","45.9","45.9"
"514335","49.3","49.3","49.3"
"514540","44.4","44.4","44.4"
"514705","44.2","44.2","44.2"
"514828","43.6","43.6","43.6"
"514995","38.7","38.7","38.7"
"515264","36.1","36.1","36.1"
"515395","34","34","34"
"515596","29.4","29.4","29.4"
"515905","35.9","35.9","35.9"
"516084","33","33","33"
"516465","31.9","31.9","31.9"
"516718","35.6","35.6","35.6"
"517025","37.4","37.4","37.4"
"517484","39.8","39.8","39.8"
"517793","47.9","47.9","47.9"
"518110","49.9","49.9","49.9"
"518433","55.6","55.6","55.6"
"518762","57.9","57.9","57.9"
"519225","61.2","61.2","61.2"
"519458","62","62","62"
"519787","62.1","62.1","62.1"
"520028","61.6","61.6","61.6"
"520149","58.7","58.7","58.7"
"520434","61.8","61.8","61.8"
"520653","58.9","58.9","58.9"
"520824","51.2","51.2","51.2"
"521033","46.7","46.7","46.7"
"521350","50.8","50.8","50.8"
"521597","45.4","45.4","45.4"
"521962","45.2","45.2","45.2"
"522251","45.4","45.4","45.4"
"522510","46.2","46.2","46.2"
"522807","52.1","52.1","52.1"
"523006","48.8","48.8","48.8"
"523293","50.7","50.7","50.7"
"523418","50.8","50.8","50.8"
"523675","53.4","53.4","53.4"
"523896","50.2","50.2","50.2"
"524175","53.6","53.6","53.6"
"524384","57.9","57.9","57.9"
"524609","55.9","55.9","55.9"
"524798","54.7","54.7","54.7"
"525029","53","53","53"
"525316","56.2","56.2","56.2"
"525509","53.6","53.6","53.6"
"525726","59.1","59.1","59.1"
"526119","60.7","60.7","60.7"
"526532","60.7","60.7","60.7"
"526707","53.1","53.1","53.1"
"526880","48.1","48.1","48.1"
"527185","45.7","45.7","45.7"
"527402","41.7","41.7","41.7"
"527549","38.2","38.2","38.2"
"527768","34.2","34.2","34.2"
"528055","32.5","32.5","32.5"
"528286","29.6","29.6","29.6"
"528603","26.5","26.5","26.5"
"528834","26.7","26.7","26.7"
"529073","29.3","29.3","29.3"
"529318","31.4","31.4","31.4"
"529559","30","30","30"
"529868","32","32","32"
"530317","36.4","36.4","36.4"
"530674","43.6","43.6","43.6"
"531061","47.6","47.6","47.6"
"531290","44.7","44.7","44.7"
"531469","41.5","41.5","41.5"
"531734","42.7","42.7","42.7"
"531903","40.3","40.3","40.3"
"532110","43.3","43.3","43.3"
"532329","47.8","47.8","47.8"
"532598","51.5","51.5","51.5"
"532953","50.9","50.9","50.9"
"533282","48.6","48.6","48.6"
"533659","49.6","49.6","49.6"
"534034","57.2","57.2","57.2"
"534243","61.9","61.9","61.9"
"534880","59.4","59.4","59.4"
"535165","61.8","61.8","61.8"
"535378","61.3","61.3","61.3"
"535527","55","55","55"
"535948","50.3","50.3","50.3"
"536211","52.9","52.9","52.9"
"536470","52.7","52.7","52.7"
"536779","53.1","53.1","53.1"
"537136","47.6","47.6","47.6"
"537305","44.1","44.1","44.1"
"537638","46.6","46.6","46.6"
"537851","45.8","45.8","45.8"
"538192","46.4","46.4","46.4"
"538429","50.2","50.2","50.2"
"538674","54.1","54.1","54.1"
"538947","51.5","51.5","51.5"
"539072","45.8","45.8","45.8"
"539213","38.7","38.7","38.7"
"539550","38.5","38.5","38.5"
"539767","39.9","39.9","39.9"
"539906","34.6","34.6","34.6"
"540239","38.9","38.9","38.9"
"540488","38","38","38"
"540735","40.3","40.3","40.3"
"540986","35.6","35.6","35.6"
"541099","31.1","31.1","31.1"
"541682","36.7","36.7","36.7"
"541979","38.7","38.7","38.7"
"542206","37.7","37.7","37.7"
"542435","38.1","38.1","38.1"
"542800","44.8","44.8","44.8"
"543177","45.4","45.4","45.4"
"543330","40.9","40.9","40.9"
"543533","34.8","34.8","34.8"
"543750","38.5","38.5","38.5"
"543941","38.3","38.3","38.3"
"544234","36.3","36.3","36.3"
"544363","33.4","33.4","33.4"
"544646","38.2","38.2","38.2"
"544969","44.3","44.3","44.3"
"545228","40.2","40.2","40.2"
"545479","40.7","40.7","40.7"
"545700","40.8","40.8","40.8"
"546119","46.1","46.1","46.1"
"546382","43.3","43.3","43.3"
"546653","49.9","49.9","49.9"
"547024","54.3","54.3","54.3"
"547285","57.7","57.7","57.7"
"547592","54.3","54.3","54.3"
"547857","52","52","52"
"548034","49.9","49.9","49.9"
"548829","47.2","47.2","47.2"
"549034","48.1","48.1","48.1"
"549449","50.6","50.6","50.6"
"549826","54.1","54.1","54.1"
"550157","54.5","54.5","54.5"
"550426","52.5","52.5","52.5"
"550973","51.5","51.5","51.5"
"551186","53.8","53.8","53.8"
"551365","49.6","49.6","49.6"
"551676","55","55","55"
"551991","51.1","51.1","51.1"
"552164","50.4","50.4","50.4"
"552529","45.4","45.4","45.4"
"552910","48.2","48.2","48.2"
"553291","45.8","45.8","45.8"
"553516","39.3","39.3","39.3"
"553859","41.8","41.8","41.8"
"554254","42.3","42.3","42.3"
"554529","44.7","44.7","44.7"
"554854","44.9","44.9","44.9"
"555053","47","47","47"
"555350","52.4","52.4","52.4"
"555665","54.9","54.9","54.9"
"556024","52.3","52.3","52.3"
"556143","47.9","47.9","47.9"
"556460","53.2","53.2","53.2"
"556563","47.7","47.7","47.7"
"556992","47.1","47.1","47.1"
"557419","47.9","47.9","47.9"
"557808","47","47","47"
"557905","43.6","43.6","43.6"
"558118","43.6","43.6","43.6"
"558759","41.4","41.4","41.4"
"558970","41.1","41.1","41.1"
"559187","41.8","41.8","41.8"
"559316","37","37","37"
"559441","37.5","37.5","37.5"
"559658","39.1","39.1","39.1"
"559925","38.6","38.6","38.6"
"560126","38.2","38.2","38.2"
"560421","46.9","46.9","46.9"
"560664","45.9","45.9","45.9"
"560893","46.4","46.4","46.4"
"561276","46.6","46.6","46.6"
"561567","51.4","51.4","51.4"
"561948","54","54","54"
"562401","55.9","55.9","55.9"
"562584","50.7","50.7","50.7"
"562803","48.5","48.5","48.5"
"562916","43.3","43.3","43.3"
"563197","39.2","39.2","39.2"
"563320","34.3","34.3","34.3"
"563627","38.7","38.7","38.7"
"563898","39.6","39.6","39.6"
"564041","34.8","34.8","34.8"
"564216","33.7","33.7","33.7"
"564417","34.6","34.6","34.6"
"564828","42.4","42.4","42.4"
"565199","46.3","46.3","46.3"
"565304","45.7","45.7","45.7"
"565541","46","46","46"
"565864","51.6","51.6","51.6"
"566273","47.4","47.4","47.4"
"566504","47.6","47.6","47.6"
"567099","53.7","53.7","53.7"
"567348","60.1","60.1","60.1"
"567741","66.3","66.3","66.3"
"567936","58","58","58"
"568245","57.8","57.8","57.8"
"568600","58.9","58.9","58.9"
"568845","55.3","55.3","55.3"
"569182","57.4","57.4","57.4"
"569461","59.6","59.6","59.6"
"569700","54.5","54.5","54.5"
"570057","52.3","52.3","52.3"
"570344","51.1","51.1","51.1"
"570645","42.9","42.9","42.9"
"570926","48.9","48.9","48.9"
"571233","48.9","48.9","48.9"
"571364","48.4","48.4","48.4"
"571677","52.8","52.8","52.8"
"572006","52.1","52.1","52.1"
"572197","47.3","47.3","47.3"
"572448","54","54","54"
"572627","49.4","49.4","49.4"
"572826","43.2","43.2","43.2"
"572945","42.1","42.1","42.1"
"573188","42.4","42.4","42.4"
"573485","39.5","39.5","39.5"
"573820","47.4","47.4","47.4"
"574131","47.5","47.5","47.5"
"574542","45.5","45.5","45.5"
"574817","46.2","46.2","46.2"
