"Step","kind-music-2 - mean_reward","kind-music-2 - mean_reward__MIN","kind-music-2 - mean_reward__MAX"
"90101","6.3","6.3","6.3"
"90190","5.6","5.6","5.6"
"90281","5.5","5.5","5.5"
"90376","5.6","5.6","5.6"
"90493","4.2","4.2","4.2"
"90590","3.8","3.8","3.8"
"90729","4.5","4.5","4.5"
"90846","4.2","4.2","4.2"
"90949","3.6","3.6","3.6"
"91080","3.5","3.5","3.5"
"91203","3.8","3.8","3.8"
"91300","4","4","4"
"91413","4.3","4.3","4.3"
"91512","4.4","4.4","4.4"
"91689","6.1","6.1","6.1"
"91800","6.7","6.7","6.7"
"91895","6","6","6"
"92022","5.4","5.4","5.4"
"92135","5.8","5.8","5.8"
"92360","8.8","8.8","8.8"
"92449","8.4","8.4","8.4"
"92542","8.5","8.5","8.5"
"92647","8.8","8.8","8.8"
"92810","10.4","10.4","10.4"
"92973","9","9","9"
"93058","8.3","8.3","8.3"
"93181","8.9","8.9","8.9"
"93294","9.4","9.4","9.4"
"93417","9.6","9.6","9.6"
"93552","7.2","7.2","7.2"
"93679","7.6","7.6","7.6"
"93838","8.6","8.6","8.6"
"93951","8","8","8"
"94048","6.5","6.5","6.5"
"94179","6.5","6.5","6.5"
"94294","6.8","6.8","6.8"
"94405","6.1","6.1","6.1"
"94542","6","6","6"
"94723","8.3","8.3","8.3"
"94838","7.4","7.4","7.4"
"94947","7.2","7.2","7.2"
"95104","7.3","7.3","7.3"
"95219","7.8","7.8","7.8"
"95314","7.7","7.7","7.7"
"95505","8.3","8.3","8.3"
"95612","8.6","8.6","8.6"
"95713","8.5","8.5","8.5"
"95822","8.7","8.7","8.7"
"95913","5.8","5.8","5.8"
"96042","7.1","7.1","7.1"
"96145","6.8","6.8","6.8"
"96282","6.2","6.2","6.2"
"96439","7.2","7.2","7.2"
"96518","6.8","6.8","6.8"
"96651","5.7","5.7","5.7"
"96742","5.3","5.3","5.3"
"96855","5.8","5.8","5.8"
"96964","5.3","5.3","5.3"
"97061","5.1","5.1","5.1"
"97198","4","4","4"
"97317","4.6","4.6","4.6"
"97434","4.5","4.5","4.5"
"97595","4.8","4.8","4.8"
"97748","5.9","5.9","5.9"
"97857","6.1","6.1","6.1"
"98016","7.4","7.4","7.4"
"98113","7.2","7.2","7.2"
"98260","8.2","8.2","8.2"
"98387","9.4","9.4","9.4"
"98530","10","10","10"
"98725","12.1","12.1","12.1"
"98844","12","12","12"
"98951","10.4","10.4","10.4"
"99084","10.3","10.3","10.3"
"99213","10.7","10.7","10.7"
"99300","9.3","9.3","9.3"
"99397","9.4","9.4","9.4"
"99498","8.4","8.4","8.4"
"99601","7.5","7.5","7.5"
"99824","8","8","8"
"99951","5.7","5.7","5.7"
"100052","5.3","5.3","5.3"
"100199","5.3","5.3","5.3"
"100300","4.7","4.7","4.7"
"100399","4.2","4.2","4.2"
"100498","4.4","4.4","4.4"
"100601","4.3","4.3","4.3"
"100800","6.7","6.7","6.7"
"100915","7.1","7.1","7.1"
"101050","6.6","6.6","6.6"
"101181","7","7","7"
"101296","7.7","7.7","7.7"
"101487","8.4","8.4","8.4"
"101602","8.3","8.3","8.3"
"101753","8.9","8.9","8.9"
"101888","9.4","9.4","9.4"
"102017","9.9","9.9","9.9"
"102158","8.5","8.5","8.5"
"102327","8.9","8.9","8.9"
"102452","8.9","8.9","8.9"
"102615","9.4","9.4","9.4"
"102776","9.9","9.9","9.9"
"102981","11.3","11.3","11.3"
"103078","11.4","11.4","11.4"
"103191","11.1","11.1","11.1"
"103288","10.5","10.5","10.5"
"103409","10.2","10.2","10.2"
"103522","9.6","9.6","9.6"
"103675","9","9","9"
"103772","8.4","8.4","8.4"
"103951","9","9","9"
"104056","7.8","7.8","7.8"
"104135","5.4","5.4","5.4"
"104254","5.7","5.7","5.7"
"104371","5.9","5.9","5.9"
"104528","6.9","6.9","6.9"
"104645","7","7","7"
"104784","7.5","7.5","7.5"
"104883","7.4","7.4","7.4"
"104972","7.2","7.2","7.2"
"105083","5.6","5.6","5.6"
"105188","5.7","5.7","5.7"
"105327","6.4","6.4","6.4"
"105434","6","6","6"
"105561","5.8","5.8","5.8"
"105724","6.3","6.3","6.3"
"105847","6.1","6.1","6.1"
"105960","5.2","5.2","5.2"
"106083","5.7","5.7","5.7"
"106206","6.2","6.2","6.2"
"106337","6.8","6.8","6.8"
"106432","6.8","6.8","6.8"
"106591","6.9","6.9","6.9"
"106696","6.8","6.8","6.8"
"106781","6.2","6.2","6.2"
"106882","4.7","4.7","4.7"
"107033","5.3","5.3","5.3"
"107142","5.1","5.1","5.1"
"107243","4.5","4.5","4.5"
"107340","4","4","4"
"107425","3","3","3"
"107560","3.3","3.3","3.3"
"107689","3.2","3.2","3.2"
"107858","4.4","4.4","4.4"
"107949","4.5","4.5","4.5"
"108098","4.8","4.8","4.8"
"108217","4.4","4.4","4.4"
"108342","5.6","5.6","5.6"
"108449","5.8","5.8","5.8"
"108556","6.2","6.2","6.2"
"108659","6.5","6.5","6.5"
"108786","6.4","6.4","6.4"
"108887","5.7","5.7","5.7"
"109076","7.7","7.7","7.7"
"109187","8","8","8"
"109294","8.1","8.1","8.1"
"109423","8","8","8"
"109554","7.4","7.4","7.4"
"109669","7.5","7.5","7.5"
"109762","7.3","7.3","7.3"
"109893","8","8","8"
"110096","9.9","9.9","9.9"
"110221","10.8","10.8","10.8"
"110310","7.4","7.4","7.4"
"110435","7.4","7.4","7.4"
"110568","8.1","8.1","8.1"
"110667","7.7","7.7","7.7"
"110778","7.4","7.4","7.4"
"110917","7.9","7.9","7.9"
"111034","8.4","8.4","8.4"
"111151","7.6","7.6","7.6"
"111276","5.7","5.7","5.7"
"111467","7.1","7.1","7.1"
"111562","7.2","7.2","7.2"
"111687","7.8","7.8","7.8"
"111810","7.3","7.3","7.3"
"111915","7.6","7.6","7.6"
"112062","8.7","8.7","8.7"
"112231","9.3","9.3","9.3"
"112340","9.1","9.1","9.1"
"112461","9.7","9.7","9.7"
"112568","9.6","9.6","9.6"
"112695","8.2","8.2","8.2"
"112828","8.7","8.7","8.7"
"112977","8.6","8.6","8.6"
"113082","8.3","8.3","8.3"
"113195","8","8","8"
"113304","6.7","6.7","6.7"
"113431","5.4","5.4","5.4"
"113570","5.6","5.6","5.6"
"113723","5.9","5.9","5.9"
"113808","5.6","5.6","5.6"
"113989","7.1","7.1","7.1"
"114092","6.6","6.6","6.6"
"114253","6.8","6.8","6.8"
"114374","7.1","7.1","7.1"
"114467","7.1","7.1","7.1"
"114638","8.6","8.6","8.6"
"114781","9.4","9.4","9.4"
"114906","9.5","9.5","9.5"
"115061","9.8","9.8","9.8"
"115170","10.3","10.3","10.3"
"115331","8.4","8.4","8.4"
"115488","9.2","9.2","9.2"
"115585","8.3","8.3","8.3"
"115692","8","8","8"
"115795","8.1","8.1","8.1"
"115896","6.9","6.9","6.9"
"116041","6.1","6.1","6.1"
"116200","6.5","6.5","6.5"
"116321","5.7","5.7","5.7"
"116466","6.4","6.4","6.4"
"116567","6.3","6.3","6.3"
"116688","5.7","5.7","5.7"
"116817","6.5","6.5","6.5"
"116960","7.1","7.1","7.1"
"117063","7","7","7"
"117174","7.1","7.1","7.1"
"117269","6.7","6.7","6.7"
"117394","6.2","6.2","6.2"
"117515","5.6","5.6","5.6"
"117606","4.3","4.3","4.3"
"117709","4.1","4.1","4.1"
"117826","4.6","4.6","4.6"
"117921","3.8","3.8","3.8"
"118042","3.5","3.5","3.5"
"118205","4.4","4.4","4.4"
"118298","4.1","4.1","4.1"
"118403","4.4","4.4","4.4"
"118588","6.5","6.5","6.5"
"118693","7","7","7"
"118826","7.6","7.6","7.6"
"118979","8.5","8.5","8.5"
"119136","8.7","8.7","8.7"
"119233","8.9","8.9","8.9"
"119364","8.9","8.9","8.9"
"119459","7.9","7.9","7.9"
"119612","8.9","8.9","8.9"
"119715","9.1","9.1","9.1"
"119842","7.3","7.3","7.3"
"119957","7.1","7.1","7.1"
"120136","7.4","7.4","7.4"
"120261","6.9","6.9","6.9"
"120374","6.4","6.4","6.4"
"120495","7","7","7"
"120600","6.6","6.6","6.6"
"120695","6.7","6.7","6.7"
"120810","6.4","6.4","6.4"
"120901","6.2","6.2","6.2"
"121040","5.9","5.9","5.9"
"121129","5.8","5.8","5.8"
"121224","5.2","5.2","5.2"
"121387","6","6","6"
"121544","7.1","7.1","7.1"
"121641","6.3","6.3","6.3"
"121730","6.2","6.2","6.2"
"121839","6.5","6.5","6.5"
"121962","6.3","6.3","6.3"
"122145","8.3","8.3","8.3"
"122270","8.4","8.4","8.4"
"122463","9.8","9.8","9.8"
"122594","10.3","10.3","10.3"
"122725","9","9","9"
"122820","8","8","8"
"122933","8.2","8.2","8.2"
"123080","8.7","8.7","8.7"
"123197","8.8","8.8","8.8"
"123314","9","9","9"
"123417","7.2","7.2","7.2"
"123550","7","7","7"
"123653","5.8","5.8","5.8"
"123764","5.4","5.4","5.4"
"123883","5.9","5.9","5.9"
"124044","5.9","5.9","5.9"
"124183","6","6","6"
"124314","6.1","6.1","6.1"
"124531","10.3","10.3","10.3"
"124640","9.9","9.9","9.9"
"124793","10.3","10.3","10.3"
"124890","10.1","10.1","10.1"
"125013","10.1","10.1","10.1"
"125180","10.8","10.8","10.8"
"125311","11","11","11"
"125430","11","11","11"
"125523","10.5","10.5","10.5"
"125638","9.9","9.9","9.9"
"125771","5.6","5.6","5.6"
"125874","5.7","5.7","5.7"
"125989","5.6","5.6","5.6"
"126220","8.7","8.7","8.7"
"126331","8.7","8.7","8.7"
"126502","8.5","8.5","8.5"
"126593","7.9","7.9","7.9"
"126722","8.1","8.1","8.1"
"126829","8.5","8.5","8.5"
"126972","9.1","9.1","9.1"
"127093","9.6","9.6","9.6"
"127266","10.5","10.5","10.5"
"127409","10.6","10.6","10.6"
"127528","7.6","7.6","7.6"
"127613","7.4","7.4","7.4"
"127752","7.6","7.6","7.6"
"127917","8.5","8.5","8.5"
"128020","8.2","8.2","8.2"
"128135","8.3","8.3","8.3"
"128266","7.5","7.5","7.5"
"128375","7.3","7.3","7.3"
"128512","6.7","6.7","6.7"
"128707","7.4","7.4","7.4"
"128884","7.5","7.5","7.5"
"129083","9.2","9.2","9.2"
"129222","9.4","9.4","9.4"
"129359","9","9","9"
"129474","8.9","8.9","8.9"
"129669","12.3","12.3","12.3"
"129804","13.6","13.6","13.6"
"129925","13.1","13.1","13.1"
"130084","13.3","13.3","13.3"
"130199","12","12","12"
"130348","12.1","12.1","12.1"
"130471","10.9","10.9","10.9"
"130584","10.4","10.4","10.4"
"130691","10.4","10.4","10.4"
"130846","10.9","10.9","10.9"
"130983","8.1","8.1","8.1"
"131106","7.6","7.6","7.6"
"131217","8.1","8.1","8.1"
"131356","8.2","8.2","8.2"
"131505","8.9","8.9","8.9"
"131596","8.2","8.2","8.2"
"131697","8","8","8"
"131802","7.8","7.8","7.8"
"131961","8.6","8.6","8.6"
"132084","8.4","8.4","8.4"
"132347","10","10","10"
"132496","10.2","10.2","10.2"
"132593","9.7","9.7","9.7"
"132726","9.2","9.2","9.2"
"132857","8.7","8.7","8.7"
"132980","9.1","9.1","9.1"
"133093","9.2","9.2","9.2"
"133218","9.3","9.3","9.3"
"133361","8.7","8.7","8.7"
"133484","8.6","8.6","8.6"
"133585","6.2","6.2","6.2"
"133696","5.5","5.5","5.5"
"133865","6.5","6.5","6.5"
"134030","6.6","6.6","6.6"
"134185","7.2","7.2","7.2"
"134298","7.4","7.4","7.4"
"134479","8.9","8.9","8.9"
"134624","9.3","9.3","9.3"
"134845","10.7","10.7","10.7"
"134974","10.9","10.9","10.9"
"135067","10.7","10.7","10.7"
"135234","11.4","11.4","11.4"
"135397","11.7","11.7","11.7"
"135512","11.7","11.7","11.7"
"135625","10.8","10.8","10.8"
"135778","11.4","11.4","11.4"
"135891","10.1","10.1","10.1"
"136006","9.6","9.6","9.6"
"136115","7.9","7.9","7.9"
"136284","8.1","8.1","8.1"
"136405","8.8","8.8","8.8"
"136542","8.4","8.4","8.4"
"136649","7.2","7.2","7.2"
"136760","6.6","6.6","6.6"
"136905","6.9","6.9","6.9"
"137034","6.5","6.5","6.5"
"137183","6.5","6.5","6.5"
"137278","6.3","6.3","6.3"
"137409","6.2","6.2","6.2"
"137546","5.8","5.8","5.8"
"137679","5.9","5.9","5.9"
"137862","7","7","7"
"137955","7.1","7.1","7.1"
"138090","8.2","8.2","8.2"
"138221","8.6","8.6","8.6"
"138322","8.4","8.4","8.4"
"138421","8.1","8.1","8.1"
"138540","8.4","8.4","8.4"
"138655","8","8","8"
"138772","7.9","7.9","7.9"
"138899","7.7","7.7","7.7"
"138984","5.9","5.9","5.9"
"139091","5.7","5.7","5.7"
"139248","5.7","5.7","5.7"
"139365","5.5","5.5","5.5"
"139478","5.5","5.5","5.5"
"139661","5.8","5.8","5.8"
"139788","5.6","5.6","5.6"
"139939","6.8","6.8","6.8"
"140044","6.8","6.8","6.8"
"140173","6.8","6.8","6.8"
"140358","9.9","9.9","9.9"
"140467","9.8","9.8","9.8"
"140582","8.9","8.9","8.9"
"140721","9.3","9.3","9.3"
"140832","9.4","9.4","9.4"
"140949","9.1","9.1","9.1"
"141050","8.8","8.8","8.8"
"141159","8","8","8"
"141368","10.4","10.4","10.4"
"141483","10.2","10.2","10.2"
"141596","7.8","7.8","7.8"
"141709","7.9","7.9","7.9"
"141852","8.2","8.2","8.2"
"142053","9.4","9.4","9.4"
"142192","9.9","9.9","9.9"
"142319","9.9","9.9","9.9"
"142408","9.9","9.9","9.9"
"142557","10.4","10.4","10.4"
"142686","8.5","8.5","8.5"
"142775","7.9","7.9","7.9"
"142918","8.8","8.8","8.8"
"143067","9.9","9.9","9.9"
"143186","10","10","10"
"143307","8.6","8.6","8.6"
"143422","7.9","7.9","7.9"
"143529","7.4","7.4","7.4"
"143648","7.6","7.6","7.6"
"143767","7.1","7.1","7.1"
"143930","7.1","7.1","7.1"
"144089","8.7","8.7","8.7"
"144218","7.5","7.5","7.5"
"144325","6.4","6.4","6.4"
"144436","6","6","6"
"144575","6.4","6.4","6.4"
"144704","7.2","7.2","7.2"
"144861","8.6","8.6","8.6"
"145036","9.5","9.5","9.5"
"145133","9.2","9.2","9.2"
"145222","8.3","8.3","8.3"
"145403","7.9","7.9","7.9"
"145526","7.8","7.8","7.8"
"145705","9.8","9.8","9.8"
"145878","10.5","10.5","10.5"
"146007","9.9","9.9","9.9"
"146142","9.2","9.2","9.2"
"146299","9","9","9"
"146400","8.1","8.1","8.1"
"146495","7.9","7.9","7.9"
"146626","8.4","8.4","8.4"
"146759","7.4","7.4","7.4"
"146896","8.2","8.2","8.2"
"147055","6.7","6.7","6.7"
"147176","6.5","6.5","6.5"
"147319","6.3","6.3","6.3"
"147438","6.2","6.2","6.2"
"147613","6.5","6.5","6.5"
"147732","7.1","7.1","7.1"
"147849","8","8","8"
"147978","8.2","8.2","8.2"
"148271","11.7","11.7","11.7"
"148396","11.4","11.4","11.4"
"148539","11.5","11.5","11.5"
"148682","10.6","10.6","10.6"
"148771","10.1","10.1","10.1"
"148954","11.5","11.5","11.5"
"149097","11","11","11"
"149186","10.2","10.2","10.2"
"149357","10.8","10.8","10.8"
"149498","10.7","10.7","10.7"
"149771","11.5","11.5","11.5"
"149934","12.6","12.6","12.6"
"150065","12.6","12.6","12.6"
"150178","13","13","13"
"150355","14.4","14.4","14.4"
"150462","13","13","13"
"150555","12.1","12.1","12.1"
"150670","12.6","12.6","12.6"
"150857","14.1","14.1","14.1"
"150962","13.8","13.8","13.8"
"151107","10","10","10"
"151220","8.7","8.7","8.7"
"151321","8.4","8.4","8.4"
"151474","9.5","9.5","9.5"
"151569","8.4","8.4","8.4"
"151686","8.5","8.5","8.5"
"151793","9","9","9"
"151892","8.7","8.7","8.7"
"152021","6","6","6"
"152194","6.6","6.6","6.6"
"152309","6.4","6.4","6.4"
"152430","6.5","6.5","6.5"
"152551","6.6","6.6","6.6"
"152688","6.3","6.3","6.3"
"152907","7.1","7.1","7.1"
"153026","7.4","7.4","7.4"
"153137","7.4","7.4","7.4"
"153232","7.4","7.4","7.4"
"153417","9.3","9.3","9.3"
"153544","8.5","8.5","8.5"
"153685","8.4","8.4","8.4"
"153800","8.4","8.4","8.4"
"153921","8.6","8.6","8.6"
"154064","8.6","8.6","8.6"
"154167","8.1","8.1","8.1"
"154268","7.7","7.7","7.7"
"154387","8","8","8"
"154502","8.1","8.1","8.1"
"154661","7.3","7.3","7.3"
"154822","8.6","8.6","8.6"
"154951","8.3","8.3","8.3"
"155124","9.1","9.1","9.1"
"155247","8.6","8.6","8.6"
"155376","8.3","8.3","8.3"
"155467","7.7","7.7","7.7"
"155592","8.2","8.2","8.2"
"155715","8","8","8"
"155820","7.8","7.8","7.8"
"155927","6.5","6.5","6.5"
"156124","6.8","6.8","6.8"
"156347","10.7","10.7","10.7"
"156476","10.3","10.3","10.3"
"156605","10.4","10.4","10.4"
"156794","11.2","11.2","11.2"
"156917","12.1","12.1","12.1"
"157012","11.2","11.2","11.2"
"157103","10.6","10.6","10.6"
"157328","12.4","12.4","12.4"
"157463","13.2","13.2","13.2"
"157666","12.8","12.8","12.8"
"157767","9.3","9.3","9.3"
"157890","8.5","8.5","8.5"
"157981","8.1","8.1","8.1"
"158096","7","7","7"
"158331","8.8","8.8","8.8"
"158462","9","9","9"
"158621","10.4","10.4","10.4"
"158756","8.9","8.9","8.9"
"158939","10.1","10.1","10.1"
"159048","8.9","8.9","8.9"
"159153","8.7","8.7","8.7"
"159266","8.8","8.8","8.8"
"159399","9.3","9.3","9.3"
"159612","9.5","9.5","9.5"
"159833","10.9","10.9","10.9"
"159960","11.5","11.5","11.5"
"160079","10.7","10.7","10.7"
"160208","10.2","10.2","10.2"
"160339","9.2","9.2","9.2"
"160486","10.3","10.3","10.3"
"160623","10.8","10.8","10.8"
"160792","11.6","11.6","11.6"
"160937","11.7","11.7","11.7"
"161044","11.4","11.4","11.4"
"161177","8.5","8.5","8.5"
"161318","8.7","8.7","8.7"
"161415","8.3","8.3","8.3"
"161564","8.8","8.8","8.8"
"161707","8.7","8.7","8.7"
"161790","7.7","7.7","7.7"
"161945","7.5","7.5","7.5"
"162082","7.2","7.2","7.2"
"162205","7.2","7.2","7.2"
"162326","7.3","7.3","7.3"
"162439","6.3","6.3","6.3"
"162562","6.1","6.1","6.1"
"162677","6.4","6.4","6.4"
"162810","6.9","6.9","6.9"
"162917","6.5","6.5","6.5"
"163022","6.6","6.6","6.6"
"163129","6.4","6.4","6.4"
"163230","5.8","5.8","5.8"
"163361","6","6","6"
"163464","6","6","6"
"163621","6.8","6.8","6.8"
"163772","7.1","7.1","7.1"
"163911","7.4","7.4","7.4"
"164044","7.4","7.4","7.4"
"164197","7.8","7.8","7.8"
"164328","8.6","8.6","8.6"
"164487","9.6","9.6","9.6"
"164698","15.1","15.1","15.1"
"164817","14.8","14.8","14.8"
"165008","15.9","15.9","15.9"
"165101","15.1","15.1","15.1"
"165290","14.9","14.9","14.9"
"165439","14.9","14.9","14.9"
"165548","14","14","14"
"165705","13.4","13.4","13.4"
"165866","13.7","13.7","13.7"
"165955","12.6","12.6","12.6"
"166170","12","12","12"
"166393","12.7","12.7","12.7"
"166540","11.9","11.9","11.9"
"166801","14.9","14.9","14.9"
"167000","16.6","16.6","16.6"
"167099","16.1","16.1","16.1"
"167232","16.9","16.9","16.9"
"167333","17.1","17.1","17.1"
"167500","16.7","16.7","16.7"
"167649","17.7","17.7","17.7"
"167828","14.3","14.3","14.3"
"167919","13.5","13.5","13.5"
"168018","13","13","13"
"168207","11.8","11.8","11.8"
"168298","9.3","9.3","9.3"
"168385","9","9","9"
"168526","8.9","8.9","8.9"
"168697","9.6","9.6","9.6"
"168794","9.1","9.1","9.1"
"168925","8","8","8"
"169078","7.5","7.5","7.5"
"169193","7.7","7.7","7.7"
"169300","7.6","7.6","7.6"
"169429","6","6","6"
"169568","6.3","6.3","6.3"
"169705","7.4","7.4","7.4"
"169812","6.8","6.8","6.8"
"169917","5.8","5.8","5.8"
"170008","5.7","5.7","5.7"
"170161","6.8","6.8","6.8"
"170268","6.1","6.1","6.1"
"170369","5.6","5.6","5.6"
"170518","6.7","6.7","6.7"
"170615","6.8","6.8","6.8"
"170742","6.5","6.5","6.5"
"170849","5.9","5.9","5.9"
"171114","10.4","10.4","10.4"
"171233","10.3","10.3","10.3"
"171332","10.2","10.2","10.2"
"171439","9.3","9.3","9.3"
"171540","8.8","8.8","8.8"
"171635","8.9","8.9","8.9"
"171804","10.4","10.4","10.4"
"171901","10.1","10.1","10.1"
"172008","10.4","10.4","10.4"
"172121","10.6","10.6","10.6"
"172250","6.5","6.5","6.5"
"172383","7.4","7.4","7.4"
"172478","7.2","7.2","7.2"
"172621","7.8","7.8","7.8"
"172724","8.2","8.2","8.2"
"172933","9.2","9.2","9.2"
"173094","8.2","8.2","8.2"
"173213","8.6","8.6","8.6"
"173348","9.2","9.2","9.2"
"173473","9.4","9.4","9.4"
"173560","9","9","9"
"173663","8.2","8.2","8.2"
"173782","8.5","8.5","8.5"
"173881","7.9","7.9","7.9"
"174078","9.3","9.3","9.3"
"174249","9.8","9.8","9.8"
"174388","9","9","9"
"174597","13.6","13.6","13.6"
"174728","13","13","13"
"174961","16","16","16"
"175120","18.2","18.2","18.2"
"175303","20.5","20.5","20.5"
"175466","21.2","21.2","21.2"
"175617","22","22","22"
"175766","21.3","21.3","21.3"
"175869","19.8","19.8","19.8"
"176016","19.8","19.8","19.8"
"176213","18.5","18.5","18.5"
"176348","19.4","19.4","19.4"
"176479","16.1","16.1","16.1"
"176606","14.6","14.6","14.6"
"176731","12.3","12.3","12.3"
"176844","11.8","11.8","11.8"
"176993","11.7","11.7","11.7"
"177188","11.8","11.8","11.8"
"177315","12.5","12.5","12.5"
"177472","12.8","12.8","12.8"
"177579","9.6","9.6","9.6"
"177746","9.1","9.1","9.1"
"177901","9.3","9.3","9.3"
"178040","9.4","9.4","9.4"
"178207","10.3","10.3","10.3"
"178348","10.4","10.4","10.4"
"178577","12.4","12.4","12.4"
"178714","12.1","12.1","12.1"
"178811","11.6","11.6","11.6"
"179002","11.4","11.4","11.4"
"179101","11.1","11.1","11.1"
"179218","11","11","11"
"179321","10.6","10.6","10.6"
"179436","10.2","10.2","10.2"
"179561","9.6","9.6","9.6"
"179682","9.7","9.7","9.7"
"179839","7.6","7.6","7.6"
"179986","8","8","8"
"180117","8.1","8.1","8.1"
"180402","11.1","11.1","11.1"
"180673","13.1","13.1","13.1"
"180780","12.7","12.7","12.7"
"180901","13.1","13.1","13.1"
"181042","13","13","13"
"181187","13.8","13.8","13.8"
"181334","13.8","13.8","13.8"
"181435","13.1","13.1","13.1"
"181610","14","14","14"
"181729","13.8","13.8","13.8"
"181822","9.8","9.8","9.8"
"182037","9.5","9.5","9.5"
"182166","10.2","10.2","10.2"
"182263","9.4","9.4","9.4"
"182426","10.8","10.8","10.8"
"182659","12.9","12.9","12.9"
"182784","13.1","13.1","13.1"
"182895","13.2","13.2","13.2"
"183102","13.5","13.5","13.5"
"183325","15.2","15.2","15.2"
"183532","19.1","19.1","19.1"
"183649","17.5","17.5","17.5"
"183808","17.2","17.2","17.2"
"183969","17.3","17.3","17.3"
"184106","16","16","16"
"184233","13.7","13.7","13.7"
"184368","13.4","13.4","13.4"
"184559","14.7","14.7","14.7"
"184662","12.5","12.5","12.5"
"184807","11","11","11"
"185008","7.9","7.9","7.9"
"185123","8.1","8.1","8.1"
"185260","8.3","8.3","8.3"
"185391","9","9","9"
"185574","10.9","10.9","10.9"
"185707","10.6","10.6","10.6"
"185840","10.5","10.5","10.5"
"186001","9.6","9.6","9.6"
"186116","9.5","9.5","9.5"
"186225","9.4","9.4","9.4"
"186330","9.1","9.1","9.1"
"186491","10.3","10.3","10.3"
"186652","11.4","11.4","11.4"
"186755","10.8","10.8","10.8"
"186878","9","9","9"
"187035","9.2","9.2","9.2"
"187180","9.9","9.9","9.9"
"187411","11.7","11.7","11.7"
"187656","13.7","13.7","13.7"
"187803","14.9","14.9","14.9"
"187934","15.3","15.3","15.3"
"188027","13.5","13.5","13.5"
"188226","14","14","14"
"188329","13.8","13.8","13.8"
"188468","14.2","14.2","14.2"
"188609","14.4","14.4","14.4"
"188752","13.8","13.8","13.8"
"188887","12.1","12.1","12.1"
"189036","11.3","11.3","11.3"
"189171","10.2","10.2","10.2"
"189416","13.1","13.1","13.1"
"189571","14.3","14.3","14.3"
"189756","12.9","12.9","12.9"
"189849","13.1","13.1","13.1"
"189984","12.6","12.6","12.6"
"190141","11.9","11.9","11.9"
"190284","11.9","11.9","11.9"
"190435","12","12","12"
"190640","13","13","13"
"190751","12.6","12.6","12.6"
"190876","9.1","9.1","9.1"
"191009","8.8","8.8","8.8"
"191148","8.4","8.4","8.4"
"191245","8.3","8.3","8.3"
"191346","7.9","7.9","7.9"
"191465","8.1","8.1","8.1"
"191572","7.8","7.8","7.8"
"191797","9.8","9.8","9.8"
"191942","8.2","8.2","8.2"
"192107","8.8","8.8","8.8"
"192220","8.9","8.9","8.9"
"192443","11.3","11.3","11.3"
"192578","10.8","10.8","10.8"
"192751","14","14","14"
"192910","14.8","14.8","14.8"
"193047","14.9","14.9","14.9"
"193294","16.8","16.8","16.8"
"193417","14.7","14.7","14.7"
"193538","14.7","14.7","14.7"
"193679","15.3","15.3","15.3"
"193830","16.1","16.1","16.1"
"193953","13.1","13.1","13.1"
"194126","14.4","14.4","14.4"
"194237","11.6","11.6","11.6"
"194512","16.6","16.6","16.6"
"194671","17.3","17.3","17.3"
"194806","15.6","15.6","15.6"
"194933","15.7","15.7","15.7"
"195064","15.6","15.6","15.6"
"195201","14.9","14.9","14.9"
"195328","14","14","14"
"195511","17.2","17.2","17.2"
"195660","17.1","17.1","17.1"
"195841","18.3","18.3","18.3"
"195982","12.8","12.8","12.8"
"196161","12.4","12.4","12.4"
"196386","13.7","13.7","13.7"
"196521","13.7","13.7","13.7"
"196690","13.9","13.9","13.9"
"196893","17.4","17.4","17.4"
"197058","18.6","18.6","18.6"
"197249","16.4","16.4","16.4"
"197388","15.8","15.8","15.8"
"197501","14.2","14.2","14.2"
"197676","16.1","16.1","16.1"
"197775","15.4","15.4","15.4"
"197894","13.7","13.7","13.7"
"197999","13.1","13.1","13.1"
"198168","14.5","14.5","14.5"
"198345","11.8","11.8","11.8"
"198540","12.4","12.4","12.4"
"198783","12.1","12.1","12.1"
"198928","12.2","12.2","12.2"
"199129","14.6","14.6","14.6"
"199274","13.2","13.2","13.2"
"199439","13.7","13.7","13.7"
"199576","13.6","13.6","13.6"
"199689","14.1","14.1","14.1"
"199892","13.5","13.5","13.5"
"200027","12.9","12.9","12.9"
"200170","11","11","11"
"200381","12.7","12.7","12.7"
"200648","14.8","14.8","14.8"
"200821","13.5","13.5","13.5"
"201010","13.8","13.8","13.8"
"201147","13.8","13.8","13.8"
"201252","13.8","13.8","13.8"
"201387","13.5","13.5","13.5"
"201520","12.9","12.9","12.9"
"201679","13","13","13"
"201772","12.9","12.9","12.9"
"201941","11.8","11.8","11.8"
"202066","9.8","9.8","9.8"
"202195","9.2","9.2","9.2"
"202288","8.1","8.1","8.1"
"202515","8.4","8.4","8.4"
"202660","8.8","8.8","8.8"
"202843","9.1","9.1","9.1"
"202980","8.8","8.8","8.8"
"203161","10.2","10.2","10.2"
"203296","10.8","10.8","10.8"
"203455","11.5","11.5","11.5"
"203594","10.7","10.7","10.7"
"203723","11","11","11"
"203846","11.5","11.5","11.5"
"203959","10.7","10.7","10.7"
"204080","11.2","11.2","11.2"
"204189","10.7","10.7","10.7"
"204282","10","10","10"
"204385","8.1","8.1","8.1"
"204558","8.9","8.9","8.9"
"204733","7.3","7.3","7.3"
