"Step","eternal-fog-16 - real_reward","eternal-fog-16 - real_reward__MIN","eternal-fog-16 - real_reward__MAX"
"81350","4","4","4"
"81487","3.7","3.7","3.7"
"81591","4.1","4.1","4.1"
"81707","3.8","3.8","3.8"
"81835","3.3","3.3","3.3"
"81912","3.5","3.5","3.5"
"82010","3.4","3.4","3.4"
"82141","4","4","4"
"82248","4.1","4.1","4.1"
"82388","4.2","4.2","4.2"
"82489","4.1","4.1","4.1"
"82584","4.1","4.1","4.1"
"82694","3.8","3.8","3.8"
"82801","4.1","4.1","4.1"
"82908","4.2","4.2","4.2"
"83036","4.4","4.4","4.4"
"83125","4.1","4.1","4.1"
"83214","3.6","3.6","3.6"
"83288","3.6","3.6","3.6"
"83380","3.5","3.5","3.5"
"83493","4.1","4.1","4.1"
"83597","4.3","4.3","4.3"
"83719","4.5","4.5","4.5"
"83835","4.1","4.1","4.1"
"83930","3.9","3.9","3.9"
"84010","3.4","3.4","3.4"
"84090","3.8","3.8","3.8"
"84236","4.2","4.2","4.2"
"84340","4.6","4.6","4.6"
"84471","4.8","4.8","4.8"
"84563","4.6","4.6","4.6"
"84643","4.2","4.2","4.2"
"84720","3.9","3.9","3.9"
"84800","3.9","3.9","3.9"
"84889","4.1","4.1","4.1"
"84990","4.3","4.3","4.3"
"85127","4.8","4.8","4.8"
"85210","4.1","4.1","4.1"
"85302","4","4","4"
"85415","4.4","4.4","4.4"
"85519","4.3","4.3","4.3"
"85593","4.4","4.4","4.4"
"85682","4.4","4.4","4.4"
"85759","4.4","4.4","4.4"
"85908","4.9","4.9","4.9"
"86003","4.8","4.8","4.8"
"86080","4.1","4.1","4.1"
"86202","5.1","5.1","5.1"
"86363","5.1","5.1","5.1"
"86461","4.8","4.8","4.8"
"86559","4.6","4.6","4.6"
"86645","4.6","4.6","4.6"
"86728","4.5","4.5","4.5"
"86859","4.9","4.9","4.9"
"86948","4.6","4.6","4.6"
"87085","4.9","4.9","4.9"
"87174","5.2","5.2","5.2"
"87260","4.1","4.1","4.1"
"87367","3.6","3.6","3.6"
"87450","3.2","3.2","3.2"
"87620","3.8","3.8","3.8"
"87724","4.2","4.2","4.2"
"87816","4.4","4.4","4.4"
"87911","4","4","4"
"88033","4.4","4.4","4.4"
"88161","4.3","4.3","4.3"
"88304","4.2","4.2","4.2"
"88432","5","5","5"
"88536","5.1","5.1","5.1"
"88652","5","5","5"
"88756","5","5","5"
"88863","4.9","4.9","4.9"
"88952","4.9","4.9","4.9"
"89071","5.2","5.2","5.2"
"89148","4.5","4.5","4.5"
"89222","4.3","4.3","4.3"
"89329","4","4","4"
"89412","3.4","3.4","3.4"
"89495","3.4","3.4","3.4"
"89686","3.5","3.5","3.5"
"89772","2.8","2.8","2.8"
"89870","2.8","2.8","2.8"
"89971","3.3","3.3","3.3"
"90072","3.5","3.5","3.5"
"90185","3.4","3.4","3.4"
"90331","3.3","3.3","3.3"
"90420","3.3","3.3","3.3"
"90545","3.5","3.5","3.5"
"90643","3.4","3.4","3.4"
"90780","3.2","3.2","3.2"
"90857","3.3","3.3","3.3"
"90973","3.2","3.2","3.2"
"91086","2.7","2.7","2.7"
"91214","2.1","2.1","2.1"
"91357","3","3","3"
"91458","3.3","3.3","3.3"
"91538","3.3","3.3","3.3"
"91639","3.3","3.3","3.3"
"91746","3.4","3.4","3.4"
"91856","3.8","3.8","3.8"
"91987","5","5","5"
"92124","6.5","6.5","6.5"
"92228","6.6","6.6","6.6"
"92353","6.8","6.8","6.8"
"92463","6.1","6.1","6.1"
"92591","6.3","6.3","6.3"
"92668","6.4","6.4","6.4"
"92748","6.2","6.2","6.2"
"92831","6.5","6.5","6.5"
"92950","6.8","6.8","6.8"
"93090","6.3","6.3","6.3"
"93197","4.6","4.6","4.6"
"93289","4.6","4.6","4.6"
"93399","4.7","4.7","4.7"
"93503","4.4","4.4","4.4"
"93634","4.2","4.2","4.2"
"93714","4.2","4.2","4.2"
"93851","5.3","5.3","5.3"
"93967","5.2","5.2","5.2"
"94068","5.1","5.1","5.1"
"94172","4.4","4.4","4.4"
"94246","4.3","4.3","4.3"
"94362","4.5","4.5","4.5"
"94490","5","5","5"
"94594","5.6","5.6","5.6"
"94674","5.3","5.3","5.3"
"94787","5.1","5.1","5.1"
"94906","4.5","4.5","4.5"
"95043","4.5","4.5","4.5"
"95129","4","4","4"
"95227","4","4","4"
"95334","4.6","4.6","4.6"
"95438","4.9","4.9","4.9"
"95527","4.5","4.5","4.5"
"95646","4.1","4.1","4.1"
"95735","4.4","4.4","4.4"
"95851","5.3","5.3","5.3"
"95985","5.6","5.6","5.6"
"96077","5.8","5.8","5.8"
"96169","6.2","6.2","6.2"
"96252","6.2","6.2","6.2"
"96341","6.1","6.1","6.1"
"96469","5.6","5.6","5.6"
"96585","5.3","5.3","5.3"
"96683","5.8","5.8","5.8"
"96766","5.6","5.6","5.6"
"96903","5.1","5.1","5.1"
"97022","4.6","4.6","4.6"
"97114","4.1","4.1","4.1"
"97224","4.1","4.1","4.1"
"97382","5.5","5.5","5.5"
"97519","6.3","6.3","6.3"
"97629","6","6","6"
"97712","6","6","6"
"97837","5.5","5.5","5.5"
"97944","5.7","5.7","5.7"
"98021","5.7","5.7","5.7"
"98104","5.4","5.4","5.4"
"98223","5.5","5.5","5.5"
"98303","5.2","5.2","5.2"
"98428","4.8","4.8","4.8"
"98517","3.8","3.8","3.8"
"98621","4","4","4"
"98722","4.6","4.6","4.6"
"98823","4.7","4.7","4.7"
"98942","4.5","4.5","4.5"
"99028","4.3","4.3","4.3"
"99123","4.5","4.5","4.5"
"99227","4.8","4.8","4.8"
"99346","5.6","5.6","5.6"
"99450","4.8","4.8","4.8"
"99635","5","5","5"
"99724","4.7","4.7","4.7"
"99816","3.9","3.9","3.9"
"99938","4.3","4.3","4.3"
"100051","4.5","4.5","4.5"
"100161","4.7","4.7","4.7"
"100274","4.6","4.6","4.6"
"100390","4.2","4.2","4.2"
"100470","3.3","3.3","3.3"
"100547","2.8","2.8","2.8"
"100648","2.6","2.6","2.6"
"100740","3.3","3.3","3.3"
"100883","3.5","3.5","3.5"
"100990","3","3","3"
"101085","2.9","2.9","2.9"
"101162","2.6","2.6","2.6"
"101269","2.8","2.8","2.8"
"101403","3.4","3.4","3.4"
"101510","4.3","4.3","4.3"
"101683","5.7","5.7","5.7"
"101802","6.1","6.1","6.1"
"101894","5.8","5.8","5.8"
"101989","5.9","5.9","5.9"
"102126","7.6","7.6","7.6"
"102224","7.3","7.3","7.3"
"102379","7.7","7.7","7.7"
"102519","8","8","8"
"102638","7.5","7.5","7.5"
"102730","7.1","7.1","7.1"
"102816","6.2","6.2","6.2"
"102923","5.7","5.7","5.7"
"102997","5.3","5.3","5.3"
"103095","5.5","5.5","5.5"
"103217","4.4","4.4","4.4"
"103309","4.9","4.9","4.9"
"103422","4.9","4.9","4.9"
"103532","4.6","4.6","4.6"
"103609","4.6","4.6","4.6"
"103722","4.4","4.4","4.4"
"103835","4.3","4.3","4.3"
"103927","4.5","4.5","4.5"
"104034","5.2","5.2","5.2"
"104147","5.4","5.4","5.4"
"104293","6","6","6"
"104391","5.9","5.9","5.9"
"104483","6","6","6"
"104608","5.5","5.5","5.5"
"104727","6","6","6"
"104810","5.7","5.7","5.7"
"105025","5.9","5.9","5.9"
"105174","6.8","6.8","6.8"
"105269","6.4","6.4","6.4"
"105412","6.7","6.7","6.7"
"105486","5.3","5.3","5.3"
"105629","5.4","5.4","5.4"
"105742","5.5","5.5","5.5"
"105918","6.1","6.1","6.1"
"106004","5.7","5.7","5.7"
"106129","6.1","6.1","6.1"
"106215","5.7","5.7","5.7"
"106331","4.7","4.7","4.7"
"106423","5","5","5"
"106584","9","9","9"
"106766","10.6","10.6","10.6"
"106864","10.1","10.1","10.1"
"107007","10.1","10.1","10.1"
"107114","10.1","10.1","10.1"
"107209","10.3","10.3","10.3"
"107352","10.3","10.3","10.3"
"107501","11.2","11.2","11.2"
"107653","11","11","11"
"107766","11.2","11.2","11.2"
"107855","6.4","6.4","6.4"
"108004","5.5","5.5","5.5"
"108120","6","6","6"
"108260","5.8","5.8","5.8"
"108349","5.5","5.5","5.5"
"108477","6.1","6.1","6.1"
"108563","5.5","5.5","5.5"
"108643","4.7","4.7","4.7"
"108774","4.8","4.8","4.8"
"108860","4.4","4.4","4.4"
"109033","6.2","6.2","6.2"
"109137","6.2","6.2","6.2"
"109283","6.2","6.2","6.2"
"109405","5.9","5.9","5.9"
"109518","6.6","6.6","6.6"
"109634","6.7","6.7","6.7"
"109744","7.1","7.1","7.1"
"109878","7.6","7.6","7.6"
"110105","9.2","9.2","9.2"
"110200","9.2","9.2","9.2"
"110295","7.4","7.4","7.4"
"110393","7.2","7.2","7.2"
"110560","9.4","9.4","9.4"
"110649","9.2","9.2","9.2"
"110840","8.7","8.7","8.7"
"110941","8","8","8"
"111057","8.1","8.1","8.1"
"111167","7.9","7.9","7.9"
"111298","6.7","6.7","6.7"
"111402","6.6","6.6","6.6"
"111560","6.9","6.9","6.9"
"111646","6.6","6.6","6.6"
"111768","4.4","4.4","4.4"
"111896","4.6","4.6","4.6"
"111982","4.8","4.8","4.8"
"112071","4.4","4.4","4.4"
"112169","4.5","4.5","4.5"
"112288","4.9","4.9","4.9"
"112395","4.5","4.5","4.5"
"112526","4.6","4.6","4.6"
"112603","4.4","4.4","4.4"
"112713","4.8","4.8","4.8"
"112811","4.4","4.4","4.4"
"112888","4.3","4.3","4.3"
"113022","4.5","4.5","4.5"
"113099","4.6","4.6","4.6"
"113185","4.5","4.5","4.5"
"113379","4.2","4.2","4.2"
"113495","5.2","5.2","5.2"
"113578","5","5","5"
"113769","5.6","5.6","5.6"
"113906","5","5","5"
"114055","5.9","5.9","5.9"
"114177","5.9","5.9","5.9"
"114299","5.1","5.1","5.1"
"114382","5.1","5.1","5.1"
"114495","4.9","4.9","4.9"
"114614","4.9","4.9","4.9"
"114724","4.7","4.7","4.7"
"114858","5.4","5.4","5.4"
"114944","4.9","4.9","4.9"
"115114","6.1","6.1","6.1"
"115206","5.5","5.5","5.5"
"115319","5.6","5.6","5.6"
"115447","6.5","6.5","6.5"
"115536","6.8","6.8","6.8"
"115685","7.1","7.1","7.1"
"115837","7.1","7.1","7.1"
"115971","6.4","6.4","6.4"
"116084","6.1","6.1","6.1"
"116176","5.9","5.9","5.9"
"116334","5.7","5.7","5.7"
"116426","5.9","5.9","5.9"
"116527","5.9","5.9","5.9"
"116634","5.2","5.2","5.2"
"116768","5.6","5.6","5.6"
"116860","5.5","5.5","5.5"
"116943","5","5","5"
"117050","5","5","5"
"117133","4.7","4.7","4.7"
"117219","4.7","4.7","4.7"
"117320","4","4","4"
"117403","3.3","3.3","3.3"
"117552","3.6","3.6","3.6"
"117674","4.4","4.4","4.4"
"117760","3.7","3.7","3.7"
"117903","3.8","3.8","3.8"
"118037","4.4","4.4","4.4"
"118159","4.4","4.4","4.4"
"118272","4.7","4.7","4.7"
"118349","4.7","4.7","4.7"
"118450","5.1","5.1","5.1"
"118605","5.5","5.5","5.5"
"118682","5.2","5.2","5.2"
"118837","5.4","5.4","5.4"
"118935","5.8","5.8","5.8"
"119033","5.4","5.4","5.4"
"119203","5.5","5.5","5.5"
"119322","5.4","5.4","5.4"
"119447","5.5","5.5","5.5"
"119572","6.5","6.5","6.5"
"119688","6.4","6.4","6.4"
"119813","7.4","7.4","7.4"
"119920","7.9","7.9","7.9"
"120036","7.3","7.3","7.3"
"120134","7","7","7"
"120220","7.1","7.1","7.1"
"120387","6.8","6.8","6.8"
"120500","6.9","6.9","6.9"
"120610","6.3","6.3","6.3"
"120696","5.3","5.3","5.3"
"120797","5.5","5.5","5.5"
"120931","5.4","5.4","5.4"
"121029","5.1","5.1","5.1"
"121118","4.9","4.9","4.9"
"121216","5","5","5"
"121347","5.2","5.2","5.2"
"121541","5.2","5.2","5.2"
"121639","5.1","5.1","5.1"
"121797","6","6","6"
"121937","6.2","6.2","6.2"
"122056","6.4","6.4","6.4"
"122181","5.3","5.3","5.3"
"122342","5.3","5.3","5.3"
"122479","5.7","5.7","5.7"
"122655","5.7","5.7","5.7"
"122741","5.8","5.8","5.8"
"122851","5.8","5.8","5.8"
"122955","5.7","5.7","5.7"
"123047","5","5","5"
"123238","5.1","5.1","5.1"
"123390","4.5","4.5","4.5"
"123632","7.9","7.9","7.9"
"123811","9.6","9.6","9.6"
"123891","9.1","9.1","9.1"
"123992","9.7","9.7","9.7"
"124123","9.8","9.8","9.8"
"124227","10.2","10.2","10.2"
"124325","10.3","10.3","10.3"
"124465","10.6","10.6","10.6"
"124569","10.3","10.3","10.3"
"124691","10.4","10.4","10.4"
"124792","7.1","7.1","7.1"
"124890","5.4","5.4","5.4"
"125006","5.4","5.4","5.4"
"125128","5.1","5.1","5.1"
"125259","5.5","5.5","5.5"
"125408","5.4","5.4","5.4"
"125524","6","6","6"
"125682","5.8","5.8","5.8"
"125807","5.9","5.9","5.9"
"125920","5.6","5.6","5.6"
"126024","5.8","5.8","5.8"
"126101","5.6","5.6","5.6"
"126214","5.7","5.7","5.7"
"126333","5.4","5.4","5.4"
"126461","5.2","5.2","5.2"
"126586","5.1","5.1","5.1"
"126744","4.8","4.8","4.8"
"126860","5.1","5.1","5.1"
"126952","5","5","5"
"127092","5.5","5.5","5.5"
"127190","5.5","5.5","5.5"
"127348","7","7","7"
"127437","6.6","6.6","6.6"
"127577","6.9","6.9","6.9"
"127714","6.2","6.2","6.2"
"127863","6","6","6"
"127961","5.8","5.8","5.8"
"128044","5.4","5.4","5.4"
"128226","6.9","6.9","6.9"
"128342","7","7","7"
"128470","7.2","7.2","7.2"
"128574","5.9","5.9","5.9"
"128678","6.5","6.5","6.5"
"128770","6.4","6.4","6.4"
"128883","6.8","6.8","6.8"
"128972","6.6","6.6","6.6"
"129073","6.5","6.5","6.5"
"129204","7.1","7.1","7.1"
"129359","7","7","7"
"129433","6.4","6.4","6.4"
"129549","6.1","6.1","6.1"
"129671","6.3","6.3","6.3"
"129775","6.2","6.2","6.2"
"129867","6.2","6.2","6.2"
"129959","5.9","5.9","5.9"
"130066","6.5","6.5","6.5"
"130194","7","7","7"
"130295","6.5","6.5","6.5"
"130432","6","6","6"
"130536","6.7","6.7","6.7"
"130634","6.6","6.6","6.6"
"130723","6.5","6.5","6.5"
"130818","6.3","6.3","6.3"
"131006","6.3","6.3","6.3"
"131122","6.6","6.6","6.6"
"131235","6.3","6.3","6.3"
"131372","6.9","6.9","6.9"
"131491","7.6","7.6","7.6"
"131637","6.7","6.7","6.7"
"131816","7.2","7.2","7.2"
"131926","7.7","7.7","7.7"
"132018","8","8","8"
"132092","7.8","7.8","7.8"
"132202","7.9","7.9","7.9"
"132345","7.8","7.8","7.8"
"132425","7.4","7.4","7.4"
"132649","8.5","8.5","8.5"
"132774","7.9","7.9","7.9"
"132866","8.4","8.4","8.4"
"132964","7","7","7"
"133092","6.4","6.4","6.4"
"133253","8.1","8.1","8.1"
"133357","8.3","8.3","8.3"
"133464","8.2","8.2","8.2"
"133553","8.2","8.2","8.2"
"133654","8.3","8.3","8.3"
"133791","7.1","7.1","7.1"
"133895","7","7","7"
"133987","6.9","6.9","6.9"
"134097","7.7","7.7","7.7"
"134213","8.4","8.4","8.4"
"134347","7.1","7.1","7.1"
"134514","7.4","7.4","7.4"
"134714","8","8","8"
"134842","8.4","8.4","8.4"
"134943","8.8","8.8","8.8"
"135068","7.8","7.8","7.8"
"135157","7.7","7.7","7.7"
"135252","7.2","7.2","7.2"
"135410","7.1","7.1","7.1"
"135535","6.5","6.5","6.5"
"135642","6.3","6.3","6.3"
"135776","6.7","6.7","6.7"
"135904","6.2","6.2","6.2"
"135999","5.6","5.6","5.6"
"136127","5.6","5.6","5.6"
"136228","5.4","5.4","5.4"
"136362","5.4","5.4","5.4"
"136490","6.4","6.4","6.4"
"136678","6.2","6.2","6.2"
"136782","6.4","6.4","6.4"
"136898","5.9","5.9","5.9"
"137008","5.3","5.3","5.3"
"137115","4.9","4.9","4.9"
"137234","5.5","5.5","5.5"
"137362","5.1","5.1","5.1"
"137511","5.8","5.8","5.8"
"137645","6.2","6.2","6.2"
"137749","5.6","5.6","5.6"
"137832","5.4","5.4","5.4"
"137933","5.3","5.3","5.3"
"138097","6.1","6.1","6.1"
"138255","7.3","7.3","7.3"
"138359","7.7","7.7","7.7"
"138490","7","7","7"
"138615","7.4","7.4","7.4"
"138692","6.9","6.9","6.9"
"138829","6.7","6.7","6.7"
"138918","6.5","6.5","6.5"
"139091","6.9","6.9","6.9"
"139225","6.6","6.6","6.6"
"139356","6.1","6.1","6.1"
"139502","5.6","5.6","5.6"
"139693","6.4","6.4","6.4"
"139806","6.4","6.4","6.4"
"140015","7.9","7.9","7.9"
"140128","8.2","8.2","8.2"
"140235","8.5","8.5","8.5"
"140348","8.9","8.9","8.9"
"140443","8.5","8.5","8.5"
"140556","8.9","8.9","8.9"
"140705","8.8","8.8","8.8"
"140851","8.1","8.1","8.1"
"140940","7","7","7"
"141026","7.5","7.5","7.5"
"141127","5.4","5.4","5.4"
"141216","5.3","5.3","5.3"
"141368","5.5","5.5","5.5"
"141475","5.3","5.3","5.3"
"141591","5.5","5.5","5.5"
"141698","5.7","5.7","5.7"
"141835","5.4","5.4","5.4"
"141921","5.4","5.4","5.4"
"142028","5.7","5.7","5.7"
"142138","5.2","5.2","5.2"
"142257","5.3","5.3","5.3"
"142358","5.5","5.5","5.5"
"142507","5.1","5.1","5.1"
"142671","4.9","4.9","4.9"
"142757","4.7","4.7","4.7"
"142885","4.6","4.6","4.6"
"143040","6.2","6.2","6.2"
"143135","6.3","6.3","6.3"
"143263","6.2","6.2","6.2"
"143523","8.3","8.3","8.3"
"143660","8.6","8.6","8.6"
"143737","8","8","8"
"143850","8.2","8.2","8.2"
"143987","8.6","8.6","8.6"
"144100","9.1","9.1","9.1"
"144228","9.3","9.3","9.3"
"144344","8.4","8.4","8.4"
"144433","8.3","8.3","8.3"
"144519","7.9","7.9","7.9"
"144683","6.8","6.8","6.8"
"144796","7.2","7.2","7.2"
"144951","7.6","7.6","7.6"
"145058","7.4","7.4","7.4"
"145294","10.8","10.8","10.8"
"145422","10.1","10.1","10.1"
"145511","9.7","9.7","9.7"
"145615","8.8","8.8","8.8"
"145734","9.8","9.8","9.8"
"145871","10.7","10.7","10.7"
"145969","9.7","9.7","9.7"
"146070","9.1","9.1","9.1"
"146198","9.5","9.5","9.5"
"146308","9.8","9.8","9.8"
"146412","6.4","6.4","6.4"
"146525","6.4","6.4","6.4"
"146611","6.5","6.5","6.5"
"146778","6.6","6.6","6.6"
"146876","5.4","5.4","5.4"
"146983","4.5","4.5","4.5"
"147150","5.4","5.4","5.4"
"147275","5.8","5.8","5.8"
"147418","6.5","6.5","6.5"
"147519","5.7","5.7","5.7"
"147719","6.8","6.8","6.8"
"147805","6.8","6.8","6.8"
"147969","7","7","7"
"148094","7.6","7.6","7.6"
"148207","7.5","7.5","7.5"
"148290","7.8","7.8","7.8"
"148391","7.1","7.1","7.1"
"148486","6.8","6.8","6.8"
"148641","6.5","6.5","6.5"
"148733","6.9","6.9","6.9"
"148867","5.8","5.8","5.8"
"148968","6.3","6.3","6.3"
"149060","5.9","5.9","5.9"
"149179","5.8","5.8","5.8"
"149361","6.7","6.7","6.7"
"149474","6.4","6.4","6.4"
"149554","6.4","6.4","6.4"
"149685","7","7","7"
"149783","5.9","5.9","5.9"
"149902","6.2","6.2","6.2"
"150060","7.3","7.3","7.3"
"150257","8.2","8.2","8.2"
"150460","11.1","11.1","11.1"
"150627","11.1","11.1","11.1"
"150731","10.5","10.5","10.5"
"150814","10.7","10.7","10.7"
"150924","11.1","11.1","11.1"
"151100","12.4","12.4","12.4"
"151210","12.4","12.4","12.4"
"151332","12.4","12.4","12.4"
"151484","11.1","11.1","11.1"
"151648","10.2","10.2","10.2"
"151788","7.6","7.6","7.6"
"151883","7.5","7.5","7.5"
"152074","7.3","7.3","7.3"
"152235","7.6","7.6","7.6"
"152354","7.5","7.5","7.5"
"152449","5.9","5.9","5.9"
"152547","6.1","6.1","6.1"
"152633","5.8","5.8","5.8"
"152734","5.5","5.5","5.5"
"152835","5.3","5.3","5.3"
"152930","5.2","5.2","5.2"
"153073","5.9","5.9","5.9"
"153165","6.1","6.1","6.1"
"153260","6","6","6"
"153361","5.7","5.7","5.7"
"153507","5.4","5.4","5.4"
"153605","5.4","5.4","5.4"
"153706","5.2","5.2","5.2"
"153795","5.4","5.4","5.4"
"153905","5.2","5.2","5.2"
"154018","5.1","5.1","5.1"
"154134","3.9","3.9","3.9"
"154241","3.6","3.6","3.6"
"154315","3.1","3.1","3.1"
"154443","2.9","2.9","2.9"
"154535","2.8","2.8","2.8"
"154687","3","3","3"
"154818","4.2","4.2","4.2"
"154943","4.6","4.6","4.6"
"155134","4.9","4.9","4.9"
"155301","5.1","5.1","5.1"
"155411","5.5","5.5","5.5"
"155545","6.7","6.7","6.7"
"155643","6.7","6.7","6.7"
"155798","7.3","7.3","7.3"
"155893","7.5","7.5","7.5"
"156027","7.9","7.9","7.9"
"156149","6.9","6.9","6.9"
"156229","6.4","6.4","6.4"
"156357","6.5","6.5","6.5"
"156554","7.9","7.9","7.9"
"156679","8.6","8.6","8.6"
"156762","7.5","7.5","7.5"
"156968","8.4","8.4","8.4"
"157090","7.8","7.8","7.8"
"157233","8.1","8.1","8.1"
"157415","8.3","8.3","8.3"
"157498","8","8","8"
"157614","8","8","8"
"157739","8","8","8"
"157864","6.9","6.9","6.9"
"157965","6","6","6"
"158054","5.8","5.8","5.8"
"158197","6.9","6.9","6.9"
"158370","8.4","8.4","8.4"
"158474","7.9","7.9","7.9"
"158614","7.6","7.6","7.6"
"158796","8.1","8.1","8.1"
"158927","8.5","8.5","8.5"
"159085","8.4","8.4","8.4"
"159183","7.9","7.9","7.9"
"159341","7.8","7.8","7.8"
"159469","8.6","8.6","8.6"
"159612","7.6","7.6","7.6"
"159728","7","7","7"
"159823","7.2","7.2","7.2"
"159969","8.1","8.1","8.1"
"160082","8.2","8.2","8.2"
"160186","8.3","8.3","8.3"
"160278","8","8","8"
"160364","7.9","7.9","7.9"
"160459","8","8","8"
"160584","7.2","7.2","7.2"
"160703","6.4","6.4","6.4"
"160888","6","6","6"
"160998","5.9","5.9","5.9"
"161099","4.5","4.5","4.5"
"161191","4.1","4.1","4.1"
"161313","4.1","4.1","4.1"
"161456","4.9","4.9","4.9"
"161581","5.8","5.8","5.8"
"161700","6","6","6"
"161921","7.1","7.1","7.1"
"162046","7.2","7.2","7.2"
"162153","7.5","7.5","7.5"
"162248","7.6","7.6","7.6"
"162343","7.9","7.9","7.9"
"162456","8.2","8.2","8.2"
"162581","7.7","7.7","7.7"
"162676","7.3","7.3","7.3"
"162759","6.4","6.4","6.4"
"162836","6","6","6"
"162943","5.5","5.5","5.5"
"163041","5.8","5.8","5.8"
"163151","5.5","5.5","5.5"
"163255","5.4","5.4","5.4"
"163383","5.1","5.1","5.1"
"163529","5.5","5.5","5.5"
"163705","7","7","7"
"163791","6.5","6.5","6.5"
"163901","6.9","6.9","6.9"
"164047","7.5","7.5","7.5"
"164184","7.6","7.6","7.6"
"164294","7.1","7.1","7.1"
"164506","7.6","7.6","7.6"
"164616","7.7","7.7","7.7"
"164762","9.9","9.9","9.9"
"164905","9.2","9.2","9.2"
"165195","10.7","10.7","10.7"
"165299","11.2","11.2","11.2"
"165385","10.9","10.9","10.9"
"165498","10.8","10.8","10.8"
"165587","10.3","10.3","10.3"
"165712","10.8","10.8","10.8"
"165891","10.3","10.3","10.3"
"166052","12.3","12.3","12.3"
"166150","10","10","10"
"166245","10.1","10.1","10.1"
"166442","7.4","7.4","7.4"
"166570","7.1","7.1","7.1"
"166656","7.1","7.1","7.1"
"166799","7.1","7.1","7.1"
"166930","7.7","7.7","7.7"
"167100","7.7","7.7","7.7"
"167264","7.5","7.5","7.5"
"167392","5.7","5.7","5.7"
"167526","5.8","5.8","5.8"
"167636","5.7","5.7","5.7"
"167743","5.4","5.4","5.4"
"167856","5.8","5.8","5.8"
"168074","7","7","7"
"168187","7.4","7.4","7.4"
"168258","6.7","6.7","6.7"
"168371","6.4","6.4","6.4"
"168457","6.5","6.5","6.5"
"168567","6","6","6"
"168746","7.6","7.6","7.6"
"168856","7.9","7.9","7.9"
"168969","8.2","8.2","8.2"
"169079","8.1","8.1","8.1"
"169192","7.6","7.6","7.6"
"169341","7.2","7.2","7.2"
"169544","7.7","7.7","7.7"
"169648","8.3","8.3","8.3"
"169830","8.6","8.6","8.6"
"169955","8.6","8.6","8.6"
"170119","6.9","6.9","6.9"
"170229","6.6","6.6","6.6"
"170330","6.8","6.8","6.8"
"170455","6.8","6.8","6.8"
"170544","6.2","6.2","6.2"
"170654","6.6","6.6","6.6"
"170758","6.6","6.6","6.6"
"170877","6.6","6.6","6.6"
"171083","6.7","6.7","6.7"
"171280","8.6","8.6","8.6"
"171378","8.8","8.8","8.8"
"171476","8.9","8.9","8.9"
"171565","8.6","8.6","8.6"
"171753","8.7","8.7","8.7"
"171857","8.6","8.6","8.6"
"172012","8.6","8.6","8.6"
"172149","9.2","9.2","9.2"
"172292","9.2","9.2","9.2"
"172444","8.7","8.7","8.7"
"172557","7.6","7.6","7.6"
"172667","7.3","7.3","7.3"
"172774","7","7","7"
"172920","7.9","7.9","7.9"
"173084","7.4","7.4","7.4"
"173209","8.2","8.2","8.2"
"173358","7.9","7.9","7.9"
"173585","9","9","9"
"173689","8.7","8.7","8.7"
"173778","8.7","8.7","8.7"
"173927","8.1","8.1","8.1"
"174025","8.5","8.5","8.5"
"174231","9.3","9.3","9.3"
"174356","8.8","8.8","8.8"
"174532","9.6","9.6","9.6"
"174663","9.5","9.5","9.5"
"174758","9","9","9"
"174904","7.2","7.2","7.2"
"175005","7.1","7.1","7.1"
"175160","7.8","7.8","7.8"
"175258","8.1","8.1","8.1"
"175392","8.1","8.1","8.1"
"175496","7.7","7.7","7.7"
"175594","7.1","7.1","7.1"
"175737","7.3","7.3","7.3"
"175883","7.5","7.5","7.5"
"176053","9.4","9.4","9.4"
"176202","9.2","9.2","9.2"
"176426","10.5","10.5","10.5"
"176533","10.1","10.1","10.1"
"176637","9.7","9.7","9.7"
"176753","10.2","10.2","10.2"
"176866","9.9","9.9","9.9"
"177075","11.9","11.9","11.9"
"177200","12","12","12"
"177370","12.5","12.5","12.5"
"177531","11.4","11.4","11.4"
"177671","12.1","12.1","12.1"
"177796","11.4","11.4","11.4"
"177882","10.8","10.8","10.8"
"178019","12","12","12"
"178174","12.3","12.3","12.3"
"178374","13.3","13.3","13.3"
"178487","11.5","11.5","11.5"
"178609","11.2","11.2","11.2"
"178722","9.5","9.5","9.5"
"178850","9.6","9.6","9.6"
"178954","8.9","8.9","8.9"
"179169","9.3","9.3","9.3"
"179288","9.1","9.1","9.1"
"179491","7.9","7.9","7.9"
"179679","7.4","7.4","7.4"
"179798","6.9","6.9","6.9"
"179881","6.7","6.7","6.7"
"180135","6.6","6.6","6.6"
"180266","7","7","7"
"180376","6.6","6.6","6.6"
"180459","6.5","6.5","6.5"
"180614","5.6","5.6","5.6"
"180718","6.4","6.4","6.4"
"180912","6.4","6.4","6.4"
"180989","5.8","5.8","5.8"
"181213","5.8","5.8","5.8"
"181464","7.4","7.4","7.4"
"181607","6.8","6.8","6.8"
"181714","6.7","6.7","6.7"
"181818","6.4","6.4","6.4"
"181979","6.8","6.8","6.8"
"182143","7","7","7"
"182295","7","7","7"
"182507","8","8","8"
"182668","8.5","8.5","8.5"
"182832","8.1","8.1","8.1"
"182960","6.8","6.8","6.8"
"183097","7.4","7.4","7.4"
"183201","7.9","7.9","7.9"
"183362","8.7","8.7","8.7"
