"Step","eternal-fog-16 - real_reward","eternal-fog-16 - real_reward__MIN","eternal-fog-16 - real_reward__MAX"
"335321","19.7","19.7","19.7"
"335572","23.3","23.3","23.3"
"335700","24.1","24.1","24.1"
"335906","23.5","23.5","23.5"
"336169","23.7","23.7","23.7"
"336528","23.6","23.6","23.6"
"336671","22.2","22.2","22.2"
"336835","20.5","20.5","20.5"
"337020","23.3","23.3","23.3"
"337178","23.5","23.5","23.5"
"337483","29.9","29.9","29.9"
"337938","34.6","34.6","34.6"
"338453","40.5","40.5","40.5"
"338632","40.3","40.3","40.3"
"338913","41","41","41"
"339362","43.6","43.6","43.6"
"339568","44.3","44.3","44.3"
"339837","45.2","45.2","45.2"
"340355","44.2","44.2","44.2"
"340729","50.9","50.9","50.9"
"341124","47.1","47.1","47.1"
"341507","39.5","39.5","39.5"
"341731","33","33","33"
"342216","37.6","37.6","37.6"
"342467","38.1","38.1","38.1"
"342814","34.7","34.7","34.7"
"342921","33.6","33.6","33.6"
"343280","34.3","34.3","34.3"
"343477","31","31","31"
"343641","23.4","23.4","23.4"
"343904","22","22","22"
"344212","20","20","20"
"344415","21.7","21.7","21.7"
"345020","19.3","19.3","19.3"
"345424","22","22","22"
"345786","21.5","21.5","21.5"
"346079","25.2","25.2","25.2"
"346156","23.2","23.2","23.2"
"346356","27.9","27.9","27.9"
"346523","28.4","28.4","28.4"
"346864","29.7","29.7","29.7"
"347277","31.3","31.3","31.3"
"347537","35.9","35.9","35.9"
"348154","36.5","36.5","36.5"
"348444","31.8","31.8","31.8"
"348725","38.5","38.5","38.5"
"348922","34.9","34.9","34.9"
"349125","37.6","37.6","37.6"
"349265","33.6","33.6","33.6"
"349630","38.6","38.6","38.6"
"349806","35.8","35.8","35.8"
"350006","38","38","38"
"350302","35.8","35.8","35.8"
"350571","34.3","34.3","34.3"
"350828","38.5","38.5","38.5"
"351121","37.2","37.2","37.2"
"351372","38.7","38.7","38.7"
"351539","36.9","36.9","36.9"
"351823","36.7","36.7","36.7"
"352257","35.2","35.2","35.2"
"352562","36.9","36.9","36.9"
"352687","32.9","32.9","32.9"
"353160","28.7","28.7","28.7"
"353255","25.7","25.7","25.7"
"353455","22.7","22.7","22.7"
"353592","17.4","17.4","17.4"
"353798","16.9","16.9","16.9"
"353977","16.8","16.8","16.8"
"354228","17.4","17.4","17.4"
"354704","18.3","18.3","18.3"
"354814","16.6","16.6","16.6"
"355200","20.3","20.3","20.3"
"355439","21","21","21"
"355588","21","21","21"
"355899","23","23","23"
"356165","25","25","25"
"356374","25.4","25.4","25.4"
"356631","29.2","29.2","29.2"
"356855","32.2","32.2","32.2"
"357043","27.2","27.2","27.2"
"357432","28.4","28.4","28.4"
"357638","25.9","25.9","25.9"
"357793","27","27","27"
"358077","29.3","29.3","29.3"
"358340","29.9","29.9","29.9"
"358558","26.5","26.5","26.5"
"358740","27","27","27"
"359144","30.9","30.9","30.9"
"359290","27.2","27.2","27.2"
"359553","29.3","29.3","29.3"
"359735","28.7","28.7","28.7"
"359968","31.7","31.7","31.7"
"360123","30.6","30.6","30.6"
"360395","33.1","33.1","33.1"
"360673","34.1","34.1","34.1"
"360978","33.7","33.7","33.7"
"361325","34.5","34.5","34.5"
"361960","31.8","31.8","31.8"
"362061","31.7","31.7","31.7"
"362234","30.1","30.1","30.1"
"362437","33.7","33.7","33.7"
"363030","32","32","32"
"363329","34","34","34"
"363469","30.2","30.2","30.2"
"363645","26.2","26.2","26.2"
"363791","27","27","27"
"364141","30.3","30.3","30.3"
"364452","27.1","27.1","27.1"
"364703","33.5","33.5","33.5"
"364966","33.3","33.3","33.3"
"365379","31","31","31"
"365507","28.6","28.6","28.6"
"365716","26.2","26.2","26.2"
"366006","27.2","27.2","27.2"
"366299","27.2","27.2","27.2"
"366640","28.5","28.5","28.5"
"366840","23","23","23"
"367040","20.3","20.3","20.3"
"367468","13.7","13.7","13.7"
"367797","18.5","18.5","18.5"
"368246","18.7","18.7","18.7"
"368392","18.9","18.9","18.9"
"368565","20.7","20.7","20.7"
"368912","22.3","22.3","22.3"
"369169","25.6","25.6","25.6"
"369381","25.7","25.7","25.7"
"369560","24.9","24.9","24.9"
"370060","28.1","28.1","28.1"
"370353","29.6","29.6","29.6"
"370763","25.3","25.3","25.3"
"370897","23","23","23"
"371106","24.9","24.9","24.9"
"371324","22.5","22.5","22.5"
"371467","20.7","20.7","20.7"
"371634","16.9","16.9","16.9"
"371999","17.4","17.4","17.4"
"372370","18.7","18.7","18.7"
"372789","19.3","19.3","19.3"
"373037","24","24","24"
"373315","24.2","24.2","24.2"
"373677","30.3","30.3","30.3"
"373874","29.6","29.6","29.6"
"374248","36.4","36.4","36.4"
"374403","34.8","34.8","34.8"
"374876","37.9","37.9","37.9"
"375172","40.9","40.9","40.9"
"375309","40","40","40"
"375581","40.7","40.7","40.7"
"375844","37.3","37.3","37.3"
"376026","36.8","36.8","36.8"
"376163","31.1","31.1","31.1"
"376564","32.9","32.9","32.9"
"376884","29.2","29.2","29.2"
"377270","34","34","34"
"377473","35.5","35.5","35.5"
"377817","34.1","34.1","34.1"
"377993","34.2","34.2","34.2"
"378472","32.3","32.3","32.3"
"378702","30.5","30.5","30.5"
"378827","30.5","30.5","30.5"
"378940","30","30","30"
"379266","30.4","30.4","30.4"
"379556","30.8","30.8","30.8"
"379795","31.4","31.4","31.4"
"380061","29.1","29.1","29.1"
"380453","29.3","29.3","29.3"
"380749","31.7","31.7","31.7"
"380904","30.3","30.3","30.3"
"381074","29.4","29.4","29.4"
"381259","31.5","31.5","31.5"
"381525","32.2","32.2","32.2"
"382076","32.8","32.8","32.8"
"382744","33.2","33.2","33.2"
"383142","29.8","29.8","29.8"
"383396","28.8","28.8","28.8"
"383761","30","30","30"
"383886","27.4","27.4","27.4"
"384041","28.2","28.2","28.2"
"384310","32.1","32.1","32.1"
"384588","33.5","33.5","33.5"
"384845","38.5","38.5","38.5"
"385120","38.1","38.1","38.1"
"385302","36.6","36.6","36.6"
"385529","34.2","34.2","34.2"
"385651","33.4","33.4","33.4"
"386031","32.9","32.9","32.9"
"386378","34.5","34.5","34.5"
"386569","33.3","33.3","33.3"
"386898","31.8","31.8","31.8"
"387362","30.1","30.1","30.1"
"387619","24.4","24.4","24.4"
"387948","21.6","21.6","21.6"
"388196","24.4","24.4","24.4"
"388342","24.8","24.8","24.8"
"388689","24.7","24.7","24.7"
"388973","21.2","21.2","21.2"
"389392","23.6","23.6","23.6"
"389658","24.4","24.4","24.4"
"389753","22","22","22"
"390010","21.6","21.6","21.6"
"390333","28.1","28.1","28.1"
"390503","28.2","28.2","28.2"
"390949","24.7","24.7","24.7"
"391281","25.9","25.9","25.9"
"391496","27.2","27.2","27.2"
"391669","30.6","30.6","30.6"
"391932","27.3","27.3","27.3"
"392492","31.7","31.7","31.7"
"392713","32","32","32"
"392823","30.5","30.5","30.5"
"393083","24","24","24"
"393523","24.8","24.8","24.8"
"393741","24.6","24.6","24.6"
"393854","23.2","23.2","23.2"
"394087","23.1","23.1","23.1"
"394380","18.6","18.6","18.6"
"394634","19.6","19.6","19.6"
"395215","16.7","16.7","16.7"
"395805","18","18","18"
"396068","18.8","18.8","18.8"
"396724","26.8","26.8","26.8"
"397221","24.9","24.9","24.9"
"397727","25","25","25"
"398023","30.1","30.1","30.1"
"398241","29.2","29.2","29.2"
"398414","29.9","29.9","29.9"
"399034","32.6","32.6","32.6"
"399480","31.8","31.8","31.8"
"399728","35","35","35"
"399922","34.1","34.1","34.1"
"400197","31.6","31.6","31.6"
"400823","35.8","35.8","35.8"
"401125","37.6","37.6","37.6"
"401604","37.2","37.2","37.2"
"402092","37.8","37.8","37.8"
"402526","38.8","38.8","38.8"
"402795","36.1","36.1","36.1"
"403139","41.1","41.1","41.1"
"403477","38.8","38.8","38.8"
"403788","41.7","41.7","41.7"
"404087","42","42","42"
"404209","37.7","37.7","37.7"
"404304","34.8","34.8","34.8"
"404819","36.4","36.4","36.4"
"405124","41.2","41.2","41.2"
"405267","39.7","39.7","39.7"
"405515","40.7","40.7","40.7"
"406009","38.8","38.8","38.8"
"406290","37.1","37.1","37.1"
"406529","39.9","39.9","39.9"
"406795","38.1","38.1","38.1"
"407325","38","38","38"
"407765","41.4","41.4","41.4"
"407959","35.7","35.7","35.7"
"408435","37.5","37.5","37.5"
"408659","38.9","38.9","38.9"
"408790","37.2","37.2","37.2"
"408942","32.8","32.8","32.8"
"409331","36.5","36.5","36.5"
"409648","30.8","30.8","30.8"
"410241","30.9","30.9","30.9"
"410369","31.1","31.1","31.1"
"410632","32.2","32.2","32.2"
"410862","32.6","32.6","32.6"
"411431","30.7","30.7","30.7"
"411727","31.5","31.5","31.5"
"411966","33.2","33.2","33.2"
"412259","36","36","36"
"412441","32.1","32.1","32.1"
"412620","32.9","32.9","32.9"
"412739","29.1","29.1","29.1"
"413101","37.9","37.9","37.9"
"413367","34.7","34.7","34.7"
"413618","36.9","36.9","36.9"
"414088","34.6","34.6","34.6"
"414399","32.2","32.2","32.2"
"414641","31.7","31.7","31.7"
"414937","29.8","29.8","29.8"
"415377","31.6","31.6","31.6"
"415661","33.5","33.5","33.5"
"416311","40.7","40.7","40.7"
"416565","33.4","33.4","33.4"
"416882","38.3","38.3","38.3"
"417307","40.5","40.5","40.5"
"417522","37.6","37.6","37.6"
"418145","43.2","43.2","43.2"
"418588","46.3","46.3","46.3"
"418734","45.7","45.7","45.7"
"418973","47.9","47.9","47.9"
"419341","48","48","48"
"419631","44.9","44.9","44.9"
"420089","45.7","45.7","45.7"
"420367","46","46","46"
"421206","45.5","45.5","45.5"
"421409","45.3","45.3","45.3"
"421666","39.3","39.3","39.3"
"421941","37.2","37.2","37.2"
"422546","39.9","39.9","39.9"
"422803","42.4","42.4","42.4"
"423084","46.3","46.3","46.3"
"423317","45.4","45.4","45.4"
"423436","43.1","43.1","43.1"
"423702","38","38","38"
"423914","34","34","34"
"424171","38.1","38.1","38.1"
"424644","38.6","38.6","38.6"
"424808","36.5","36.5","36.5"
"425002","34.1","34.1","34.1"
"425334","35.8","35.8","35.8"
"425738","34.4","34.4","34.4"
"426166","35.5","35.5","35.5"
"426408","42.2","42.2","42.2"
"427283","46.2","46.2","46.2"
"427636","52.6","52.6","52.6"
"428013","50.7","50.7","50.7"
"428342","54.2","54.2","54.2"
"428734","55.7","55.7","55.7"
"429069","58.3","58.3","58.3"
"429362","55.3","55.3","55.3"
"429562","52.4","52.4","52.4"
"429768","50.1","50.1","50.1"
"430388","50.4","50.4","50.4"
"430819","52.5","52.5","52.5"
"431082","46.1","46.1","46.1"
"431462","44.7","44.7","44.7"
"432193","46.3","46.3","46.3"
"432393","44","44","44"
"432737","46.1","46.1","46.1"
"432946","40.8","40.8","40.8"
"433449","46.3","46.3","46.3"
"434291","47.9","47.9","47.9"
"434590","43.4","43.4","43.4"
"434973","45.1","45.1","45.1"
"435449","47.1","47.1","47.1"
"435637","48.2","48.2","48.2"
"436317","47.2","47.2","47.2"
"436886","53.9","53.9","53.9"
"437563","55.3","55.3","55.3"
"438054","60.1","60.1","60.1"
"438245","53","53","53"
"438649","49.2","49.2","49.2"
"438825","47.4","47.4","47.4"
"439574","48.4","48.4","48.4"
"440281","51.8","51.8","51.8"
"440664","53.8","53.8","53.8"
"441182","52.9","52.9","52.9"
"441460","48.2","48.2","48.2"
"441702","42","42","42"
"442148","44","44","44"
"442567","46","46","46"
"442977","54.3","54.3","54.3"
"443432","59.2","59.2","59.2"
"443686","48.5","48.5","48.5"
"444348","46.2","46.2","46.2"
"444599","41.9","41.9","41.9"
"444985","41.4","41.4","41.4"
"445254","43.8","43.8","43.8"
"445850","49.6","49.6","49.6"
"446218","46.1","46.1","46.1"
"446490","43.7","43.7","43.7"
"446747","39.4","39.4","39.4"
"447088","40.2","40.2","40.2"
"447381","45.9","45.9","45.9"
"448046","46.5","46.5","46.5"
"448303","49.6","49.6","49.6"
"448674","49.3","49.3","49.3"
"449306","50.4","50.4","50.4"
"449485","47.8","47.8","47.8"
"450054","48.5","48.5","48.5"
"450365","52.1","52.1","52.1"
"451009","50.6","50.6","50.6"
"451221","45.3","45.3","45.3"
"451325","39.8","39.8","39.8"
"452101","41.3","41.3","41.3"
"452727","41.1","41.1","41.1"
"453281","44.5","44.5","44.5"
"454087","44.8","44.8","44.8"
"454581","42.4","42.4","42.4"
"454877","38","38","38"
"455158","39.9","39.9","39.9"
"455448","41","41","41"
"455609","40","40","40"
"456001","44.7","44.7","44.7"
"456345","41.5","41.5","41.5"
"456611","39.6","39.6","39.6"
"457000","37.9","37.9","37.9"
"457266","34.1","34.1","34.1"
"457487","33","33","33"
"457741","34.2","34.2","34.2"
"457914","29","29","29"
"458204","25.7","25.7","25.7"
"458746","30.1","30.1","30.1"
"458973","27","27","27"
"459362","25.2","25.2","25.2"
"459586","24.5","24.5","24.5"
"459873","23.9","23.9","23.9"
"460109","26.7","26.7","26.7"
"460708","30.5","30.5","30.5"
"461490","33.4","33.4","33.4"
"461861","38.6","38.6","38.6"
"462076","38.2","38.2","38.2"
"462345","33.5","33.5","33.5"
"462521","31.9","31.9","31.9"
"462769","38.4","38.4","38.4"
"463422","43.3","43.3","43.3"
"463688","39.8","39.8","39.8"
"463864","37.6","37.6","37.6"
"464370","39.3","39.3","39.3"
"464969","43.4","43.4","43.4"
"465343","39.2","39.2","39.2"
"465444","39","39","39"
"465935","39","39","39"
"466081","39.5","39.5","39.5"
"466494","37.4","37.4","37.4"
"466901","36.7","36.7","36.7"
"467713","39.5","39.5","39.5"
"468072","38.4","38.4","38.4"
"468425","34.6","34.6","34.6"
"468862","30.5","30.5","30.5"
"469194","33.2","33.2","33.2"
"469787","39","39","39"
"470179","39.3","39.3","39.3"
"470349","41.8","41.8","41.8"
"471239","43.1","43.1","43.1"
"471487","40.1","40.1","40.1"
"472326","39.2","39.2","39.2"
"472754","43.1","43.1","43.1"
"473902","45.7","45.7","45.7"
"474348","47.9","47.9","47.9"
"474965","45.1","45.1","45.1"
"475420","39.3","39.3","39.3"
"475755","44.6","44.6","44.6"
"476261","45.2","45.2","45.2"
"476896","46.1","46.1","46.1"
"477156","46.2","46.2","46.2"
"477662","47.4","47.4","47.4"
"477886","42.1","42.1","42.1"
"478707","41","41","41"
"479201","41.3","41.3","41.3"
"479323","39.8","39.8","39.8"
"479778","47.7","47.7","47.7"
"480614","49.3","49.3","49.3"
"481045","48.9","48.9","48.9"
"481821","46.2","46.2","46.2"
"482759","51.1","51.1","51.1"
"483766","53.7","53.7","53.7"
"483897","53.6","53.6","53.6"
"484283","52.4","52.4","52.4"
"484597","46.7","46.7","46.7"
"485046","49.2","49.2","49.2"
"485261","43.5","43.5","43.5"
"485410","36.7","36.7","36.7"
"485919","39.4","39.4","39.4"
"486437","43","43","43"
"487015","39.1","39.1","39.1"
"487758","35.4","35.4","35.4"
"487916","35.5","35.5","35.5"
"488287","36.9","36.9","36.9"
"488991","41.3","41.3","41.3"
"489470","39.1","39.1","39.1"
"489796","46.1","46.1","46.1"
"490071","46.8","46.8","46.8"
"490250","41.7","41.7","41.7"
"490522","33","33","33"
"490761","33.5","33.5","33.5"
"490973","36.3","36.3","36.3"
"491383","37.6","37.6","37.6"
"492033","38.8","38.8","38.8"
"492296","40.2","40.2","40.2"
"493174","43.3","43.3","43.3"
"493491","39.6","39.6","39.6"
"493838","43.6","43.6","43.6"
"494002","43.8","43.8","43.8"
"494727","49.3","49.3","49.3"
"495128","48.4","48.4","48.4"
"495862","51.1","51.1","51.1"
"496311","51.3","51.3","51.3"
"496820","54.2","54.2","54.2"
"497131","52.7","52.7","52.7"
"497529","50.6","50.6","50.6"
"497774","53.4","53.4","53.4"
"498511","48.6","48.6","48.6"
"499506","53.2","53.2","53.2"
"500102","55.1","55.1","55.1"
"500641","58.1","58.1","58.1"
"500859","52.2","52.2","52.2"
"501551","54.9","54.9","54.9"
"502084","48.2","48.2","48.2"
"502596","43.4","43.4","43.4"
"502841","48.1","48.1","48.1"
"503113","45","45","45"
"503562","44.1","44.1","44.1"
"503993","44.9","44.9","44.9"
"504316","41","41","41"
"504579","36.3","36.3","36.3"
"505154","34.1","34.1","34.1"
"505591","30.5","30.5","30.5"
"506037","32.8","32.8","32.8"
"506693","33.9","33.9","33.9"
"506821","27.7","27.7","27.7"
"507024","22.9","22.9","22.9"
"507110","23.2","23.2","23.2"
"507547","21.9","21.9","21.9"
"508431","22.2","22.2","22.2"
"509294","27.4","27.4","27.4"
"509986","32.5","32.5","32.5"
"510612","35.3","35.3","35.3"
"510908","34.1","34.1","34.1"
"511717","33.6","33.6","33.6"
"512337","42.3","42.3","42.3"
"512945","47.6","47.6","47.6"
"513475","54.5","54.5","54.5"
"513930","54.3","54.3","54.3"
"514622","53.1","53.1","53.1"
"515194","47.9","47.9","47.9"
"515556","48.2","48.2","48.2"
"515756","47.2","47.2","47.2"
"516154","44.9","44.9","44.9"
"516645","53.1","53.1","53.1"
"516869","48.2","48.2","48.2"
"517603","48.9","48.9","48.9"
"517977","47.1","47.1","47.1"
"518489","45.8","45.8","45.8"
"518869","46.4","46.4","46.4"
"519156","46.9","46.9","46.9"
"519356","44.3","44.3","44.3"
"519997","43.5","43.5","43.5"
"520395","49.9","49.9","49.9"
"520754","42.9","42.9","42.9"
"521275","45.9","45.9","45.9"
"522138","45.5","45.5","45.5"
"522539","48.9","48.9","48.9"
"522730","46.9","46.9","46.9"
"523707","50.5","50.5","50.5"
"524141","56.8","56.8","56.8"
"524671","61","61","61"
"524937","64.9","64.9","64.9"
"525440","64.3","64.3","64.3"
"525853","63.9","63.9","63.9"
"526419","63","63","63"
"526898","60.5","60.5","60.5"
"527221","55.4","55.4","55.4"
"527634","54.6","54.6","54.6"
"528017","48.3","48.3","48.3"
"528532","48.5","48.5","48.5"
"529746","50.9","50.9","50.9"
"530825","48.4","48.4","48.4"
"531124","47.9","47.9","47.9"
"531471","50.4","50.4","50.4"
"532061","50.2","50.2","50.2"
"532501","52.6","52.6","52.6"
"533508","53.6","53.6","53.6"
"533831","55.4","55.4","55.4"
"534772","59.9","59.9","59.9"
"535275","60.1","60.1","60.1"
"535586","57.7","57.7","57.7"
"535723","54.3","54.3","54.3"
"535989","57.1","57.1","57.1"
"537002","55.5","55.5","55.5"
"537748","55.8","55.8","55.8"
"538047","52.6","52.6","52.6"
"538781","50.4","50.4","50.4"
"539434","50.5","50.5","50.5"
"540171","54.2","54.2","54.2"
"540356","47.9","47.9","47.9"
"540718","47.4","47.4","47.4"
"541164","53.9","53.9","53.9"
"541535","52.1","52.1","52.1"
"542095","55.8","55.8","55.8"
"542625","52.1","52.1","52.1"
"543461","56.6","56.6","56.6"
"544654","62.8","62.8","62.8"
"545460","64.9","64.9","64.9"
"546173","63.1","63.1","63.1"
"546511","63.3","63.3","63.3"
"546762","64.6","64.6","64.6"
"547355","62.8","62.8","62.8"
"548149","62.2","62.2","62.2"
"548862","60.3","60.3","60.3"
"549389","61.7","61.7","61.7"
"549532","55.3","55.3","55.3"
"549774","48.8","48.8","48.8"
"550349","47.3","47.3","47.3"
"550729","44.2","44.2","44.2"
"551094","48.6","48.6","48.6"
"552284","47.1","47.1","47.1"
"553399","48.3","48.3","48.3"
"554352","49.5","49.5","49.5"
"555146","55.3","55.3","55.3"
"555595","58.7","58.7","58.7"
"555681","57.9","57.9","57.9"
"556691","62.7","62.7","62.7"
"556912","65.5","65.5","65.5"
"557313","68.1","68.1","68.1"
"557741","65","65","65"
"558385","62.1","62.1","62.1"
"559347","63.3","63.3","63.3"
"559766","62","62","62"
"560692","57.4","57.4","57.4"
"561159","53.8","53.8","53.8"
"561860","58.7","58.7","58.7"
"562195","55.8","55.8","55.8"
"562848","56","56","56"
"563276","56.7","56.7","56.7"
"564376","58.2","58.2","58.2"
"564630","58.6","58.6","58.6"
"565637","57.8","57.8","57.8"
"566491","59.3","59.3","59.3"
"567477","58.7","58.7","58.7"
"568169","60.4","60.4","60.4"
"568705","58.5","58.5","58.5"
"569097","58.2","58.2","58.2"
"569789","54.4","54.4","54.4"
"570184","51.9","51.9","51.9"
"570834","52.3","52.3","52.3"
"571754","52.2","52.2","52.2"
"572386","53.6","53.6","53.6"
"573651","53.5","53.5","53.5"
"574376","56.4","56.4","56.4"
"575263","56.8","56.8","56.8"
"576051","59.7","59.7","59.7"
"578414","63.5","63.5","63.5"
"579091","64.3","64.3","64.3"
"579324","62.7","62.7","62.7"
"579647","59.1","59.1","59.1"
"580948","62","62","62"
"582183","57.1","57.1","57.1"
"582497","53.9","53.9","53.9"
"583462","51.3","51.3","51.3"
"583983","48.1","48.1","48.1"
"585395","44.7","44.7","44.7"
"585646","38.6","38.6","38.6"
"586365","44.2","44.2","44.2"
"586925","48.5","48.5","48.5"
"587308","54.3","54.3","54.3"
"588213","55.5","55.5","55.5"
"588749","56.8","56.8","56.8"
"589312","59.1","59.1","59.1"
"590292","59.5","59.5","59.5"
"590948","64.1","64.1","64.1"
"591439","67.3","67.3","67.3"
"592203","73","73","73"
"592559","71.2","71.2","71.2"
"592855","65.4","65.4","65.4"
"593913","63.4","63.4","63.4"
"594587","61.2","61.2","61.2"
"595060","57.4","57.4","57.4"
"596190","56.7","56.7","56.7"
"596315","50.7","50.7","50.7"
"597121","45.6","45.6","45.6"
"598203","45.1","45.1","45.1"
"598955","40.5","40.5","40.5"
"599293","36.9","36.9","36.9"
"599550","37.5","37.5","37.5"
"599801","35.5","35.5","35.5"
"600517","31","31","31"
"601572","35.6","35.6","35.6"
"601802","35.8","35.8","35.8"
"603505","42.7","42.7","42.7"
"606525","47.3","47.3","47.3"
"607280","46.9","46.9","46.9"
"608248","51.5","51.5","51.5"
"608691","54.7","54.7","54.7"
"608897","55.3","55.3","55.3"
"609319","55","55","55"
"610338","59.7","59.7","59.7"
"611501","56.2","56.2","56.2"
"611905","54.4","54.4","54.4"
"612978","55.2","55.2","55.2"
"613802","52.9","52.9","52.9"
"614419","51.7","51.7","51.7"
"614985","48.9","48.9","48.9"
"615947","51","51","51"
"616840","51.2","51.2","51.2"
"617607","53.9","53.9","53.9"
"618431","51.6","51.6","51.6"
"618859","52.4","52.4","52.4"
"620379","53.4","53.4","53.4"
"620675","47.7","47.7","47.7"
"621661","49.3","49.3","49.3"
"622485","47.6","47.6","47.6"
"623567","48.8","48.8","48.8"
"624367","42.9","42.9","42.9"
"625800","43.4","43.4","43.4"
"627005","47.1","47.1","47.1"
"627511","48.1","48.1","48.1"
"628380","54.9","54.9","54.9"
"629120","53.2","53.2","53.2"
"631090","59.4","59.4","59.4"
"631287","55.1","55.1","55.1"
"631502","53.6","53.6","53.6"
"632077","53.5","53.5","53.5"
"634041","59.1","59.1","59.1"
"635885","63.3","63.3","63.3"
"638065","62.4","62.4","62.4"
"639717","65.9","65.9","65.9"
"640385","61.9","61.9","61.9"
"641785","66.8","66.8","66.8"
"642012","63.7","63.7","63.7"
"642341","62.5","62.5","62.5"
"644110","67.3","67.3","67.3"
"646857","68.8","68.8","68.8"
"647426","65.8","65.8","65.8"
"648667","67.1","67.1","67.1"
"649722","59.6","59.6","59.6"
"650753","58.6","58.6","58.6"
"652816","59.4","59.4","59.4"
"654138","57.9","57.9","57.9"
"655304","59.9","59.9","59.9"
"655453","60.7","60.7","60.7"
"656550","58.9","58.9","58.9"
"657356","58.4","58.4","58.4"
"658489","59.8","59.8","59.8"
"659184","57.9","57.9","57.9"
"659843","58.7","58.7","58.7"
"662527","57.3","57.3","57.3"
"663417","55.8","55.8","55.8"
"664328","54.5","54.5","54.5"
"665212","53","53","53"
"666147","58.6","58.6","58.6"
"667808","64.2","64.2","64.2"
"668878","65.4","65.4","65.4"
"670710","65.2","65.2","65.2"
"671735","63.7","63.7","63.7"
"672793","65.9","65.9","65.9"
"673815","61.9","61.9","61.9"
"676352","57.7","57.7","57.7"
"676909","56","56","56"
"679083","55.4","55.4","55.4"
"680048","55.6","55.6","55.6"
"680668","46.8","46.8","46.8"
"681420","45.1","45.1","45.1"
"682355","45.5","45.5","45.5"
"684220","44.2","44.2","44.2"
"685017","48.3","48.3","48.3"
"686030","51.9","51.9","51.9"
"686650","58.6","58.6","58.6"
"688713","59","59","59"
"689195","59.4","59.4","59.4"
"690292","57.7","57.7","57.7"
"691182","65.7","65.7","65.7"
"692054","65.8","65.8","65.8"
"692581","59.6","59.6","59.6"
"693750","62.6","62.6","62.6"
"694385","59.2","59.2","59.2"
"695062","59.8","59.8","59.8"
"697773","59.9","59.9","59.9"
"698996","62","62","62"
"699556","61.6","61.6","61.6"
"700728","57","57","57"
"702389","56.3","56.3","56.3"
"703492","55.1","55.1","55.1"
"704064","61.9","61.9","61.9"
"707174","58.8","58.8","58.8"
"709210","59.3","59.3","59.3"
"710910","57.8","57.8","57.8"
"711218","56.3","56.3","56.3"
"712225","55.4","55.4","55.4"
"712515","54.8","54.8","54.8"
"713924","62.5","62.5","62.5"
"714340","56.1","56.1","56.1"
"715152","56.1","56.1","56.1"
"716540","55.2","55.2","55.2"
"717766","56.4","56.4","56.4"
"721857","55","55","55"
"723365","57.4","57.4","57.4"
"723910","55.7","55.7","55.7"
"725652","57","57","57"
"726830","59","59","59"
"728218","57.4","57.4","57.4"
"729255","59.8","59.8","59.8"
"730949","61.9","61.9","61.9"
"731836","61.8","61.8","61.8"
"733413","64.7","64.7","64.7"
"735728","64.2","64.2","64.2"
"737323","66.1","66.1","66.1"
"739266","69.7","69.7","69.7"
"740000","69.6","69.6","69.6"
"740656","71.6","71.6","71.6"
"742350","69","69","69"
"742928","70.9","70.9","70.9"
"744274","66.1","66.1","66.1"
"744825","64.5","64.5","64.5"
"745355","63","63","63"
"747139","66.8","66.8","66.8"
"748356","60.4","60.4","60.4"
"748733","59.2","59.2","59.2"
"750499","60","60","60"
"751956","60.7","60.7","60.7"
"753872","62.8","62.8","62.8"
"756346","65.3","65.3","65.3"
"758775","72.3","72.3","72.3"
"760211","72","72","72"
"760987","68","68","68"
"761568","67.6","67.6","67.6"
"761966","69","69","69"
"763267","69.6","69.6","69.6"
"764883","67.3","67.3","67.3"
"766121","64.5","64.5","64.5"
"767896","62","62","62"
"768558","59.9","59.9","59.9"
"770291","56.7","56.7","56.7"
"771472","54.2","54.2","54.2"
"775185","57.2","57.2","57.2"
"776267","55.9","55.9","55.9"
"778345","54.3","54.3","54.3"
"779706","52","52","52"
"780419","51.5","51.5","51.5"
"782800","52.1","52.1","52.1"
"784083","51.4","51.4","51.4"
"784787","49.6","49.6","49.6"
"787267","50.6","50.6","50.6"
"788769","52.6","52.6","52.6"
"790220","50.9","50.9","50.9"
"790555","46.7","46.7","46.7"
"792444","50.7","50.7","50.7"
"794678","53.2","53.2","53.2"
"795835","56.6","56.6","56.6"
"797883","52.3","52.3","52.3"
"801398","52.1","52.1","52.1"
"804202","55.4","55.4","55.4"
"804894","53.7","53.7","53.7"
"806762","50.8","50.8","50.8"
"808108","49.5","49.5","49.5"
"809181","54.6","54.6","54.6"
"810962","56.1","56.1","56.1"
"812581","50.6","50.6","50.6"
"814254","49.3","49.3","49.3"
"816368","54.7","54.7","54.7"
"818668","60.9","60.9","60.9"
"820227","60.7","60.7","60.7"
"821105","56.9","56.9","56.9"
"822637","56.1","56.1","56.1"
"825648","58.9","58.9","58.9"
"827999","60.2","60.2","60.2"
"829306","56.2","56.2","56.2"
"831459","57.7","57.7","57.7"
"832625","57.4","57.4","57.4"
"834349","51.3","51.3","51.3"
"835710","44.7","44.7","44.7"
"841061","43.3","43.3","43.3"
"843022","49.5","49.5","49.5"
"844608","55.1","55.1","55.1"
"847340","57.1","57.1","57.1"
"848212","56.2","56.2","56.2"
"849780","55.8","55.8","55.8"
"851789","58.8","58.8","58.8"
"853006","60.6","60.6","60.6"
"854769","64.8","64.8","64.8"
