"Step","cosmic-field-350 - mean_reward","cosmic-field-350 - mean_reward__MIN","cosmic-field-350 - mean_reward__MAX"
"1093412","80.8","80.8","80.8"
"1093619","80.2","80.2","80.2"
"1093970","80.5","80.5","80.5"
"1094223","79.6","79.6","79.6"
"1094492","79","79","79"
"1094731","80","80","80"
"1094960","75.1","75.1","75.1"
"1095173","75.1","75.1","75.1"
"1095398","73.6","73.6","73.6"
"1095701","75.5","75.5","75.5"
"1095912","75.5","75.5","75.5"
"1096187","81.2","81.2","81.2"
"1096442","82","82","82"
"1097007","80.4","80.4","80.4"
"1097240","77","77","77"
"1097463","76.4","76.4","76.4"
"1097746","80.9","80.9","80.9"
"1097939","79.9","79.9","79.9"
"1098194","84.7","84.7","84.7"
"1098457","85.8","85.8","85.8"
"1099204","90.2","90.2","90.2"
"1099453","86.2","86.2","86.2"
"1099798","88.7","88.7","88.7"
"1100481","89.6","89.6","89.6"
"1100644","84.4","84.4","84.4"
"1100837","82.9","82.9","82.9"
"1101030","78.6","78.6","78.6"
"1101311","80.4","80.4","80.4"
"1101580","77.9","77.9","77.9"
"1101825","73.3","73.3","73.3"
"1102214","74.1","74.1","74.1"
"1102419","71.7","71.7","71.7"
"1102656","70.5","70.5","70.5"
"1102935","69.8","69.8","69.8"
"1103190","76","76","76"
"1103453","78.3","78.3","78.3"
"1103690","83.2","83.2","83.2"
"1103923","84.3","84.3","84.3"
"1104228","85.1","85.1","85.1"
"1104425","81.7","81.7","81.7"
"1104696","77.5","77.5","77.5"
"1104869","73.5","73.5","73.5"
"1105656","72.3","72.3","72.3"
"1105919","74.9","74.9","74.9"
"1106150","73.9","73.9","73.9"
"1106419","74.9","74.9","74.9"
"1106642","69.6","69.6","69.6"
"1106873","68.7","68.7","68.7"
"1107124","70","70","70"
"1107307","71.6","71.6","71.6"
"1107568","75.8","75.8","75.8"
"1107799","82.9","82.9","82.9"
"1108032","82.4","82.4","82.4"
"1108269","78.8","78.8","78.8"
"1108526","81.5","81.5","81.5"
"1108703","75.1","75.1","75.1"
"1108940","78.6","78.6","78.6"
"1109173","78.6","78.6","78.6"
"1109342","70.8","70.8","70.8"
"1109623","76.4","76.4","76.4"
"1109892","74.4","74.4","74.4"
"1110003","66.2","66.2","66.2"
"1110236","63.5","63.5","63.5"
"1110513","63.6","63.6","63.6"
"1110734","57.8","57.8","57.8"
"1111001","66","66","66"
"1111248","66.5","66.5","66.5"
"1111547","71.4","71.4","71.4"
"1111778","77","77","77"
"1112053","75.4","75.4","75.4"
"1112238","70.9","70.9","70.9"
"1112491","79.7","79.7","79.7"
"1112700","81","81","81"
"1112945","79.7","79.7","79.7"
"1113220","84.5","84.5","84.5"
"1113487","81.8","81.8","81.8"
"1113830","76","76","76"
"1114057","73.4","73.4","73.4"
"1114298","74.7","74.7","74.7"
"1114491","68.4","68.4","68.4"
"1114770","74.4","74.4","74.4"
"1115015","74.8","74.8","74.8"
"1115512","80","80","80"
"1115751","81.6","81.6","81.6"
"1115988","80.6","80.6","80.6"
"1116269","73.9","73.9","73.9"
"1116534","80.9","80.9","80.9"
"1116889","79.3","79.3","79.3"
"1117132","78.9","78.9","78.9"
"1117309","80","80","80"
"1117520","72.4","72.4","72.4"
"1117761","71.8","71.8","71.8"
"1118046","66.7","66.7","66.7"
"1118319","68.1","68.1","68.1"
"1118788","68.5","68.5","68.5"
"1119039","76.2","76.2","76.2"
"1119284","75.7","75.7","75.7"
"1120005","69.8","69.8","69.8"
"1120288","71","71","71"
"1120481","69.6","69.6","69.6"
"1120700","73.3","73.3","73.3"
"1120953","72.1","72.1","72.1"
"1121156","71.6","71.6","71.6"
"1121431","71.4","71.4","71.4"
"1121686","69.6","69.6","69.6"
"1121957","69.9","69.9","69.9"
"1122424","70.7","70.7","70.7"
"1122781","78","78","78"
"1123256","72.6","72.6","72.6"
"1123503","77.6","77.6","77.6"
"1123652","72.5","72.5","72.5"
"1123751","64.8","64.8","64.8"
"1123962","66.1","66.1","66.1"
"1124213","63.9","63.9","63.9"
"1124482","64.5","64.5","64.5"
"1124751","66.8","66.8","66.8"
"1124986","65.9","65.9","65.9"
"1125191","61.9","61.9","61.9"
"1125388","59.4","59.4","59.4"
"1125595","58.4","58.4","58.4"
"1125804","63.1","63.1","63.1"
"1126005","69.9","69.9","69.9"
"1126304","71.3","71.3","71.3"
"1126545","70.5","70.5","70.5"
"1126820","75","75","75"
"1127075","75.3","75.3","75.3"
"1127280","72.3","72.3","72.3"
"1127541","73.2","73.2","73.2"
"1128368","77.2","77.2","77.2"
"1128665","81.5","81.5","81.5"
"1129470","84.4","84.4","84.4"
"1129727","86.3","86.3","86.3"
"1130000","88.5","88.5","88.5"
"1130259","89","89","89"
"1130494","85.5","85.5","85.5"
"1130767","79.4","79.4","79.4"
"1131068","85.1","85.1","85.1"
"1131305","87.7","87.7","87.7"
"1131564","91.9","91.9","91.9"
"1131843","93.6","93.6","93.6"
"1132070","91.6","91.6","91.6"
"1132325","90.2","90.2","90.2"
"1132526","82.5","82.5","82.5"
"1132785","84.7","84.7","84.7"
"1133022","84.2","84.2","84.2"
"1133275","86.5","86.5","86.5"
"1133542","83.3","83.3","83.3"
"1133785","82.2","82.2","82.2"
"1134042","81.4","81.4","81.4"
"1134263","75.6","75.6","75.6"
"1134450","72.8","72.8","72.8"
"1134689","71.5","71.5","71.5"
"1135082","78","78","78"
"1135403","76.7","76.7","76.7"
"1135642","77.9","77.9","77.9"
"1135867","77.5","77.5","77.5"
"1136072","75.7","75.7","75.7"
"1136307","74","74","74"
"1136548","70.5","70.5","70.5"
"1136811","75.1","75.1","75.1"
"1137138","79.3","79.3","79.3"
"1137367","79.9","79.9","79.9"
"1137608","80.5","80.5","80.5"
"1137863","83.2","83.2","83.2"
"1138072","80.2","80.2","80.2"
"1138341","80.2","80.2","80.2"
"1138620","86.3","86.3","86.3"
"1138887","89.3","89.3","89.3"
"1139090","85.4","85.4","85.4"
"1139297","81.2","81.2","81.2"
"1139556","75.8","75.8","75.8"
"1139781","75.1","75.1","75.1"
"1139958","69.6","69.6","69.6"
"1140151","62.2","62.2","62.2"
"1140408","66.1","66.1","66.1"
"1140657","69.4","69.4","69.4"
"1140946","65.7","65.7","65.7"
"1141173","65.1","65.1","65.1"
"1141432","66.3","66.3","66.3"
"1141663","68.4","68.4","68.4"
"1141850","69.1","69.1","69.1"
"1142131","77.3","77.3","77.3"
"1142282","74.1","74.1","74.1"
"1142581","76.6","76.6","76.6"
"1142864","75.2","75.2","75.2"
"1143091","72","72","72"
"1143354","72.5","72.5","72.5"
"1143799","74.7","74.7","74.7"
"1144078","81.7","81.7","81.7"
"1144325","80.3","80.3","80.3"
"1144632","85.9","85.9","85.9"
"1144855","78.8","78.8","78.8"
"1145202","88.4","88.4","88.4"
"1145469","91.9","91.9","91.9"
"1145710","92.5","92.5","92.5"
"1145939","89.2","89.2","89.2"
"1146192","84.7","84.7","84.7"
"1146469","86.3","86.3","86.3"
"1146862","82","82","82"
"1147109","81.6","81.6","81.6"
"1147332","75.9","75.9","75.9"
"1147591","78","78","78"
"1147868","81.2","81.2","81.2"
"1148119","79.9","79.9","79.9"
"1148368","81","81","81"
"1149321","86.4","86.4","86.4"
"1149548","89.7","89.7","89.7"
"1149777","85.3","85.3","85.3"
"1150014","87.7","87.7","87.7"
"1150251","87.9","87.9","87.9"
"1150512","92.5","92.5","92.5"
"1150767","90.1","90.1","90.1"
"1151004","84.7","84.7","84.7"
"1151281","86.1","86.1","86.1"
"1151522","83","83","83"
"1151771","80.9","80.9","80.9"
"1152008","80.5","80.5","80.5"
"1152239","80.7","80.7","80.7"
"1152388","73.3","73.3","73.3"
"1152623","74.2","74.2","74.2"
"1152872","76","76","76"
"1153137","79.8","79.8","79.8"
"1153366","76.8","76.8","76.8"
"1153581","72.3","72.3","72.3"
"1153914","74.6","74.6","74.6"
"1154169","77.2","77.2","77.2"
"1154414","77","77","77"
"1154661","73","73","73"
"1154996","80","80","80"
"1155319","79.8","79.8","79.8"
"1155436","70.4","70.4","70.4"
"1155631","65.2","65.2","65.2"
"1155878","68.2","68.2","68.2"
"1156245","73.4","73.4","73.4"
"1156476","73.5","73.5","73.5"
"1156695","68.1","68.1","68.1"
"1156870","64","64","64"
"1157683","66.9","66.9","66.9"
"1157966","67.6","67.6","67.6"
"1158217","69.9","69.9","69.9"
"1158464","78.7","78.7","78.7"
"1158687","77.6","77.6","77.6"
"1158922","77","77","77"
"1159199","78.7","78.7","78.7"
"1159402","74.5","74.5","74.5"
"1159621","77","77","77"
"1159862","80.2","80.2","80.2"
"1160073","78.8","78.8","78.8"
"1160306","74","74","74"
"1160545","73.5","73.5","73.5"
"1160900","72.4","72.4","72.4"
"1161125","72.3","72.3","72.3"
"1161350","71.6","71.6","71.6"
"1161611","69.2","69.2","69.2"
"1161852","72.8","72.8","72.8"
"1162071","72.9","72.9","72.9"
"1162530","73.9","73.9","73.9"
"1162687","70.6","70.6","70.6"
"1162932","73","73","73"
"1163075","64.7","64.7","64.7"
"1163358","69.2","69.2","69.2"
"1163477","65.5","65.5","65.5"
"1163750","64.2","64.2","64.2"
"1163979","62.9","62.9","62.9"
"1164214","59.4","59.4","59.4"
"1164457","59.3","59.3","59.3"
"1164716","60","60","60"
"1165187","65.9","65.9","65.9"
"1165464","67.7","67.7","67.7"
"1165609","68","68","68"
"1166696","62.9","62.9","62.9"
"1166959","70.4","70.4","70.4"
"1167202","72.6","72.6","72.6"
"1167403","67.1","67.1","67.1"
"1167634","70.6","70.6","70.6"
"1167877","71.4","71.4","71.4"
"1168038","64.5","64.5","64.5"
"1168305","65.9","65.9","65.9"
"1168634","66.6","66.6","66.6"
"1168903","75.7","75.7","75.7"
"1169150","75.6","75.6","75.6"
"1169365","71.9","71.9","71.9"
"1169608","70.9","70.9","70.9"
"1169837","75.6","75.6","75.6"
"1170094","71.9","71.9","71.9"
"1170341","74.1","74.1","74.1"
"1170568","78","78","78"
"1170803","76.7","76.7","76.7"
"1171006","70.2","70.2","70.2"
"1171227","66.6","66.6","66.6"
"1171456","67","67","67"
"1171649","66.1","66.1","66.1"
"1171778","59.6","59.6","59.6"
"1172011","61.3","61.3","61.3"
"1172262","66.1","66.1","66.1"
"1172737","65.1","65.1","65.1"
"1172942","65.4","65.4","65.4"
"1173167","66.1","66.1","66.1"
"1173408","71.7","71.7","71.7"
"1173527","65.4","65.4","65.4"
"1173768","64.4","64.4","64.4"
"1174077","71.6","71.6","71.6"
"1174334","79.5","79.5","79.5"
"1174503","73.5","73.5","73.5"
"1174732","71.1","71.1","71.1"
"1175049","72","72","72"
"1175338","74.6","74.6","74.6"
"1175577","75.6","75.6","75.6"
"1175802","75.1","75.1","75.1"
"1176109","81.1","81.1","81.1"
"1176346","81.1","81.1","81.1"
"1176573","77.8","77.8","77.8"
"1176820","76.4","76.4","76.4"
"1177049","80.6","80.6","80.6"
"1177308","80.9","80.9","80.9"
"1177539","79.3","79.3","79.3"
"1177754","74.9","74.9","74.9"
"1177947","68.5","68.5","68.5"
"1178196","69","69","69"
"1178451","71.5","71.5","71.5"
"1178618","66.4","66.4","66.4"
"1178913","66.4","66.4","66.4"
"1179178","67.9","67.9","67.9"
"1179735","70.9","70.9","70.9"
"1179974","70.8","70.8","70.8"
"1180181","68.9","68.9","68.9"
"1180392","68.5","68.5","68.5"
"1180627","71.5","71.5","71.5"
"1180804","65.7","65.7","65.7"
"1181033","64.8","64.8","64.8"
"1181136","63.2","63.2","63.2"
"1181393","63.1","63.1","63.1"
"1181628","62.6","62.6","62.6"
"1181883","64.1","64.1","64.1"
"1182106","62.9","62.9","62.9"
"1183133","65.8","65.8","65.8"
"1183428","70.2","70.2","70.2"
"1183651","72.9","72.9","72.9"
"1183806","72.5","72.5","72.5"
"1184301","76.3","76.3","76.3"
"1184590","84.7","84.7","84.7"
"1184797","83.6","83.6","83.6"
"1185038","81.5","81.5","81.5"
"1185309","79.1","79.1","79.1"
"1185534","80.7","80.7","80.7"
"1185743","77.9","77.9","77.9"
"1185956","75.8","75.8","75.8"
"1186177","72.1","72.1","72.1"
"1186456","79.4","79.4","79.4"
"1186667","71.7","71.7","71.7"
"1186910","71.7","71.7","71.7"
"1187141","73.4","73.4","73.4"
"1187256","67.7","67.7","67.7"
"1187509","68.9","68.9","68.9"
"1188026","71.4","71.4","71.4"
"1188303","74.1","74.1","74.1"
"1188540","76.1","76.1","76.1"
"1188741","76.5","76.5","76.5"
"1188950","73.2","73.2","73.2"
"1189289","80.8","80.8","80.8"
"1189562","85.5","85.5","85.5"
"1189785","86.5","86.5","86.5"
"1189944","88","88","88"
"1190215","84.6","84.6","84.6"
"1190426","80.7","80.7","80.7"
"1190673","79","79","79"
"1190874","77.4","77.4","77.4"
"1191105","79.3","79.3","79.3"
"1192342","79.3","79.3","79.3"
"1192547","73.2","73.2","73.2"
"1192798","65.7","65.7","65.7"
"1193971","62.3","62.3","62.3"
"1194256","72.2","72.2","72.2"
"1194495","72.7","72.7","72.7"
"1194744","75.5","75.5","75.5"
"1194959","73.9","73.9","73.9"
"1195174","71.4","71.4","71.4"
"1195303","64.9","64.9","64.9"
"1195564","68.1","68.1","68.1"
"1195805","69.1","69.1","69.1"
"1196036","69.6","69.6","69.6"
"1196251","68.7","68.7","68.7"
"1196518","65.2","65.2","65.2"
"1196739","66.3","66.3","66.3"
"1197002","64.1","64.1","64.1"
"1197179","61.4","61.4","61.4"
"1197434","67.1","67.1","67.1"
"1197715","74.7","74.7","74.7"
"1198010","74.4","74.4","74.4"
"1198277","77.4","77.4","77.4"
"1198492","76","76","76"
"1198739","80.1","80.1","80.1"
"1198968","77","77","77"
"1199171","74.4","74.4","74.4"
"1199480","71.2","71.2","71.2"
"1199709","76","76","76"
"1199984","78.3","78.3","78.3"
"1200213","75.6","75.6","75.6"
"1200696","76.2","76.2","76.2"
"1200909","74.9","74.9","74.9"
"1201168","81.1","81.1","81.1"
"1201417","79.7","79.7","79.7"
"1201658","81.3","81.3","81.3"
"1201879","83.6","83.6","83.6"
"1202112","89.7","89.7","89.7"
"1202709","90.3","90.3","90.3"
"1202914","84.9","84.9","84.9"
"1203057","80.4","80.4","80.4"
"1203282","77.4","77.4","77.4"
"1203487","75.4","75.4","75.4"
"1203778","73.1","73.1","73.1"
"1203989","72.7","72.7","72.7"
"1204226","73.4","73.4","73.4"
"1204849","74.8","74.8","74.8"
"1205090","70.5","70.5","70.5"
"1205297","68.4","68.4","68.4"
"1205502","69.9","69.9","69.9"
"1205623","69.3","69.3","69.3"
"1205876","73.6","73.6","73.6"
"1206129","74","74","74"
"1206338","71.6","71.6","71.6"
"1206599","72.1","72.1","72.1"
"1206854","74.9","74.9","74.9"
"1207137","74.5","74.5","74.5"
"1207386","77.9","77.9","77.9"
"1207657","80.1","80.1","80.1"
"1207884","78.5","78.5","78.5"
"1208097","85.6","85.6","85.6"
"1208766","82.5","82.5","82.5"
"1209009","84","84","84"
"1209248","85.9","85.9","85.9"
"1209511","88.8","88.8","88.8"
"1209790","91.4","91.4","91.4"
"1210057","89.8","89.8","89.8"
"1210284","85.5","85.5","85.5"
"1210493","83","83","83"
"1210744","85.8","85.8","85.8"
"1210979","84","84","84"
"1211248","82.8","82.8","82.8"
"1211497","80.6","80.6","80.6"
"1211704","78.1","78.1","78.1"
"1211955","76","76","76"
"1212180","70.6","70.6","70.6"
"1212459","72.8","72.8","72.8"
"1212720","77","77","77"
"1212945","75.6","75.6","75.6"
"1213484","75.9","75.9","75.9"
"1213763","78.8","78.8","78.8"
"1214200","80.3","80.3","80.3"
"1214471","82.5","82.5","82.5"
"1214740","87.2","87.2","87.2"
"1214987","88.6","88.6","88.6"
"1215310","93.4","93.4","93.4"
"1215579","92.9","92.9","92.9"
"1215930","94","94","94"
"1216195","96.1","96.1","96.1"
"1216478","95.8","95.8","95.8"
"1216705","92.7","92.7","92.7"
"1216942","91.3","91.3","91.3"
"1217101","83.8","83.8","83.8"
"1217674","83.9","83.9","83.9"
"1217931","84.4","84.4","84.4"
"1218098","74.1","74.1","74.1"
"1218347","75.6","75.6","75.6"
"1218618","78.2","78.2","78.2"
"1218899","84.3","84.3","84.3"
"1219108","81","81","81"
"1219361","86.3","86.3","86.3"
"1219584","87.3","87.3","87.3"
"1219839","97.3","97.3","97.3"
"1220074","95.3","95.3","95.3"
"1220351","92.8","92.8","92.8"
"1221292","98.2","98.2","98.2"
"1221493","90.4","90.4","90.4"
"1221668","78.8","78.8","78.8"
"1222035","72.5","72.5","72.5"
"1222306","75.1","75.1","75.1"
"1222569","77.5","77.5","77.5"
"1222830","80.3","80.3","80.3"
"1223091","78.1","78.1","78.1"
"1223302","74.6","74.6","74.6"
"1223579","75.4","75.4","75.4"
"1223776","72.6","72.6","72.6"
"1224029","79.5","79.5","79.5"
"1224350","86.2","86.2","86.2"
"1224575","84.8","84.8","84.8"
"1225388","82.6","82.6","82.6"
"1225851","77.5","77.5","77.5"
"1226076","74.7","74.7","74.7"
"1226321","73.4","73.4","73.4"
"1226526","72.5","72.5","72.5"
"1226917","65.4","65.4","65.4"
"1227122","62.7","62.7","62.7"
"1227531","60.9","60.9","60.9"
"1228598","63.5","63.5","63.5"
"1228719","58.7","58.7","58.7"
"1230242","60.8","60.8","60.8"
"1230467","57.7","57.7","57.7"
"1230754","61.4","61.4","61.4"
"1231001","60.6","60.6","60.6"
"1231228","63","63","63"
"1231473","70.2","70.2","70.2"
"1231728","79","79","79"
"1231981","79.3","79.3","79.3"
"1232240","80.5","80.5","80.5"
"1232487","89.6","89.6","89.6"
"1232742","89.7","89.7","89.7"
"1233073","90.9","90.9","90.9"
"1233304","88.3","88.3","88.3"
"1233607","90.1","90.1","90.1"
"1233834","89.7","89.7","89.7"
"1234055","88.9","88.9","88.9"
"1234288","86.2","86.2","86.2"
"1234559","87.8","87.8","87.8"
"1234834","85.3","85.3","85.3"
"1235033","80.5","80.5","80.5"
"1235252","78.7","78.7","78.7"
"1235639","80.9","80.9","80.9"
"1235916","82.5","82.5","82.5"
"1236497","90.7","90.7","90.7"
"1236890","93.6","93.6","93.6"
"1237139","94.3","94.3","94.3"
"1237356","94.5","94.5","94.5"
"1237589","93.6","93.6","93.6"
"1237854","93.6","93.6","93.6"
"1238133","99.2","99.2","99.2"
"1239028","101.2","101.2","101.2"
"1239279","101","101","101"
"1239556","103","103","103"
"1240327","95.8","95.8","95.8"
"1240480","88","88","88"
"1240753","88.2","88.2","88.2"
"1240986","86.8","86.8","86.8"
"1241313","88","88","88"
"1241664","90.3","90.3","90.3"
"1241959","87.1","87.1","87.1"
"1242246","84.8","84.8","84.8"
"1242517","84.9","84.9","84.9"
"1242852","80.7","80.7","80.7"
"1243075","79.1","79.1","79.1"
"1243582","86.5","86.5","86.5"
"1244429","86.4","86.4","86.4"
"1244678","89.7","89.7","89.7"
"1244903","87.4","87.4","87.4"
"1245140","83.9","83.9","83.9"
"1245403","86.9","86.9","86.9"
"1245654","86.2","86.2","86.2"
"1245915","88.3","88.3","88.3"
"1246170","90.7","90.7","90.7"
"1247079","92.9","92.9","92.9"
"1247284","90.8","90.8","90.8"
"1247499","89.4","89.4","89.4"
"1247856","87.7","87.7","87.7"
"1248103","88.2","88.2","88.2"
"1248356","87.8","87.8","87.8"
"1248537","79.9","79.9","79.9"
"1248844","82.8","82.8","82.8"
"1249101","83.7","83.7","83.7"
"1249364","83.6","83.6","83.6"
"1249709","77.6","77.6","77.6"
"1249956","80.9","80.9","80.9"
"1250207","80.2","80.2","80.2"
"1250486","83.7","83.7","83.7"
"1250781","85.7","85.7","85.7"
"1250982","84.2","84.2","84.2"
"1251211","87.8","87.8","87.8"
"1251640","87.3","87.3","87.3"
"1251849","81","81","81"
"1252066","76.6","76.6","76.6"
"1252291","80.5","80.5","80.5"
"1252578","84.2","84.2","84.2"
"1252791","84.8","84.8","84.8"
"1253062","82","82","82"
"1253329","81.1","81.1","81.1"
"1253548","82.8","82.8","82.8"
"1253845","85.6","85.6","85.6"
"1254054","81.6","81.6","81.6"
"1254417","84.9","84.9","84.9"
"1254676","88","88","88"
"1254921","89.9","89.9","89.9"
"1255134","82.9","82.9","82.9"
"1255363","84","84","84"
"1255578","81.8","81.8","81.8"
"1255803","79.9","79.9","79.9"
"1256052","82.3","82.3","82.3"
"1256295","82.5","82.5","82.5"
"1256522","85.9","85.9","85.9"
"1256789","84.8","84.8","84.8"
"1257052","83.9","83.9","83.9"
"1257305","84.1","84.1","84.1"
"1257516","82.5","82.5","82.5"
"1257733","81.4","81.4","81.4"
"1257984","84.6","84.6","84.6"
"1258257","85.6","85.6","85.6"
"1258516","85.8","85.8","85.8"
"1258745","79.8","79.8","79.8"
"1258900","73.6","73.6","73.6"
"1259145","74","74","74"
"1259554","76","76","76"
"1259803","76","76","76"
"1260082","78.8","78.8","78.8"
"1260223","72.7","72.7","72.7"
"1260466","65.6","65.6","65.6"
"1260941","64.4","64.4","64.4"
"1261178","61.1","61.1","61.1"
"1261417","65.1","65.1","65.1"
"1261654","71.2","71.2","71.2"
"1262055","70.3","70.3","70.3"
"1262444","68.7","68.7","68.7"
"1262727","65.8","65.8","65.8"
"1264338","64.3","64.3","64.3"
"1264601","71.5","71.5","71.5"
"1265072","74.6","74.6","74.6"
"1265281","73.8","73.8","73.8"
"1265486","72.8","72.8","72.8"
"1265923","75.7","75.7","75.7"
"1266132","71.2","71.2","71.2"
"1266391","74.9","74.9","74.9"
"1266692","74.6","74.6","74.6"
"1266897","70.5","70.5","70.5"
"1267370","71.8","71.8","71.8"
"1267611","71.7","71.7","71.7"
"1267848","72.6","72.6","72.6"
"1268121","73.7","73.7","73.7"
"1268362","75.4","75.4","75.4"
"1268627","75.1","75.1","75.1"
"1268886","78.9","78.9","78.9"
"1269083","73.9","73.9","73.9"
"1269300","73.6","73.6","73.6"
"1269469","73.1","73.1","73.1"
"1269734","73.2","73.2","73.2"
"1270001","76","76","76"
"1270168","70.9","70.9","70.9"
"1270425","72.8","72.8","72.8"
"1270656","72","72","72"
"1270887","69.9","69.9","69.9"
"1271126","65.9","65.9","65.9"
"1271371","68.8","68.8","68.8"
"1271954","68.4","68.4","68.4"
"1272159","72.4","72.4","72.4"
"1272412","73.8","73.8","73.8"
"1272669","70","70","70"
"1272942","77","77","77"
"1273205","76.7","76.7","76.7"
"1273424","74.1","74.1","74.1"
"1273705","76.5","76.5","76.5"
"1273892","78.2","78.2","78.2"
"1274147","80.2","80.2","80.2"
"1274300","74.2","74.2","74.2"
"1274541","77.6","77.6","77.6"
"1274772","76.7","76.7","76.7"
"1274957","74.6","74.6","74.6"
"1275196","72.8","72.8","72.8"
"1275413","71.8","71.8","71.8"
"1275684","77.1","77.1","77.1"
"1275929","74.4","74.4","74.4"
"1276532","79.4","79.4","79.4"
"1277053","80.9","80.9","80.9"
"1277326","90.1","90.1","90.1"
"1277507","83","83","83"
"1277750","81","81","81"
"1278009","82.3","82.3","82.3"
"1278252","83.3","83.3","83.3"
"1278475","83","83","83"
"1278654","75.9","75.9","75.9"
"1278833","71.8","71.8","71.8"
"1279060","71","71","71"
"1279875","67.2","67.2","67.2"
"1280118","64.9","64.9","64.9"
"1280353","70.5","70.5","70.5"
"1280612","76.3","76.3","76.3"
"1280883","82.5","82.5","82.5"
"1281112","81.1","81.1","81.1"
"1281277","75.3","75.3","75.3"
"1281556","82.7","82.7","82.7"
"1281797","86.6","86.6","86.6"
"1282330","87.6","87.6","87.6"
"1282521","83.9","83.9","83.9"
"1282798","82.9","82.9","82.9"
"1283275","75.6","75.6","75.6"
"1283524","72","72","72"
"1283759","67.5","67.5","67.5"
"1284148","69.1","69.1","69.1"
"1284417","78.5","78.5","78.5"
"1284662","77","77","77"
"1285337","74","74","74"
"1285594","74.3","74.3","74.3"
"1285895","81.2","81.2","81.2"
"1286138","83.8","83.8","83.8"
"1286385","92.7","92.7","92.7"
"1286618","92.6","92.6","92.6"
"1286875","94.9","94.9","94.9"
"1287118","95.3","95.3","95.3"
"1287361","90.8","90.8","90.8"
"1287556","86.4","86.4","86.4"
"1287793","91.6","91.6","91.6"
"1288012","89.4","89.4","89.4"
"1288243","85.1","85.1","85.1"
"1288470","79.5","79.5","79.5"
"1288639","72.1","72.1","72.1"
"1288896","69.7","69.7","69.7"
"1289207","67.7","67.7","67.7"
"1289430","66.8","66.8","66.8"
"1289643","67.4","67.4","67.4"
"1289864","70.3","70.3","70.3"
"1290127","73","73","73"
"1290466","74.4","74.4","74.4"
"1290709","76.4","76.4","76.4"
"1290936","77.8","77.8","77.8"
"1291177","85.3","85.3","85.3"
"1291454","89","89","89"
"1291687","90.2","90.2","90.2"
"1291988","93","93","93"
"1292193","91.1","91.1","91.1"
"1292446","94.1","94.1","94.1"
"1292659","89.1","89.1","89.1"
"1292886","88.7","88.7","88.7"
"1293113","87.1","87.1","87.1"
"1293326","83.4","83.4","83.4"
"1293577","83.3","83.3","83.3"
"1293792","79.7","79.7","79.7"
"1293997","74.6","74.6","74.6"
"1294226","70.2","70.2","70.2"
"1294467","73.5","73.5","73.5"
"1294694","71.6","71.6","71.6"
"1294929","73.5","73.5","73.5"
"1295128","71.2","71.2","71.2"
"1295335","66","66","66"
"1295638","71.3","71.3","71.3"
"1295765","61.8","61.8","61.8"
"1296006","64.4","64.4","64.4"
"1296221","65","65","65"
"1296460","64.9","64.9","64.9"
"1296673","62.5","62.5","62.5"
"1297092","61.9","61.9","61.9"
"1297339","60.1","60.1","60.1"
"1297782","62","62","62"
"1298031","70.6","70.6","70.6"
"1298286","72.3","72.3","72.3"
"1298505","78.4","78.4","78.4"
"1298700","74.3","74.3","74.3"
"1298929","77","77","77"
"1299142","74.6","74.6","74.6"
"1299379","72.7","72.7","72.7"
"1299618","69.7","69.7","69.7"
"1299855","71.1","71.1","71.1"
"1300088","71.2","71.2","71.2"
"1300353","72.4","72.4","72.4"
"1300588","69.6","69.6","69.6"
"1300775","65.9","65.9","65.9"
"1301034","68.5","68.5","68.5"
"1301435","68.5","68.5","68.5"
"1301644","71.8","71.8","71.8"
"1301801","68.5","68.5","68.5"
"1302002","70.2","70.2","70.2"
"1302229","69.1","69.1","69.1"
"1302562","72.2","72.2","72.2"
"1302771","65.5","65.5","65.5"
"1302978","61.5","61.5","61.5"
"1303257","64.3","64.3","64.3"
"1303458","62.5","62.5","62.5"
"1303723","66.1","66.1","66.1"
"1303936","62.6","62.6","62.6"
"1304175","69.8","69.8","69.8"
"1304418","71.9","71.9","71.9"
"1304621","70.7","70.7","70.7"
"1304868","69","69","69"
"1305143","70.2","70.2","70.2"
"1305342","71.1","71.1","71.1"
"1305573","73.7","73.7","73.7"
"1305804","76.6","76.6","76.6"
"1306029","69.5","69.5","69.5"
"1306262","72.3","72.3","72.3"
"1306451","67.8","67.8","67.8"
"1306716","67.5","67.5","67.5"
"1306951","69","69","69"
"1307198","68.4","68.4","68.4"
"1307449","69.3","69.3","69.3"
"1307656","71.8","71.8","71.8"
"1307913","74","74","74"
"1308154","71.4","71.4","71.4"
"1308373","73.8","73.8","73.8"
"1308620","75.3","75.3","75.3"
"1309041","82.2","82.2","82.2"
"1309284","82.2","82.2","82.2"
"1309501","79.2","79.2","79.2"
"1309738","79.1","79.1","79.1"
"1309995","80.9","80.9","80.9"
"1310848","79","79","79"
"1311097","77.7","77.7","77.7"
"1311418","80.5","80.5","80.5"
"1311683","81.6","81.6","81.6"
"1311804","74.4","74.4","74.4"
"1312043","73.4","73.4","73.4"
"1312252","71","71","71"
"1312447","69.2","69.2","69.2"
"1312618","62.8","62.8","62.8"
"1312817","57.6","57.6","57.6"
"1313056","60.4","60.4","60.4"
"1313275","55.1","55.1","55.1"
"1313510","54.8","54.8","54.8"
"1313681","50.4","50.4","50.4"
"1313908","58.3","58.3","58.3"
