"Step","kind-music-2 - immediate_reward","kind-music-2 - immediate_reward__MIN","kind-music-2 - immediate_reward__MAX"
"406216","2","2","2"
"406862","0","0","0"
"406884","0","0","0"
"406902","0","0","0"
"407165","0","0","0"
"408175","0","0","0"
"408412","0","0","0"
"408533","0","0","0"
"408884","0","0","0"
"408904","1","1","1"
"409036","0","0","0"
"409127","0","0","0"
"409145","0","0","0"
"409249","0","0","0"
"409371","0","0","0"
"409450","1","1","1"
"409520","1","1","1"
"409591","0","0","0"
"409673","0","0","0"
"409785","0","0","0"
"409860","0","0","0"
"409896","0","0","0"
"409982","0","0","0"
"410225","0","0","0"
"410362","0","0","0"
"410641","0","0","0"
"410888","0","0","0"
"410960","0","0","0"
"411020","0","0","0"
"411090","2","2","2"
"411207","1","1","1"
"411223","1","1","1"
"411273","0","0","0"
"411323","0","0","0"
"411329","0","0","0"
"412345","0","0","0"
"412427","0","0","0"
"412437","0","0","0"
"412492","0","0","0"
"412602","0","0","0"
"412646","0","0","0"
"412919","0","0","0"
"413218","1","1","1"
"413276","2","2","2"
"413629","2","2","2"
"413718","0","0","0"
"413790","0","0","0"
"414021","0","0","0"
"414095","2","2","2"
"414284","0","0","0"
"414286","0","0","0"
"414360","0","0","0"
"414785","0","0","0"
"415615","0","0","0"
"416020","0","0","0"
"416159","1","1","1"
"416209","0","0","0"
"416316","1","1","1"
"416792","0","0","0"
"416886","0","0","0"
"416998","0","0","0"
"417241","0","0","0"
"417281","0","0","0"
"417466","0","0","0"
"417542","0","0","0"
"417956","0","0","0"
"418301","0","0","0"
"418506","1","1","1"
"418574","0","0","0"
"418578","0","0","0"
"419137","0","0","0"
"419410","0","0","0"
"419436","1","1","1"
"419521","0","0","0"
"419607","0","0","0"
"419806","0","0","0"
"419884","0","0","0"
"419888","0","0","0"
"419947","0","0","0"
"420315","0","0","0"
"420500","0","0","0"
"420600","0","0","0"
"420822","1","1","1"
"421125","0","0","0"
"421195","1","1","1"
"421314","4","4","4"
"421510","0","0","0"
"421579","0","0","0"
"421746","0","0","0"
"421806","0","0","0"
"421814","0","0","0"
"422240","0","0","0"
"422570","0","0","0"
"422676","0","0","0"
"422748","0","0","0"
"422826","0","0","0"
"422965","0","0","0"
"423602","0","0","0"
"423682","0","0","0"
"423867","0","0","0"
"423917","0","0","0"
"424004","0","0","0"
"424102","0","0","0"
"424359","0","0","0"
"424454","0","0","0"
"424506","0","0","0"
"424530","0","0","0"
"424616","0","0","0"
"424740","0","0","0"
"425040","2","2","2"
"425130","0","0","0"
"425514","0","0","0"
"425542","0","0","0"
"425680","0","0","0"
"425684","0","0","0"
"425764","1","1","1"
"425870","0","0","0"
"425946","0","0","0"
"425975","0","0","0"
"426366","0","0","0"
"426513","0","0","0"
"426583","0","0","0"
"426667","1","1","1"
"426838","0","0","0"
"426844","0","0","0"
"426973","0","0","0"
"427141","0","0","0"
"427268","0","0","0"
"427278","1","1","1"
"427412","0","0","0"
"427442","0","0","0"
"427529","0","0","0"
"427559","0","0","0"
"427643","0","0","0"
"427709","2","2","2"
"427974","0","0","0"
"428052","0","0","0"
"428159","0","0","0"
"428209","1","1","1"
"428233","0","0","0"
"428323","0","0","0"
"428434","0","0","0"
"428484","0","0","0"
"428794","1","1","1"
"428862","0","0","0"
"428929","0","0","0"
"429426","0","0","0"
"429585","0","0","0"
"429721","0","0","0"
"429776","0","0","0"
"429941","1","1","1"
"430089","0","0","0"
"430129","0","0","0"
"430202","1","1","1"
"430356","0","0","0"
"430461","0","0","0"
"430615","2","2","2"
"430684","0","0","0"
"430802","0","0","0"
"430933","0","0","0"
"430977","4","4","4"
"431207","0","0","0"
"431573","0","0","0"
"431750","0","0","0"
"431864","2","2","2"
"432150","0","0","0"
"432449","0","0","0"
"432901","1","1","1"
"433222","0","0","0"
"433370","0","0","0"
"433457","1","1","1"
"433897","0","0","0"
"434015","0","0","0"
"434732","0","0","0"
"434973","0","0","0"
"435136","0","0","0"
"435538","1","1","1"
"435600","4","4","4"
"435644","0","0","0"
"436010","0","0","0"
"436028","1","1","1"
"436166","0","0","0"
"436855","0","0","0"
"436965","0","0","0"
"437076","0","0","0"
"437156","0","0","0"
"437329","2","2","2"
"437395","0","0","0"
"437433","0","0","0"
"437455","2","2","2"
"437477","0","0","0"
"437547","0","0","0"
"437752","4","4","4"
"437973","0","0","0"
"438045","0","0","0"
"438152","0","0","0"
"438310","0","0","0"
"438615","0","0","0"
"439114","0","0","0"
"439381","1","1","1"
"439535","0","0","0"
"439690","1","1","1"
"439722","0","0","0"
"439979","0","0","0"
"440041","0","0","0"
"440067","0","0","0"
"440184","2","2","2"
"440384","0","0","0"
"440469","0","0","0"
"440912","0","0","0"
"441258","1","1","1"
"441334","4","4","4"
"441384","0","0","0"
"441633","0","0","0"
"441709","0","0","0"
"441717","0","0","0"
"441812","0","0","0"
"441906","1","1","1"
"442294","0","0","0"
"442410","0","0","0"
"442565","0","0","0"
"442952","0","0","0"
"442992","0","0","0"
"443102","0","0","0"
"443299","0","0","0"
"443301","1","1","1"
"443471","2","2","2"
"443622","0","0","0"
"444001","0","0","0"
"444098","4","4","4"
"444140","0","0","0"
"444166","0","0","0"
"444182","0","0","0"
"444451","0","0","0"
"444548","0","0","0"
"444648","0","0","0"
"444888","0","0","0"
"444984","0","0","0"
"445132","0","0","0"
"445251","0","0","0"
"445326","1","1","1"
"445352","0","0","0"
"445500","0","0","0"
"445604","0","0","0"
"445703","0","0","0"
"445721","0","0","0"
"445835","2","2","2"
"446024","0","0","0"
"446121","0","0","0"
"446170","0","0","0"
"446190","1","1","1"
"446208","0","0","0"
"446232","0","0","0"
"446268","0","0","0"
"446272","0","0","0"
"446799","0","0","0"
"446884","0","0","0"
"446910","0","0","0"
"447083","0","0","0"
"447211","0","0","0"
"447273","0","0","0"
"447416","0","0","0"
"447454","0","0","0"
"447601","1","1","1"
"447697","0","0","0"
"447707","0","0","0"
"447741","0","0","0"
"447804","0","0","0"
"447812","0","0","0"
"448031","0","0","0"
"448033","0","0","0"
"448239","2","2","2"
"448285","0","0","0"
"448311","0","0","0"
"448325","0","0","0"
"448368","0","0","0"
"448396","0","0","0"
"448673","0","0","0"
"448856","0","0","0"
"448914","0","0","0"
"448962","0","0","0"
"449060","0","0","0"
"449290","0","0","0"
"449437","0","0","0"
"449467","1","1","1"
"449806","0","0","0"
"450196","0","0","0"
"450445","0","0","0"
"450459","4","4","4"
"450568","0","0","0"
"450618","0","0","0"
"450640","0","0","0"
"450755","0","0","0"
"450819","0","0","0"
"450905","2","2","2"
"451228","0","0","0"
"451230","0","0","0"
"451527","0","0","0"
"451590","0","0","0"
"451704","0","0","0"
"451778","0","0","0"
"451792","0","0","0"
"451889","0","0","0"
"451967","0","0","0"
"452027","0","0","0"
"452077","0","0","0"
"452124","1","1","1"
"452284","0","0","0"
"452298","0","0","0"
"452451","0","0","0"
"452797","0","0","0"
"453118","4","4","4"
"453363","0","0","0"
"453534","0","0","0"
"453578","1","1","1"
"454102","0","0","0"
"454114","0","0","0"
"454138","0","0","0"
"454186","4","4","4"
"454307","0","0","0"
"454496","0","0","0"
"454588","0","0","0"
"454814","0","0","0"
"454962","0","0","0"
"455030","0","0","0"
"455046","0","0","0"
"455079","0","0","0"
"455103","1","1","1"
"455117","0","0","0"
"455289","0","0","0"
"455352","1","1","1"
"455360","0","0","0"
"455400","1","1","1"
"455454","0","0","0"
"455600","0","0","0"
"455936","0","0","0"
"456173","1","1","1"
"456232","0","0","0"
"456342","0","0","0"
"456535","0","0","0"
"456617","0","0","0"
"456641","0","0","0"
"456818","0","0","0"
"457119","0","0","0"
"457449","0","0","0"
"457529","0","0","0"
"457566","0","0","0"
"457630","0","0","0"
"457787","0","0","0"
"458012","0","0","0"
"458016","0","0","0"
"458173","0","0","0"
"458414","0","0","0"
"458545","0","0","0"
"458715","0","0","0"
"458848","0","0","0"
"459017","0","0","0"
"459065","4","4","4"
"459115","0","0","0"
"459143","0","0","0"
"459292","0","0","0"
"459308","0","0","0"
"459632","0","0","0"
"459688","0","0","0"
"459722","0","0","0"
"459813","1","1","1"
"459849","0","0","0"
"459951","0","0","0"
"460041","0","0","0"
"460072","0","0","0"
"460114","0","0","0"
"460210","0","0","0"
"460226","4","4","4"
"460326","0","0","0"
"460413","0","0","0"
"460620","0","0","0"
"460630","0","0","0"
"460895","0","0","0"
"461094","2","2","2"
"461228","2","2","2"
"461253","0","0","0"
"461271","0","0","0"
"461383","1","1","1"
"461401","0","0","0"
"461494","0","0","0"
"461510","0","0","0"
"461532","1","1","1"
"461576","0","0","0"
"461811","2","2","2"
"461940","0","0","0"
"462233","0","0","0"
"462302","0","0","0"
"462423","0","0","0"
"462669","0","0","0"
"462794","1","1","1"
"463436","1","1","1"
"463662","0","0","0"
"463821","0","0","0"
"463829","0","0","0"
"463899","0","0","0"
"464081","2","2","2"
"464156","0","0","0"
"464410","0","0","0"
"464498","0","0","0"
"464538","0","0","0"
"464647","0","0","0"
"464743","0","0","0"
"464944","0","0","0"
"465141","0","0","0"
"465171","0","0","0"
"465330","0","0","0"
"465394","0","0","0"
"465482","0","0","0"
"465769","0","0","0"
"465868","0","0","0"
"466182","0","0","0"
"466348","0","0","0"
"466497","0","0","0"
"466670","0","0","0"
"466792","0","0","0"
"467013","0","0","0"
"467216","0","0","0"
"467270","0","0","0"
"467400","0","0","0"
"467465","1","1","1"
"467563","0","0","0"
"467595","0","0","0"
"467718","0","0","0"
"468424","0","0","0"
"468779","0","0","0"
"468810","1","1","1"
"469213","0","0","0"
"469427","0","0","0"
"469449","0","0","0"
"469698","0","0","0"
"470601","1","1","1"
"470663","0","0","0"
"470924","4","4","4"
"471083","0","0","0"
"471091","0","0","0"
"471318","0","0","0"
"471657","0","0","0"
"472052","0","0","0"
"472416","0","0","0"
"472650","0","0","0"
"472716","0","0","0"
"472883","0","0","0"
"472992","1","1","1"
"473002","0","0","0"
"473106","0","0","0"
"473170","0","0","0"
"473184","0","0","0"
"473423","0","0","0"
"473449","1","1","1"
"473471","0","0","0"
"473473","0","0","0"
"473572","0","0","0"
"473574","0","0","0"
"473616","0","0","0"
"474502","0","0","0"
"474707","1","1","1"
"474845","2","2","2"
"474873","4","4","4"
"475138","0","0","0"
"475251","0","0","0"
"475301","0","0","0"
"475327","0","0","0"
"475373","1","1","1"
"475588","0","0","0"
"475612","0","0","0"
"476230","4","4","4"
"476335","0","0","0"
"476351","0","0","0"
"476391","0","0","0"
"476403","0","0","0"
"476455","0","0","0"
"476542","1","1","1"
"476692","0","0","0"
"476822","1","1","1"
"476862","4","4","4"
"477186","0","0","0"
"477244","0","0","0"
"477276","0","0","0"
"477340","0","0","0"
"477523","0","0","0"
"477641","1","1","1"
"478831","0","0","0"
"478857","0","0","0"
"478907","1","1","1"
"479039","0","0","0"
"479338","0","0","0"
"479340","0","0","0"
"479523","0","0","0"
"479714","0","0","0"
"479728","0","0","0"
"479856","0","0","0"
"479860","0","0","0"
"480108","1","1","1"
"480164","0","0","0"
"480236","1","1","1"
"480447","1","1","1"
"480780","0","0","0"
"480932","0","0","0"
"481082","0","0","0"
"481473","0","0","0"
"481498","1","1","1"
"481748","0","0","0"
"481913","0","0","0"
"482319","0","0","0"
"482371","0","0","0"
"483290","0","0","0"
"483430","0","0","0"
"483784","1","1","1"
"483854","0","0","0"
"484486","0","0","0"
"484571","0","0","0"
"485121","0","0","0"
"485199","0","0","0"
"485370","0","0","0"
"485482","0","0","0"
"485505","0","0","0"
"485741","0","0","0"
"485848","0","0","0"
"486031","2","2","2"
"486073","0","0","0"
"486211","0","0","0"
"486213","0","0","0"
"486696","0","0","0"
"487133","0","0","0"
"487477","0","0","0"
"488105","0","0","0"
"488207","2","2","2"
"488414","1","1","1"
"488438","0","0","0"
"488510","0","0","0"
"488920","0","0","0"
"488962","0","0","0"
"489191","1","1","1"
"489257","0","0","0"
"489393","0","0","0"
"489518","1","1","1"
"489588","0","0","0"
"489679","0","0","0"
"490210","0","0","0"
"490543","0","0","0"
"490720","0","0","0"
"490764","0","0","0"
"491090","0","0","0"
"491212","0","0","0"
"491351","0","0","0"
"491411","0","0","0"
"491441","0","0","0"
"491579","0","0","0"
"491654","1","1","1"
"491822","0","0","0"
"491840","0","0","0"
"492563","1","1","1"
"492585","0","0","0"
"492605","0","0","0"
"492976","0","0","0"
"493367","1","1","1"
"493526","0","0","0"
"493858","2","2","2"
"494100","0","0","0"
"494149","0","0","0"
"494245","0","0","0"
"494548","0","0","0"
"494618","0","0","0"
"494849","0","0","0"
"495389","0","0","0"
"495792","1","1","1"
"495875","0","0","0"
"495959","1","1","1"
"496133","1","1","1"
"496268","0","0","0"
"496440","0","0","0"
"496614","0","0","0"
"496883","0","0","0"
"497445","0","0","0"
"497654","0","0","0"
"497788","4","4","4"
"497889","0","0","0"
"498079","0","0","0"
"498229","0","0","0"
"498390","2","2","2"
"498480","0","0","0"
"498623","2","2","2"
"498699","0","0","0"
"498832","0","0","0"
"498952","2","2","2"
"498978","0","0","0"
"499010","0","0","0"
"499207","1","1","1"
"499382","1","1","1"
"499424","0","0","0"
"500317","2","2","2"
"500423","0","0","0"
"500485","0","0","0"
"500523","0","0","0"
"500543","1","1","1"
"500686","0","0","0"
"501047","0","0","0"
"501073","0","0","0"
"501300","0","0","0"
"501326","0","0","0"
"501334","0","0","0"
"501364","0","0","0"
"501398","0","0","0"
"501467","0","0","0"
"501685","2","2","2"
"501741","0","0","0"
"501810","0","0","0"
"502004","0","0","0"
"502088","0","0","0"
"502096","0","0","0"
"502550","0","0","0"
"502832","0","0","0"
"502872","0","0","0"
"503619","1","1","1"
"503659","2","2","2"
"503808","1","1","1"
"503900","0","0","0"
"503946","0","0","0"
"503982","0","0","0"
"504044","0","0","0"
"504189","0","0","0"
"504247","1","1","1"
"504346","1","1","1"
"504410","2","2","2"
"504719","0","0","0"
"505114","0","0","0"
"505603","1","1","1"
"505607","0","0","0"
"505781","0","0","0"
"506024","0","0","0"
"506178","0","0","0"
"506725","0","0","0"
"507048","0","0","0"
"507066","0","0","0"
"507120","0","0","0"
"507124","0","0","0"
"507142","0","0","0"
"507234","0","0","0"
"507333","0","0","0"
"507574","0","0","0"
"507598","1","1","1"
"507614","0","0","0"
"507698","0","0","0"
"507834","0","0","0"
"507905","0","0","0"
"508063","0","0","0"
"508097","0","0","0"
"508326","0","0","0"
"508397","0","0","0"
"508439","1","1","1"
"508503","0","0","0"
"508745","0","0","0"
"508970","0","0","0"
"509032","0","0","0"
"509034","0","0","0"
"509093","0","0","0"
"509348","1","1","1"
"509655","0","0","0"
"509772","1","1","1"
"510189","2","2","2"
"510723","0","0","0"
"510955","0","0","0"
"511230","1","1","1"
"511290","2","2","2"
"511308","2","2","2"
"511320","0","0","0"
"511755","0","0","0"
"511916","0","0","0"
"511932","0","0","0"
"512163","0","0","0"
"512173","0","0","0"
"512527","0","0","0"
"512557","1","1","1"
"512649","1","1","1"
"512862","0","0","0"
"513031","0","0","0"
"513145","0","0","0"
"513943","0","0","0"
"513949","0","0","0"
"514461","0","0","0"
"514662","1","1","1"
"514721","0","0","0"
"514866","0","0","0"
"515441","0","0","0"
"515487","2","2","2"
"515700","0","0","0"
"515736","2","2","2"
"515750","2","2","2"
"515766","2","2","2"
"515886","0","0","0"
"516041","0","0","0"
"516190","0","0","0"
"516507","0","0","0"
"516677","0","0","0"
"516683","0","0","0"
"516836","0","0","0"
"516848","0","0","0"
"516894","0","0","0"
"516988","1","1","1"
"517081","0","0","0"
"517177","0","0","0"
"517223","0","0","0"
"517347","0","0","0"
"517417","0","0","0"
"517724","0","0","0"
"517831","0","0","0"
"517867","0","0","0"
"517963","0","0","0"
"518148","0","0","0"
"518188","0","0","0"
"518414","2","2","2"
"518451","1","1","1"
"518553","0","0","0"
"518627","1","1","1"
"519124","0","0","0"
"519126","0","0","0"
"519222","0","0","0"
"519544","0","0","0"
"519811","0","0","0"
"519989","0","0","0"
"520140","0","0","0"
"520157","0","0","0"
"520241","1","1","1"
"520361","0","0","0"
"520367","0","0","0"
"520407","0","0","0"
"520578","0","0","0"
"520634","0","0","0"
"520644","0","0","0"
"520972","0","0","0"
"521047","0","0","0"
"521081","1","1","1"
"521219","0","0","0"
"521382","0","0","0"
"521418","0","0","0"
"521448","2","2","2"
"521526","0","0","0"
"521647","0","0","0"
"521653","0","0","0"
"522656","0","0","0"
"522951","0","0","0"
"523130","0","0","0"
"523238","1","1","1"
"523297","0","0","0"
"523522","0","0","0"
"523536","0","0","0"
"523550","1","1","1"
"523672","0","0","0"
"523683","0","0","0"
"523837","0","0","0"
"524191","0","0","0"
"524253","0","0","0"
"524279","2","2","2"
"524365","2","2","2"
"524629","1","1","1"
"524800","0","0","0"
"524948","0","0","0"
"525561","0","0","0"
"525723","0","0","0"
"526028","0","0","0"
"526161","0","0","0"
"526401","0","0","0"
"526638","0","0","0"
"526721","0","0","0"
"526974","0","0","0"
"527104","0","0","0"
"527124","0","0","0"
"527136","0","0","0"
"527385","0","0","0"
"527466","1","1","1"
"527498","0","0","0"
"527561","0","0","0"
"527599","0","0","0"
"527822","0","0","0"
"527878","0","0","0"
"528087","0","0","0"
"528271","0","0","0"
"528438","0","0","0"
"528492","0","0","0"
"528562","0","0","0"
"528866","0","0","0"
"529400","0","0","0"
"529593","0","0","0"
"529759","0","0","0"
"529884","0","0","0"
"529968","0","0","0"
"530359","1","1","1"
"530647","2","2","2"
"530780","2","2","2"
"531161","1","1","1"
"531229","0","0","0"
"531302","0","0","0"
"531390","0","0","0"
"531438","0","0","0"
"531569","2","2","2"
"531573","4","4","4"
"531874","0","0","0"
"531973","1","1","1"
"531999","0","0","0"
"532304","2","2","2"
"532604","0","0","0"
"532712","0","0","0"
"532746","0","0","0"
"532920","0","0","0"
"533093","0","0","0"
"533199","0","0","0"
"533281","0","0","0"
"534023","0","0","0"
"534795","0","0","0"
"535187","0","0","0"
"535195","0","0","0"
"535287","2","2","2"
"535335","0","0","0"
"535545","0","0","0"
"535567","0","0","0"
"535647","0","0","0"
"535719","0","0","0"
"535751","0","0","0"
"535835","0","0","0"
"535901","0","0","0"
"536102","0","0","0"
"536196","3","3","3"
"536317","0","0","0"
"536700","3","3","3"
"536801","0","0","0"
"536953","0","0","0"
"537099","0","0","0"
"537188","1","1","1"
"537401","0","0","0"
"537461","0","0","0"
"537495","0","0","0"
"537543","2","2","2"
"537670","0","0","0"
"537967","0","0","0"
"538035","0","0","0"
"538143","0","0","0"
"538328","0","0","0"
"538700","0","0","0"
"538726","0","0","0"
"538824","0","0","0"
"538946","0","0","0"
"538987","0","0","0"
"538993","0","0","0"
"539001","0","0","0"
"539427","0","0","0"
"539501","0","0","0"
"540024","0","0","0"
"540194","0","0","0"
"540359","4","4","4"
"540463","0","0","0"
"540481","0","0","0"
"540490","0","0","0"
"540612","0","0","0"
"540616","0","0","0"
"540712","2","2","2"
"540951","0","0","0"
"540975","0","0","0"
"541020","0","0","0"
"541403","0","0","0"
"541639","0","0","0"
"541665","0","0","0"
"541681","0","0","0"
"541882","0","0","0"
"542228","1","1","1"
"542260","0","0","0"
"542266","1","1","1"
"542280","0","0","0"
"542416","2","2","2"
"542443","0","0","0"
"542729","0","0","0"
"542868","0","0","0"
"542912","1","1","1"
"543040","0","0","0"
"543442","0","0","0"
"543561","0","0","0"
"543830","0","0","0"
"543999","1","1","1"
"544258","0","0","0"
"544314","0","0","0"
"544369","0","0","0"
"544449","0","0","0"
"544740","4","4","4"
"544948","0","0","0"
"545139","0","0","0"
"545187","0","0","0"
"545332","0","0","0"
"545499","1","1","1"
"545734","0","0","0"
"545882","0","0","0"
"545984","0","0","0"
"546269","0","0","0"
"546295","0","0","0"
"546386","0","0","0"
"546548","2","2","2"
"546699","0","0","0"
"546879","2","2","2"
"547196","4","4","4"
"547206","0","0","0"
"547433","0","0","0"
"547628","0","0","0"
"547784","0","0","0"
"547810","0","0","0"
"547903","0","0","0"
"547913","0","0","0"
"548064","1","1","1"
"548887","0","0","0"
"548941","0","0","0"
"549005","1","1","1"
"549166","0","0","0"
"549172","0","0","0"
"549284","2","2","2"
"549691","0","0","0"
"549761","0","0","0"
"549914","0","0","0"
"549980","4","4","4"
"550050","0","0","0"
"550614","0","0","0"
"550762","0","0","0"
"550860","0","0","0"
"550890","0","0","0"
"551013","0","0","0"
"551344","0","0","0"
"551373","0","0","0"
"551393","1","1","1"
"551469","1","1","1"
"551657","2","2","2"
"551702","0","0","0"
"551708","0","0","0"
"551714","0","0","0"
"551860","0","0","0"
"551888","0","0","0"
"551922","0","0","0"
"552083","0","0","0"
"552101","0","0","0"
"552390","0","0","0"
"552506","0","0","0"
"552765","0","0","0"
"553024","0","0","0"
"553274","0","0","0"
"553501","0","0","0"
"553640","0","0","0"
"553895","0","0","0"
"554057","2","2","2"
"554093","0","0","0"
"554159","0","0","0"
"554316","0","0","0"
"554328","0","0","0"
"554372","0","0","0"
"554663","0","0","0"
"554851","0","0","0"
"555223","2","2","2"
"555386","0","0","0"
"556138","0","0","0"
"556153","0","0","0"
"556309","0","0","0"
"556347","2","2","2"
"556500","0","0","0"
"557517","0","0","0"
"557795","0","0","0"
"557864","0","0","0"
"557909","0","0","0"
"558422","0","0","0"
"558512","0","0","0"
"558650","0","0","0"
"558654","0","0","0"
"558777","0","0","0"
"559166","0","0","0"
"559176","0","0","0"
"559356","0","0","0"
"559432","0","0","0"
"559499","1","1","1"
"560009","0","0","0"
"560451","0","0","0"
"560631","0","0","0"
"560816","1","1","1"
"560947","1","1","1"
"561073","0","0","0"
"561133","2","2","2"
"561478","0","0","0"
"561564","0","0","0"
"561625","1","1","1"
"562046","2","2","2"
"562242","0","0","0"
"562276","0","0","0"
"562350","1","1","1"
"562626","0","0","0"
"562658","0","0","0"
"562694","0","0","0"
"563201","0","0","0"
"563219","0","0","0"
"563402","0","0","0"
"563548","0","0","0"
"563590","0","0","0"
"563681","0","0","0"
"564286","0","0","0"
"564392","0","0","0"
"564398","1","1","1"
"564404","0","0","0"
"564410","0","0","0"
"564751","0","0","0"
"565000","0","0","0"
"565092","0","0","0"
"565132","1","1","1"
"565271","0","0","0"
"566024","0","0","0"
"566250","2","2","2"
"566301","0","0","0"
"566371","0","0","0"
"566536","0","0","0"
"566588","0","0","0"
"566686","0","0","0"
"566688","0","0","0"
"566748","0","0","0"
"566792","0","0","0"
"566864","2","2","2"
"566918","0","0","0"
"566952","0","0","0"
"567012","0","0","0"
"567115","0","0","0"
"567175","1","1","1"
"567327","0","0","0"
"567666","0","0","0"
"567694","0","0","0"
"567706","0","0","0"
"567710","0","0","0"
"567815","0","0","0"
"567877","0","0","0"
"567895","0","0","0"
"567913","1","1","1"
"568413","0","0","0"
"568557","0","0","0"
"568708","0","0","0"
"568812","0","0","0"
"568935","1","1","1"
"568973","0","0","0"
"569123","4","4","4"
"569288","0","0","0"
"569489","0","0","0"
"569553","0","0","0"
"569607","0","0","0"
"569878","0","0","0"
"569936","0","0","0"
"570111","0","0","0"
"570149","1","1","1"
"570167","0","0","0"
"570275","1","1","1"
"571114","0","0","0"
"571386","0","0","0"
"571715","0","0","0"
"571863","3","3","3"
"571945","0","0","0"
"571997","0","0","0"
"572001","0","0","0"
"572080","0","0","0"
"572763","0","0","0"
"572876","0","0","0"
"572882","0","0","0"
"572918","0","0","0"
"573013","0","0","0"
"573204","0","0","0"
"573531","0","0","0"
"573671","0","0","0"
"573848","0","0","0"
"573982","0","0","0"
"574531","0","0","0"
"574736","4","4","4"
"575019","0","0","0"
"575068","0","0","0"
"575196","0","0","0"
"575234","4","4","4"
"575445","0","0","0"
"575519","0","0","0"
"575539","2","2","2"
"575545","2","2","2"
"575676","2","2","2"
"575696","0","0","0"
"575842","0","0","0"
"575917","0","0","0"
"576075","0","0","0"
"576384","0","0","0"
"576671","0","0","0"
"576910","0","0","0"
"576964","0","0","0"
"577441","0","0","0"
"577469","0","0","0"
"577473","1","1","1"
"577643","0","0","0"
"578237","0","0","0"
"578283","0","0","0"
"578400","0","0","0"
"578771","0","0","0"
"578793","2","2","2"
"578867","0","0","0"
"579094","0","0","0"
"579794","2","2","2"
"579937","1","1","1"
"580212","1","1","1"
"580420","0","0","0"
"580493","0","0","0"
"580507","1","1","1"
"580645","0","0","0"
"580743","1","1","1"
"580837","0","0","0"
"581074","0","0","0"
"581268","0","0","0"
"581337","1","1","1"
"581896","0","0","0"
"582036","4","4","4"
"582086","0","0","0"
"582375","0","0","0"
"582536","0","0","0"
"582736","0","0","0"
"582766","0","0","0"
"582779","0","0","0"
"583194","0","0","0"
"583369","0","0","0"
"583602","1","1","1"
"583777","0","0","0"
"583795","0","0","0"
"583863","0","0","0"
"584078","0","0","0"
"584192","0","0","0"
"584602","0","0","0"
"584904","0","0","0"
"585132","0","0","0"
"585237","0","0","0"
"585241","0","0","0"
"585363","0","0","0"
"585403","0","0","0"
"585758","0","0","0"
"585843","0","0","0"
"586033","0","0","0"
"586067","0","0","0"
"586071","0","0","0"
"587068","0","0","0"
"587100","0","0","0"
"587215","0","0","0"
"587355","2","2","2"
"587544","0","0","0"
"587640","1","1","1"
"587887","0","0","0"
"588009","0","0","0"
"588143","0","0","0"
"588221","0","0","0"
"588237","0","0","0"
"588356","0","0","0"
"588414","0","0","0"
"588456","0","0","0"
"588713","0","0","0"
"588765","0","0","0"
"588825","0","0","0"
"588884","0","0","0"
"589161","0","0","0"
"589201","0","0","0"
"589273","0","0","0"
"589522","0","0","0"
"589572","0","0","0"
"589644","2","2","2"
"589650","4","4","4"
"589957","0","0","0"
"590214","0","0","0"
"590467","2","2","2"
"590489","0","0","0"
"590582","0","0","0"
"590742","0","0","0"
"590858","0","0","0"
"590965","0","0","0"
"591031","0","0","0"
"591263","2","2","2"
"591273","0","0","0"
"591302","0","0","0"
"591415","0","0","0"
"591778","1","1","1"
"592388","0","0","0"
"592565","0","0","0"
"592791","0","0","0"
"592872","1","1","1"
"592950","0","0","0"
"593091","0","0","0"
"593113","0","0","0"
"593195","0","0","0"
"593564","0","0","0"
"593777","0","0","0"
"593922","0","0","0"
"594138","0","0","0"
"594156","2","2","2"
"594226","2","2","2"
"594762","0","0","0"
"594768","0","0","0"
"595100","0","0","0"
"595208","0","0","0"
"595219","0","0","0"
"595347","2","2","2"
"595349","2","2","2"
"595920","0","0","0"
"595985","0","0","0"
"596127","0","0","0"
"596363","0","0","0"
"596676","2","2","2"
"596907","0","0","0"
"597039","0","0","0"
"597389","0","0","0"
"597578","0","0","0"
"598176","0","0","0"
"598264","4","4","4"
"598376","0","0","0"
"598482","0","0","0"
"598514","0","0","0"
"598639","0","0","0"
"598849","0","0","0"
"598865","0","0","0"
"599009","0","0","0"
"599027","0","0","0"
"599170","0","0","0"
"599198","0","0","0"
"599258","1","1","1"
"599300","0","0","0"
"599404","0","0","0"
"599406","0","0","0"
"599515","0","0","0"
"599943","0","0","0"
"600216","0","0","0"
"600463","0","0","0"
"600523","1","1","1"
"600629","0","0","0"
"600914","0","0","0"
"601017","1","1","1"
"601077","0","0","0"
"601122","0","0","0"
"601126","0","0","0"
"601200","1","1","1"
"601234","0","0","0"
"601272","0","0","0"
"601388","0","0","0"
"601623","1","1","1"
"601759","0","0","0"
"601921","0","0","0"
"601973","0","0","0"
"602076","0","0","0"
"602144","0","0","0"
"602310","0","0","0"
"602344","0","0","0"
"602354","0","0","0"
"602369","0","0","0"
"602481","0","0","0"
"602606","0","0","0"
"602932","0","0","0"
"602986","0","0","0"
"603335","2","2","2"
"603708","1","1","1"
"604007","0","0","0"
"604009","0","0","0"
"604197","0","0","0"
"604282","0","0","0"
"604423","0","0","0"
"604529","2","2","2"
"604981","0","0","0"
"605083","0","0","0"
"605211","0","0","0"
"605217","0","0","0"
"605255","0","0","0"
"605480","1","1","1"
