"Step","eternal-fog-16 - mean_reward","eternal-fog-16 - mean_reward__MIN","eternal-fog-16 - mean_reward__MAX"
"3453","8.054761904761905","8.054761904761905","8.054761904761905"
"3533","7.0357142857142865","7.0357142857142865","7.0357142857142865"
"3619","6.264285714285715","6.264285714285715","6.264285714285715"
"3714","5.35","5.35","5.35"
"3812","5.035714285714286","5.035714285714286","5.035714285714286"
"3913","4.428571428571428","4.428571428571428","4.428571428571428"
"4008","5.2857142857142865","5.2857142857142865","5.2857142857142865"
"4088","4.080952380952381","4.080952380952381","4.080952380952381"
"4168","3.4095238095238094","3.4095238095238094","3.4095238095238094"
"4287","2.4857142857142853","2.4857142857142853","2.4857142857142853"
"4373","2.1095238095238096","2.1095238095238096","2.1095238095238096"
"4456","2.154761904761904","2.154761904761904","2.154761904761904"
"4551","1.8595238095238091","1.8595238095238091","1.8595238095238091"
"4634","2.852380952380952","2.852380952380952","2.852380952380952"
"4720","3.245238095238095","3.245238095238095","3.245238095238095"
"4815","3.5523809523809526","3.5523809523809526","3.5523809523809526"
"4898","2.7166666666666663","2.7166666666666663","2.7166666666666663"
"4978","4.25","4.25","4.25"
"5064","4.550000000000001","4.550000000000001","4.550000000000001"
"5144","4.752380952380952","4.752380952380952","4.752380952380952"
"5254","5.240476190476191","5.240476190476191","5.240476190476191"
"5331","5.711904761904763","5.711904761904763","5.711904761904763"
"5408","6.169047619047619","6.169047619047619","6.169047619047619"
"5512","7.280952380952383","7.280952380952383","7.280952380952383"
"5616","7.750000000000002","7.750000000000002","7.750000000000002"
"5693","7.928571428571431","7.928571428571431","7.928571428571431"
"5773","9.090476190476192","9.090476190476192","9.090476190476192"
"5877","9.071428571428573","9.071428571428573","9.071428571428573"
"5963","9.138095238095241","9.138095238095241","9.138095238095241"
"6061","9.357142857142858","9.357142857142858","9.357142857142858"
"6189","11.183333333333334","11.183333333333334","11.183333333333334"
"6281","11.790476190476193","11.790476190476193","11.790476190476193"
"6376","11.98571428571429","11.98571428571429","11.98571428571429"
"6465","10.978571428571431","10.978571428571431","10.978571428571431"
"6551","10.664285714285716","10.664285714285716","10.664285714285716"
"6628","11.05","11.05","11.05"
"6714","10.450000000000003","10.450000000000003","10.450000000000003"
"6812","9.502380952380953","9.502380952380953","9.502380952380953"
"6889","9.054761904761907","9.054761904761907","9.054761904761907"
"6957","8.55","8.55","8.55"
"7028","5.335714285714286","5.335714285714286","5.335714285714286"
"7114","4.180952380952381","4.180952380952381","4.180952380952381"
"7194","4.15","4.15","4.15"
"7286","2.878571428571429","2.878571428571429","2.878571428571429"
"7369","2.4095238095238103","2.4095238095238103","2.4095238095238103"
"7449","1.490476190476191","1.490476190476191","1.490476190476191"
"7559","1.8714285714285714","1.8714285714285714","1.8714285714285714"
"7672","2.1214285714285714","2.1214285714285714","2.1214285714285714"
"7791","3.652380952380953","3.652380952380953","3.652380952380953"
"7880","3.923809523809524","3.923809523809524","3.923809523809524"
"7969","4.745238095238096","4.745238095238096","4.745238095238096"
"8043","4.873809523809524","4.873809523809524","4.873809523809524"
"8120","4.345238095238097","4.345238095238097","4.345238095238097"
"8194","5.00952380952381","5.00952380952381","5.00952380952381"
"8283","5.192857142857143","5.192857142857143","5.192857142857143"
"8372","5.335714285714286","5.335714285714286","5.335714285714286"
"8455","4.96904761904762","4.96904761904762","4.96904761904762"
"8523","4.478571428571429","4.478571428571429","4.478571428571429"
"8618","3.788095238095238","3.788095238095238","3.788095238095238"
"8725","4.797619047619048","4.797619047619048","4.797619047619048"
"8817","5.0357142857142865","5.0357142857142865","5.0357142857142865"
"8903","5.188095238095238","5.188095238095238","5.188095238095238"
"8998","5.038095238095239","5.038095238095239","5.038095238095239"
"9075","4.933333333333334","4.933333333333334","4.933333333333334"
"9161","4.392857142857143","4.392857142857143","4.392857142857143"
"9250","4.842857142857143","4.842857142857143","4.842857142857143"
"9330","5.095238095238097","5.095238095238097","5.095238095238097"
"9401","5.469047619047621","5.469047619047621","5.469047619047621"
"9496","4.880952380952382","4.880952380952382","4.880952380952382"
"9591","3.8714285714285728","3.8714285714285728","3.8714285714285728"
"9734","3.6428571428571432","3.6428571428571432","3.6428571428571432"
"9829","4.65952380952381","4.65952380952381","4.65952380952381"
"9903","5.3309523809523816","5.3309523809523816","5.3309523809523816"
"9992","6.1642857142857155","6.1642857142857155","6.1642857142857155"
"10087","6.390476190476191","6.390476190476191","6.390476190476191"
"10197","7.314285714285715","7.314285714285715","7.314285714285715"
"10274","6.935714285714286","6.935714285714286","6.935714285714286"
"10372","7.216666666666667","7.216666666666667","7.216666666666667"
"10461","7.526190476190476","7.526190476190476","7.526190476190476"
"10535","7.226190476190477","7.226190476190477","7.226190476190477"
"10621","7.402380952380952","7.402380952380952","7.402380952380952"
"10710","6.273809523809524","6.273809523809524","6.273809523809524"
"10817","6.854761904761905","6.854761904761905","6.854761904761905"
"10903","6.071428571428572","6.071428571428572","6.071428571428572"
"11025","5.852380952380953","5.852380952380953","5.852380952380953"
"11105","4.973809523809524","4.973809523809524","4.973809523809524"
"11191","5.3500000000000005","5.3500000000000005","5.3500000000000005"
"11271","5.300000000000001","5.300000000000001","5.300000000000001"
"11351","4.916666666666667","4.916666666666667","4.916666666666667"
"11437","5.933333333333333","5.933333333333333","5.933333333333333"
"11514","6.047619047619048","6.047619047619048","6.047619047619048"
"11600","6.502380952380953","6.502380952380953","6.502380952380953"
"11716","5.661904761904763","5.661904761904763","5.661904761904763"
"11811","5.600000000000001","5.600000000000001","5.600000000000001"
"11903","6.292857142857144","6.292857142857144","6.292857142857144"
"11995","6.688095238095239","6.688095238095239","6.688095238095239"
"12096","6.164285714285715","6.164285714285715","6.164285714285715"
"12170","5.4071428571428575","5.4071428571428575","5.4071428571428575"
"12268","5.75952380952381","5.75952380952381","5.75952380952381"
"12342","5.2023809523809526","5.2023809523809526","5.2023809523809526"
"12440","5.228571428571429","5.228571428571429","5.228571428571429"
"12538","5.304761904761905","5.304761904761905","5.304761904761905"
"12615","5.766666666666667","5.766666666666667","5.766666666666667"
"12722","6.871428571428571","6.871428571428571","6.871428571428571"
"12829","6.342857142857142","6.342857142857142","6.342857142857142"
"12927","7.047619047619048","7.047619047619048","7.047619047619048"
"13013","7.557142857142857","7.557142857142857","7.557142857142857"
"13111","9.104761904761904","9.104761904761904","9.104761904761904"
"13224","9.392857142857142","9.392857142857142","9.392857142857142"
"13310","9.81904761904762","9.81904761904762","9.81904761904762"
"13399","8.988095238095237","8.988095238095237","8.988095238095237"
"13473","7.6833333333333345","7.6833333333333345","7.6833333333333345"
"13556","7.907142857142858","7.907142857142858","7.907142857142858"
"13630","6.395238095238096","6.395238095238096","6.395238095238096"
"13710","6.3571428571428585","6.3571428571428585","6.3571428571428585"
"13796","5.078571428571429","5.078571428571429","5.078571428571429"
"13885","5.066666666666667","5.066666666666667","5.066666666666667"
"13956","3.9761904761904767","3.9761904761904767","3.9761904761904767"
"14045","3.557142857142858","3.557142857142858","3.557142857142858"
"14119","2.55","2.55","2.55"
"14229","3.3999999999999995","3.3999999999999995","3.3999999999999995"
"14333","4.7857142857142865","4.7857142857142865","4.7857142857142865"
"14431","5.364285714285714","5.364285714285714","5.364285714285714"
"14517","7.269047619047619","7.269047619047619","7.269047619047619"
"14612","7.4976190476190485","7.4976190476190485","7.4976190476190485"
"14776","8.00952380952381","8.00952380952381","8.00952380952381"
"14895","8.183333333333334","8.183333333333334","8.183333333333334"
"14969","8.502380952380951","8.502380952380951","8.502380952380951"
"15043","7.959523809523809","7.959523809523809","7.959523809523809"
"15138","9.442857142857141","9.442857142857141","9.442857142857141"
"15227","9.135714285714284","9.135714285714284","9.135714285714284"
"15322","9.185714285714287","9.185714285714287","9.185714285714287"
"15402","7.240476190476189","7.240476190476189","7.240476190476189"
"15479","6.154761904761904","6.154761904761904","6.154761904761904"
"15568","6.038095238095238","6.038095238095238","6.038095238095238"
"15672","6.161904761904762","6.161904761904762","6.161904761904762"
"15749","5.5476190476190474","5.5476190476190474","5.5476190476190474"
"15844","5.4452380952380945","5.4452380952380945","5.4452380952380945"
"15948","6.519047619047621","6.519047619047621","6.519047619047621"
"16034","5.719047619047619","5.719047619047619","5.719047619047619"
"16132","5.616666666666666","5.616666666666666","5.616666666666666"
"16212","4.29047619047619","4.29047619047619","4.29047619047619"
"16304","5.995238095238096","5.995238095238096","5.995238095238096"
"16405","7.030952380952383","7.030952380952383","7.030952380952383"
"16488","6.476190476190476","6.476190476190476","6.476190476190476"
"16583","6.595238095238095","6.595238095238095","6.595238095238095"
"16672","7.240476190476191","7.240476190476191","7.240476190476191"
"16752","7.523809523809524","7.523809523809524","7.523809523809524"
"16835","7.440476190476192","7.440476190476192","7.440476190476192"
"16921","7.426190476190476","7.426190476190476","7.426190476190476"
"17013","8.052380952380954","8.052380952380954","8.052380952380954"
"17108","8.942857142857145","8.942857142857145","8.942857142857145"
"17197","8.595238095238095","8.595238095238095","8.595238095238095"
"17274","7.519047619047619","7.519047619047619","7.519047619047619"
"17366","8.590476190476192","8.590476190476192","8.590476190476192"
"17449","7.545238095238096","7.545238095238096","7.545238095238096"
"17544","7.864285714285714","7.864285714285714","7.864285714285714"
"17639","7.9785714285714295","7.9785714285714295","7.9785714285714295"
"17722","7.5023809523809515","7.5023809523809515","7.5023809523809515"
"17817","7.433333333333333","7.433333333333333","7.433333333333333"
"17900","6.595238095238097","6.595238095238097","6.595238095238097"
"17983","6.140476190476191","6.140476190476191","6.140476190476191"
"18087","5.795238095238096","5.795238095238096","5.795238095238096"
"18212","5.2904761904761894","5.2904761904761894","5.2904761904761894"
"18328","4.59047619047619","4.59047619047619","4.59047619047619"
"18414","5.4261904761904765","5.4261904761904765","5.4261904761904765"
"18515","4.842857142857143","4.842857142857143","4.842857142857143"
"18616","4.807142857142858","4.807142857142858","4.807142857142858"
"18741","6.295238095238096","6.295238095238096","6.295238095238096"
"18830","6.514285714285715","6.514285714285715","6.514285714285715"
"18928","7.957142857142857","7.957142857142857","7.957142857142857"
"19008","8.3","8.3","8.3"
"19094","7.907142857142857","7.907142857142857","7.907142857142857"
"19171","8.30952380952381","8.30952380952381","8.30952380952381"
"19320","10.576190476190478","10.576190476190478","10.576190476190478"
"19400","10.873809523809523","10.873809523809523","10.873809523809523"
"19480","11.380952380952381","11.380952380952381","11.380952380952381"
"19578","11.502380952380951","11.502380952380951","11.502380952380951"
"19652","10.414285714285716","10.414285714285716","10.414285714285716"
"19735","10.254761904761905","10.254761904761905","10.254761904761905"
"19833","9.554761904761907","9.554761904761907","9.554761904761907"
"19904","9.12857142857143","9.12857142857143","9.12857142857143"
"19996","11.233333333333334","11.233333333333334","11.233333333333334"
"20073","11.38809523809524","11.38809523809524","11.38809523809524"
"20156","9.192857142857143","9.192857142857143","9.192857142857143"
"20239","8.128571428571428","8.128571428571428","8.128571428571428"
"20340","7.461904761904762","7.461904761904762","7.461904761904762"
"20423","7.0857142857142845","7.0857142857142845","7.0857142857142845"
"20521","6.628571428571428","6.628571428571428","6.628571428571428"
"20607","6.614285714285714","6.614285714285714","6.614285714285714"
"20693","5.488095238095237","5.488095238095237","5.488095238095237"
"20794","6.483333333333334","6.483333333333334","6.483333333333334"
"20895","5.128571428571429","5.128571428571429","5.128571428571429"
"21002","5.073809523809524","5.073809523809524","5.073809523809524"
"21091","4.550000000000001","4.550000000000001","4.550000000000001"
"21195","4.295238095238096","4.295238095238096","4.295238095238096"
"21299","5.052380952380953","5.052380952380953","5.052380952380953"
"21394","4.873809523809525","4.873809523809525","4.873809523809525"
"21486","5.8500000000000005","5.8500000000000005","5.8500000000000005"
"21563","5.795238095238096","5.795238095238096","5.795238095238096"
"21655","6.500000000000002","6.500000000000002","6.500000000000002"
"21765","6.042857142857143","6.042857142857143","6.042857142857143"
"21857","5.678571428571429","5.678571428571429","5.678571428571429"
"21940","4.938095238095238","4.938095238095238","4.938095238095238"
"22044","5.511904761904762","5.511904761904762","5.511904761904762"
"22139","6.533333333333334","6.533333333333334","6.533333333333334"
"22264","6.283333333333334","6.283333333333334","6.283333333333334"
"22350","6.1833333333333345","6.1833333333333345","6.1833333333333345"
"22427","5.688095238095238","5.688095238095238","5.688095238095238"
"22519","6.361904761904762","6.361904761904762","6.361904761904762"
"22632","6.130952380952381","6.130952380952381","6.130952380952381"
"22730","6.080952380952381","6.080952380952381","6.080952380952381"
"22822","5.780952380952382","5.780952380952382","5.780952380952382"
"22896","6.447619047619048","6.447619047619048","6.447619047619048"
"22982","6.9976190476190485","6.9976190476190485","6.9976190476190485"
"23071","6.635714285714286","6.635714285714286","6.635714285714286"
"23157","6.373809523809523","6.373809523809523","6.373809523809523"
"23264","7.033333333333333","7.033333333333333","7.033333333333333"
"23341","6.538095238095238","6.538095238095238","6.538095238095238"
"23466","6.842857142857142","6.842857142857142","6.842857142857142"
"23558","7.061904761904762","7.061904761904762","7.061904761904762"
"23662","8.404761904761905","8.404761904761905","8.404761904761905"
"23739","8.321428571428573","8.321428571428573","8.321428571428573"
"23849","8.914285714285715","8.914285714285715","8.914285714285715"
"23959","8.502380952380953","8.502380952380953","8.502380952380953"
"24042","8.654761904761903","8.654761904761903","8.654761904761903"
"24119","7.926190476190476","7.926190476190476","7.926190476190476"
"24214","6.95","6.95","6.95"
"24294","7.321428571428572","7.321428571428572","7.321428571428572"
"24374","6.226190476190476","6.226190476190476","6.226190476190476"
"24490","7.026190476190476","7.026190476190476","7.026190476190476"
"24627","6.073809523809523","6.073809523809523","6.073809523809523"
"24734","6.721428571428571","6.721428571428571","6.721428571428571"
"24817","6.661904761904762","6.661904761904762","6.661904761904762"
"24900","6.592857142857143","6.592857142857143","6.592857142857143"
"24995","7.288095238095238","7.288095238095238","7.288095238095238"
"25078","7.638095238095239","7.638095238095239","7.638095238095239"
"25167","7.983333333333334","7.983333333333334","7.983333333333334"
"25235","7.521428571428572","7.521428571428572","7.521428571428572"
"25318","8.01904761904762","8.01904761904762","8.01904761904762"
"25386","6.40952380952381","6.40952380952381","6.40952380952381"
"25478","6.116666666666667","6.116666666666667","6.116666666666667"
"25591","5.826190476190477","5.826190476190477","5.826190476190477"
"25686","6.154761904761905","6.154761904761905","6.154761904761905"
"25766","5.799999999999999","5.799999999999999","5.799999999999999"
"25843","4.980952380952381","4.980952380952381","4.980952380952381"
"25950","5.00952380952381","5.00952380952381","5.00952380952381"
"26027","5.2142857142857135","5.2142857142857135","5.2142857142857135"
"26134","6.06904761904762","6.06904761904762","6.06904761904762"
"26211","5.7476190476190485","5.7476190476190485","5.7476190476190485"
"26291","6.133333333333335","6.133333333333335","6.133333333333335"
"26377","5.792857142857144","5.792857142857144","5.792857142857144"
"26472","6.052380952380953","6.052380952380953","6.052380952380953"
"26582","5.55952380952381","5.55952380952381","5.55952380952381"
"26665","5.345238095238097","5.345238095238097","5.345238095238097"
"26751","6.576190476190478","6.576190476190478","6.576190476190478"
"26852","7.121428571428571","7.121428571428571","7.121428571428571"
"26953","7.826190476190478","7.826190476190478","7.826190476190478"
"27030","7.373809523809524","7.373809523809524","7.373809523809524"
"27104","6.554761904761904","6.554761904761904","6.554761904761904"
"27232","7.423809523809524","7.423809523809524","7.423809523809524"
"27336","8.007142857142858","8.007142857142858","8.007142857142858"
"27410","7.897619047619048","7.897619047619048","7.897619047619048"
"27529","7.352380952380953","7.352380952380953","7.352380952380953"
"27612","7.4976190476190485","7.4976190476190485","7.4976190476190485"
"27701","5.985714285714286","5.985714285714286","5.985714285714286"
"27790","5.445238095238096","5.445238095238096","5.445238095238096"
"27861","4.65952380952381","4.65952380952381","4.65952380952381"
"27944","5.471428571428572","5.471428571428572","5.471428571428572"
"28045","6.354761904761906","6.354761904761906","6.354761904761906"
"28128","5.602380952380953","5.602380952380953","5.602380952380953"
"28232","6.2142857142857135","6.2142857142857135","6.2142857142857135"
"28324","5.847619047619048","5.847619047619048","5.847619047619048"
"28443","5.873809523809524","5.873809523809524","5.873809523809524"
"28520","6.4833333333333325","6.4833333333333325","6.4833333333333325"
"28597","6.921428571428573","6.921428571428573","6.921428571428573"
"28698","7.571428571428572","7.571428571428572","7.571428571428572"
"28787","7.576190476190478","7.576190476190478","7.576190476190478"
"28867","7.500000000000002","7.500000000000002","7.500000000000002"
"28956","7.8571428571428585","7.8571428571428585","7.8571428571428585"
"29075","7.533333333333334","7.533333333333334","7.533333333333334"
"29158","7.007142857142858","7.007142857142858","7.007142857142858"
"29268","7.140476190476193","7.140476190476193","7.140476190476193"
"29363","7.135714285714286","7.135714285714286","7.135714285714286"
"29452","7.642857142857144","7.642857142857144","7.642857142857144"
"29535","7.611904761904762","7.611904761904762","7.611904761904762"
"29615","6.9976190476190485","6.9976190476190485","6.9976190476190485"
"29710","7.333333333333334","7.333333333333334","7.333333333333334"
"29793","7.278571428571428","7.278571428571428","7.278571428571428"
"29891","7.014285714285714","7.014285714285714","7.014285714285714"
"29986","8.176190476190476","8.176190476190476","8.176190476190476"
"30066","7.671428571428571","7.671428571428571","7.671428571428571"
"30173","7.116666666666665","7.116666666666665","7.116666666666665"
"30253","7.364285714285714","7.364285714285714","7.364285714285714"
"30339","6.8952380952380965","6.8952380952380965","6.8952380952380965"
"30446","6.680952380952381","6.680952380952381","6.680952380952381"
"30547","8.104761904761906","8.104761904761906","8.104761904761906"
"30633","8.32857142857143","8.32857142857143","8.32857142857143"
"30716","8.040476190476191","8.040476190476191","8.040476190476191"
"30808","7.695238095238096","7.695238095238096","7.695238095238096"
"30894","6.857142857142857","6.857142857142857","6.857142857142857"
"30983","7.4333333333333345","7.4333333333333345","7.4333333333333345"
"31069","8.385714285714286","8.385714285714286","8.385714285714286"
"31179","9.521428571428572","9.521428571428572","9.521428571428572"
"31268","9.361904761904764","9.361904761904764","9.361904761904764"
"31351","9.652380952380952","9.652380952380952","9.652380952380952"
"31443","8.421428571428573","8.421428571428573","8.421428571428573"
"31550","8.530952380952382","8.530952380952382","8.530952380952382"
"31648","8.126190476190477","8.126190476190477","8.126190476190477"
"31722","7.611904761904762","7.611904761904762","7.611904761904762"
"31841","8.354761904761904","8.354761904761904","8.354761904761904"
"31939","7.666666666666669","7.666666666666669","7.666666666666669"
"32013","6.9333333333333345","6.9333333333333345","6.9333333333333345"
"32114","5.980952380952383","5.980952380952383","5.980952380952383"
"32191","5.952380952380952","5.952380952380952","5.952380952380952"
"32280","6.188095238095238","6.188095238095238","6.188095238095238"
"32366","5.902380952380954","5.902380952380954","5.902380952380954"
"32452","5.445238095238095","5.445238095238095","5.445238095238095"
"32547","5.740476190476191","5.740476190476191","5.740476190476191"
"32630","6.4976190476190485","6.4976190476190485","6.4976190476190485"
"32701","6.34047619047619","6.34047619047619","6.34047619047619"
"32784","6.219047619047619","6.219047619047619","6.219047619047619"
"32882","6.876190476190476","6.876190476190476","6.876190476190476"
"32968","6.49047619047619","6.49047619047619","6.49047619047619"
"33072","7.280952380952381","7.280952380952381","7.280952380952381"
"33146","6.3309523809523816","6.3309523809523816","6.3309523809523816"
"33226","6.4333333333333345","6.4333333333333345","6.4333333333333345"
"33342","6.892857142857143","6.892857142857143","6.892857142857143"
"33452","7.514285714285715","7.514285714285715","7.514285714285715"
"33538","7.790476190476191","7.790476190476191","7.790476190476191"
"33624","7.707142857142858","7.707142857142858","7.707142857142858"
"33713","8.19047619047619","8.19047619047619","8.19047619047619"
"33790","8.140476190476193","8.140476190476193","8.140476190476193"
"33888","7.802380952380955","7.802380952380955","7.802380952380955"
"33989","7.464285714285717","7.464285714285717","7.464285714285717"
"34069","7.630952380952382","7.630952380952382","7.630952380952382"
"34182","7.483333333333336","7.483333333333336","7.483333333333336"
"34283","7.123809523809525","7.123809523809525","7.123809523809525"
"34363","6.209523809523811","6.209523809523811","6.209523809523811"
"34452","5.745238095238097","5.745238095238097","5.745238095238097"
"34541","5.411904761904763","5.411904761904763","5.411904761904763"
"34645","4.754761904761905","4.754761904761905","4.754761904761905"
"34752","5.142857142857143","5.142857142857143","5.142857142857143"
"34844","6.235714285714287","6.235714285714287","6.235714285714287"
"34921","5.7285714285714295","5.7285714285714295","5.7285714285714295"
"35034","7.028571428571429","7.028571428571429","7.028571428571429"
"35114","6.702380952380952","6.702380952380952","6.702380952380952"
"35206","6.871428571428571","6.871428571428571","6.871428571428571"
"35289","7.0357142857142865","7.0357142857142865","7.0357142857142865"
"35378","6.864285714285716","6.864285714285716","6.864285714285716"
"35452","6.485714285714286","6.485714285714286","6.485714285714286"
"35550","7.742857142857142","7.742857142857142","7.742857142857142"
"35678","7.91904761904762","7.91904761904762","7.91904761904762"
"35770","7.2095238095238106","7.2095238095238106","7.2095238095238106"
"35913","8.257142857142858","8.257142857142858","8.257142857142858"
"36059","7.661904761904763","7.661904761904763","7.661904761904763"
"36154","8.166666666666668","8.166666666666668","8.166666666666668"
"36243","7.823809523809524","7.823809523809524","7.823809523809524"
"36353","8.35952380952381","8.35952380952381","8.35952380952381"
"36442","8.27142857142857","8.27142857142857","8.27142857142857"
"36534","8.692857142857143","8.692857142857143","8.692857142857143"
"36644","8.561904761904762","8.561904761904762","8.561904761904762"
"36754","8.092857142857143","8.092857142857143","8.092857142857143"
"36858","8.192857142857143","8.192857142857143","8.192857142857143"
"36974","7.5166666666666675","7.5166666666666675","7.5166666666666675"
"37051","6.866666666666667","6.866666666666667","6.866666666666667"
"37149","7.5357142857142865","7.5357142857142865","7.5357142857142865"
"37250","8.254761904761905","8.254761904761905","8.254761904761905"
"37339","7.852380952380953","7.852380952380953","7.852380952380953"
"37416","7.771428571428572","7.771428571428572","7.771428571428572"
"37496","7.880952380952382","7.880952380952382","7.880952380952382"
"37573","7.964285714285715","7.964285714285715","7.964285714285715"
"37674","8.971428571428572","8.971428571428572","8.971428571428572"
"37748","8.721428571428573","8.721428571428573","8.721428571428573"
"37849","8.883333333333335","8.883333333333335","8.883333333333335"
"37950","9.34761904761905","9.34761904761905","9.34761904761905"
"38078","9.311904761904763","9.311904761904763","9.311904761904763"
"38161","8.430952380952382","8.430952380952382","8.430952380952382"
"38286","8.671428571428573","8.671428571428573","8.671428571428573"
"38384","10.400000000000002","10.400000000000002","10.400000000000002"
"38479","10.828571428571427","10.828571428571427","10.828571428571427"
"38574","10.304761904761905","10.304761904761905","10.304761904761905"
"38699","9.05","9.05","9.05"
"38779","9.783333333333333","9.783333333333333","9.783333333333333"
"38859","9.05952380952381","9.05952380952381","9.05952380952381"
"38951","9.500000000000004","9.500000000000004","9.500000000000004"
"39031","8.442857142857145","8.442857142857145","8.442857142857145"
"39114","8.902380952380952","8.902380952380952","8.902380952380952"
"39203","8.111904761904764","8.111904761904764","8.111904761904764"
"39289","7.452380952380954","7.452380952380954","7.452380952380954"
"39390","6.571428571428572","6.571428571428572","6.571428571428572"
"39503","7.173809523809524","7.173809523809524","7.173809523809524"
"39589","6.854761904761906","6.854761904761906","6.854761904761906"
"39693","6.597619047619048","6.597619047619048","6.597619047619048"
"39797","6.964285714285717","6.964285714285717","6.964285714285717"
"39907","6.41904761904762","6.41904761904762","6.41904761904762"
"39996","7.571428571428574","7.571428571428574","7.571428571428574"
"40103","7.438095238095239","7.438095238095239","7.438095238095239"
"40204","7.85952380952381","7.85952380952381","7.85952380952381"
"40308","8.538095238095238","8.538095238095238","8.538095238095238"
"40379","9.266666666666667","9.266666666666667","9.266666666666667"
"40453","8.142857142857144","8.142857142857144","8.142857142857144"
"40548","8.559523809523812","8.559523809523812","8.559523809523812"
"40658","8.907142857142857","8.907142857142857","8.907142857142857"
"40738","8.269047619047617","8.269047619047617","8.269047619047617"
"40866","9.43095238095238","9.43095238095238","9.43095238095238"
"40955","8.902380952380952","8.902380952380952","8.902380952380952"
"41026","9.116666666666665","9.116666666666665","9.116666666666665"
"41163","9.595238095238095","9.595238095238095","9.595238095238095"
"41291","8.888095238095238","8.888095238095238","8.888095238095238"
"41398","8.97857142857143","8.97857142857143","8.97857142857143"
"41478","9.316666666666666","9.316666666666666","9.316666666666666"
"41582","9.400000000000002","9.400000000000002","9.400000000000002"
"41704","8.576190476190476","8.576190476190476","8.576190476190476"
"41802","9.12857142857143","9.12857142857143","9.12857142857143"
"41909","8.8","8.8","8.8"
"41989","8.769047619047619","8.769047619047619","8.769047619047619"
"42066","8.383333333333333","8.383333333333333","8.383333333333333"
"42137","7.192857142857145","7.192857142857145","7.192857142857145"
"42226","6.597619047619048","6.597619047619048","6.597619047619048"
"42318","6.233333333333333","6.233333333333333","6.233333333333333"
"42425","6.426190476190476","6.426190476190476","6.426190476190476"
"42526","6.288095238095239","6.288095238095239","6.288095238095239"
"42618","7.3571428571428585","7.3571428571428585","7.3571428571428585"
"42710","8.4","8.4","8.4"
"42814","7.714285714285715","7.714285714285715","7.714285714285715"
"42939","8.67857142857143","8.67857142857143","8.67857142857143"
"43016","7.9142857142857155","7.9142857142857155","7.9142857142857155"
"43090","7.9333333333333345","7.9333333333333345","7.9333333333333345"
"43179","7.323809523809525","7.323809523809525","7.323809523809525"
"43256","7.60952380952381","7.60952380952381","7.60952380952381"
"43354","7.528571428571428","7.528571428571428","7.528571428571428"
"43458","7.966666666666667","7.966666666666667","7.966666666666667"
"43556","6.9976190476190485","6.9976190476190485","6.9976190476190485"
"43633","6.4452380952380945","6.4452380952380945","6.4452380952380945"
"43725","6.452380952380952","6.452380952380952","6.452380952380952"
"43805","5.626190476190476","5.626190476190476","5.626190476190476"
